bank_credit_id,settlement_id,utr,credit_date,amount,currency,bank_status,reference
bc_2026_H2_00033,set_2026_H2_00033,UTR2026H200033,2026-08-03,231714882,INR,credited,ICICI/UTR2026H200033
bc_2026_H2_00034,set_2026_H2_00034,UTR2026H200034,2026-08-04,152520607,INR,credited,ICICI/UTR2026H200034
bc_2026_H2_00035,set_2026_H2_00035,UTR2026H200035,2026-08-05,182365915,INR,credited,ICICI/UTR2026H200035
bc_2026_H2_00036,set_2026_H2_00036,UTR2026H200036,2026-08-06,197145557,INR,credited,ICICI/UTR2026H200036
bc_2026_H2_00037,set_2026_H2_00037,UTR2026H200037,2026-08-07,233661817,INR,credited,ICICI/UTR2026H200037
bc_2026_H2_00039,set_2026_H2_00039,UTR2026H200039,2026-08-09,272430664,INR,credited,ICICI/UTR2026H200039
bc_2026_H2_00040,set_2026_H2_00040,UTR2026H200040,2026-08-10,214248697,INR,credited,ICICI/UTR2026H200040
bc_2026_H2_00041,set_2026_H2_00041,UTR2026H200041,2026-08-11,216432282,INR,credited,ICICI/UTR2026H200041
bc_2026_H2_00042,set_2026_H2_00042,UTR2026H200042,2026-08-12,164796230,INR,credited,ICICI/UTR2026H200042
bc_2026_H2_00043,set_2026_H2_00043,UTR2026H200043,2026-08-13,241597109,INR,credited,ICICI/UTR2026H200043
bc_2026_H2_00044,set_2026_H2_00044,UTR2026H200044,2026-08-14,168459778,INR,credited,ICICI/UTR2026H200044
bc_2026_H2_00045,set_2026_H2_00045,UTR2026H200045,2026-08-15,226440506,INR,credited,ICICI/UTR2026H200045
bc_2026_H2_00046,set_2026_H2_00046,UTR2026H200046,2026-08-16,256603625,INR,credited,ICICI/UTR2026H200046
bc_2026_H2_00047,set_2026_H2_00047,UTR2026H200047,2026-08-17,178613059,INR,credited,ICICI/UTR2026H200047
bc_2026_H2_00048,set_2026_H2_00048,UTR2026H200048,2026-08-18,163811053,INR,credited,ICICI/UTR2026H200048
bc_2026_H2_00049,set_2026_H2_00049,UTR2026H200049,2026-08-19,319216218,INR,credited,ICICI/UTR2026H200049
bc_2026_H2_00050,set_2026_H2_00050,UTR2026H200050,2026-08-20,279145750,INR,credited,ICICI/UTR2026H200050
bc_2026_H2_00051,set_2026_H2_00051,UTR2026H200051,2026-08-21,177295319,INR,credited,ICICI/UTR2026H200051
bc_2026_H2_00052,set_2026_H2_00052,UTR2026H200052,2026-08-22,266442522,INR,credited,ICICI/UTR2026H200052
bc_2026_H2_00053,set_2026_H2_00053,UTR2026H200053,2026-08-23,224886319,INR,credited,ICICI/UTR2026H200053
bc_2026_H2_00054,set_2026_H2_00054,UTR2026H200054,2026-08-24,186275623,INR,credited,ICICI/UTR2026H200054
bc_2026_H2_00055,set_2026_H2_00055,UTR2026H200055,2026-08-25,170137240,INR,credited,ICICI/UTR2026H200055
bc_2026_H2_00056,set_2026_H2_00056,UTR2026H200056,2026-08-26,188818347,INR,credited,ICICI/UTR2026H200056
bc_2026_H2_00057,set_2026_H2_00057,UTR2026H200057,2026-08-27,193591982,INR,credited,ICICI/UTR2026H200057
bc_2026_H2_00058,set_2026_H2_00058,UTR2026H200058,2026-08-28,234364146,INR,credited,ICICI/UTR2026H200058
bc_2026_H2_00059,set_2026_H2_00059,UTR2026H200059,2026-08-29,127402905,INR,credited,ICICI/UTR2026H200059
bc_2026_H2_00060,set_2026_H2_00060,UTR2026H200060,2026-08-30,224644155,INR,credited,ICICI/UTR2026H200060
bc_2026_H2_00061,set_2026_H2_00061,UTR2026H200061,2026-08-31,237609270,INR,credited,ICICI/UTR2026H200061
bc_2026_H2_00062,set_2026_H2_00062,UTR2026H200062,2026-09-01,199561491,INR,credited,ICICI/UTR2026H200062
bc_2026_H2_00063,set_2026_H2_00063,UTR2026H200063,2026-09-02,293833323,INR,credited,ICICI/UTR2026H200063
bc_2026_H2_00064,set_2026_H2_00064,UTR2026H200064,2026-09-03,352397827,INR,credited,ICICI/UTR2026H200064
bc_2026_H2_00065,set_2026_H2_00065,UTR2026H200065,2026-09-04,303004955,INR,credited,ICICI/UTR2026H200065
bc_2026_H2_00066,set_2026_H2_00066,UTR2026H200066,2026-09-05,254990776,INR,credited,ICICI/UTR2026H200066
bc_2026_H2_00067,set_2026_H2_00067,UTR2026H200067,2026-09-06,313538242,INR,credited,ICICI/UTR2026H200067
bc_2026_H2_00068,set_2026_H2_00068,UTR2026H200068,2026-09-07,329983795,INR,credited,ICICI/UTR2026H200068
bc_2026_H2_00069,set_2026_H2_00069,UTR2026H200069,2026-09-08,307747461,INR,credited,ICICI/UTR2026H200069
bc_2026_H2_00070,set_2026_H2_00070,UTR2026H200070,2026-09-09,234342607,INR,credited,ICICI/UTR2026H200070
bc_2026_H2_00071,set_2026_H2_00071,UTR2026H200071,2026-09-10,305517983,INR,credited,ICICI/UTR2026H200071
bc_2026_H2_00072,set_2026_H2_00072,UTR2026H200072,2026-09-11,269444000,INR,credited,ICICI/UTR2026H200072
bc_2026_H2_00073,set_2026_H2_00073,UTR2026H200073,2026-09-12,300441924,INR,credited,ICICI/UTR2026H200073
bc_2026_H2_00074,set_2026_H2_00074,UTR2026H200074,2026-09-13,229764071,INR,credited,ICICI/UTR2026H200074
bc_2026_H2_00075,set_2026_H2_00075,UTR2026H200075,2026-09-14,402478893,INR,credited,ICICI/UTR2026H200075
bc_2026_H2_00076,set_2026_H2_00076,UTR2026H200076,2026-09-15,308394029,INR,credited,ICICI/UTR2026H200076
bc_2026_H2_00077,set_2026_H2_00077,UTR2026H200077,2026-09-16,210444009,INR,credited,ICICI/UTR2026H200077
bc_2026_H2_00078,set_2026_H2_00078,UTR2026H200078,2026-09-17,256168778,INR,credited,ICICI/UTR2026H200078
bc_2026_H2_00079,set_2026_H2_00079,UTR2026H200079,2026-09-18,250185337,INR,credited,ICICI/UTR2026H200079
bc_2026_H2_00080,set_2026_H2_00080,UTR2026H200080,2026-09-19,199900594,INR,credited,ICICI/UTR2026H200080
bc_2026_H2_00081,set_2026_H2_00081,UTR2026H200081,2026-09-20,287543286,INR,credited,ICICI/UTR2026H200081
bc_2026_H2_00082,set_2026_H2_00082,UTR2026H200082,2026-09-21,273438165,INR,credited,ICICI/UTR2026H200082
bc_2026_H2_00083,set_2026_H2_00083,UTR2026H200083,2026-09-22,205945739,INR,credited,ICICI/UTR2026H200083
bc_2026_H2_00084,set_2026_H2_00084,UTR2026H200084,2026-09-23,283965727,INR,credited,ICICI/UTR2026H200084
bc_2026_H2_00085,set_2026_H2_00085,UTR2026H200085,2026-09-24,286539996,INR,credited,ICICI/UTR2026H200085
bc_2026_H2_00086,set_2026_H2_00086,UTR2026H200086,2026-09-25,310881681,INR,credited,ICICI/UTR2026H200086
bc_2026_H2_00087,set_2026_H2_00087,UTR2026H200087,2026-09-26,118553002,INR,credited,ICICI/UTR2026H200087
bc_2026_H2_00088,set_2026_H2_00088,UTR2026H200088,2026-09-27,322386148,INR,credited,ICICI/UTR2026H200088
bc_2026_H2_00089,set_2026_H2_00089,UTR2026H200089,2026-09-28,247494678,INR,credited,ICICI/UTR2026H200089
bc_2026_H2_00090,set_2026_H2_00090,UTR2026H200090,2026-09-29,291042711,INR,credited,ICICI/UTR2026H200090
bc_2026_H2_00091,set_2026_H2_00091,UTR2026H200091,2026-09-30,300151527,INR,credited,ICICI/UTR2026H200091
bc_2026_H2_00092,set_2026_H2_00092,UTR2026H200092,2026-10-01,302959223,INR,credited,ICICI/UTR2026H200092
bc_2026_H2_00093,set_2026_H2_00093,UTR2026H200093,2026-10-02,497538604,INR,credited,ICICI/UTR2026H200093
bc_2026_H2_00094,set_2026_H2_00094,UTR2026H200094,2026-10-03,383857286,INR,credited,ICICI/UTR2026H200094
bc_2026_H2_00095,set_2026_H2_00095,UTR2026H200095,2026-10-04,473054757,INR,credited,ICICI/UTR2026H200095
bc_2026_H2_00096,set_2026_H2_00096,UTR2026H200096,2026-10-05,410662791,INR,credited,ICICI/UTR2026H200096
bc_2026_H2_00097,set_2026_H2_00097,UTR2026H200097,2026-10-06,381133930,INR,credited,ICICI/UTR2026H200097
bc_2026_H2_00098,set_2026_H2_00098,UTR2026H200098,2026-10-07,446245135,INR,credited,ICICI/UTR2026H200098
bc_2026_H2_00099,set_2026_H2_00099,UTR2026H200099,2026-10-08,488853062,INR,credited,ICICI/UTR2026H200099
bc_2026_H2_00100,set_2026_H2_00100,UTR2026H200100,2026-10-09,450339221,INR,credited,ICICI/UTR2026H200100
bc_2026_H2_00101,set_2026_H2_00101,UTR2026H200101,2026-10-10,405020180,INR,credited,ICICI/UTR2026H200101
bc_2026_H2_00102,set_2026_H2_00102,UTR2026H200102,2026-10-11,466133614,INR,credited,ICICI/UTR2026H200102
bc_2026_H2_00103,set_2026_H2_00103,UTR2026H200103,2026-10-12,531470513,INR,credited,ICICI/UTR2026H200103
bc_2026_H2_00104,set_2026_H2_00104,UTR2026H200104,2026-10-13,403912122,INR,credited,ICICI/UTR2026H200104
bc_2026_H2_00105,set_2026_H2_00105,UTR2026H200105,2026-10-14,394585844,INR,credited,ICICI/UTR2026H200105
bc_2026_H2_00106,set_2026_H2_00106,UTR2026H200106,2026-10-15,417211570,INR,credited,ICICI/UTR2026H200106
bc_2026_H2_00107,set_2026_H2_00107,UTR2026H200107,2026-10-16,537946134,INR,credited,ICICI/UTR2026H200107
bc_2026_H2_00108,set_2026_H2_00108,UTR2026H200108,2026-10-17,486309148,INR,credited,ICICI/UTR2026H200108
bc_2026_H2_00109,set_2026_H2_00109,UTR2026H200109,2026-10-18,415821726,INR,credited,ICICI/UTR2026H200109
bc_2026_H2_00110,set_2026_H2_00110,UTR2026H200110,2026-10-19,436736533,INR,credited,ICICI/UTR2026H200110
bc_2026_H2_00111,set_2026_H2_00111,UTR2026H200111,2026-10-20,605454131,INR,credited,ICICI/UTR2026H200111
bc_2026_H2_00112,set_2026_H2_00112,UTR2026H200112,2026-10-21,474387615,INR,credited,ICICI/UTR2026H200112
bc_2026_H2_00113,set_2026_H2_00113,UTR2026H200113,2026-10-22,387897469,INR,credited,ICICI/UTR2026H200113
bc_2026_H2_00114,set_2026_H2_00114,UTR2026H200114,2026-10-23,418398130,INR,credited,ICICI/UTR2026H200114
bc_2026_H2_00115,set_2026_H2_00115,UTR2026H200115,2026-10-24,457869018,INR,credited,ICICI/UTR2026H200115
bc_2026_H2_00116,set_2026_H2_00116,UTR2026H200116,2026-10-25,369245731,INR,credited,ICICI/UTR2026H200116
bc_2026_H2_00117,set_2026_H2_00117,UTR2026H200117,2026-10-26,486947409,INR,credited,ICICI/UTR2026H200117
bc_2026_H2_00118,set_2026_H2_00118,UTR2026H200118,2026-10-27,359949495,INR,credited,ICICI/UTR2026H200118
bc_2026_H2_00119,set_2026_H2_00119,UTR2026H200119,2026-10-28,414440804,INR,credited,ICICI/UTR2026H200119
bc_2026_H2_00120,set_2026_H2_00120,UTR2026H200120,2026-10-29,499188693,INR,credited,ICICI/UTR2026H200120
bc_2026_H2_00121,set_2026_H2_00121,UTR2026H200121,2026-10-30,435382615,INR,credited,ICICI/UTR2026H200121
bc_2026_H2_00122,set_2026_H2_00122,UTR2026H200122,2026-10-31,443063853,INR,credited,ICICI/UTR2026H200122
bc_2026_H2_00123,set_2026_H2_00123,UTR2026H200123,2026-11-01,501370327,INR,credited,ICICI/UTR2026H200123
bc_2026_H2_00124,set_2026_H2_00124,UTR2026H200124,2026-11-02,435366271,INR,credited,ICICI/UTR2026H200124
bc_2026_H2_00125,set_2026_H2_00125,UTR2026H200125,2026-11-03,492794879,INR,credited,ICICI/UTR2026H200125
bc_2026_H2_00126,set_2026_H2_00126,UTR2026H200126,2026-11-04,298433987,INR,credited,ICICI/UTR2026H200126
bc_2026_H2_00127,set_2026_H2_00127,UTR2026H200127,2026-11-05,418703665,INR,credited,ICICI/UTR2026H200127
bc_2026_H2_00128,set_2026_H2_00128,UTR2026H200128,2026-11-06,474537617,INR,credited,ICICI/UTR2026H200128
bc_2026_H2_00129,set_2026_H2_00129,UTR2026H200129,2026-11-07,463413121,INR,credited,ICICI/UTR2026H200129
bc_2026_H2_00130,set_2026_H2_00130,UTR2026H200130,2026-11-08,359253793,INR,credited,ICICI/UTR2026H200130
bc_2026_H2_00131,set_2026_H2_00131,UTR2026H200131,2026-11-09,494487694,INR,credited,ICICI/UTR2026H200131
bc_2026_H2_00132,set_2026_H2_00132,UTR2026H200132,2026-11-10,444077852,INR,credited,ICICI/UTR2026H200132
bc_2026_H2_00133,set_2026_H2_00133,UTR2026H200133,2026-11-11,543396568,INR,credited,ICICI/UTR2026H200133
bc_2026_H2_00134,set_2026_H2_00134,UTR2026H200134,2026-11-12,508070419,INR,credited,ICICI/UTR2026H200134
bc_2026_H2_00135,set_2026_H2_00135,UTR2026H200135,2026-11-13,430438417,INR,credited,ICICI/UTR2026H200135
bc_2026_H2_00136,set_2026_H2_00136,UTR2026H200136,2026-11-14,451661191,INR,credited,ICICI/UTR2026H200136
bc_2026_H2_00137,set_2026_H2_00137,UTR2026H200137,2026-11-15,309597874,INR,credited,ICICI/UTR2026H200137
bc_2026_H2_00138,set_2026_H2_00138,UTR2026H200138,2026-11-16,459346223,INR,credited,ICICI/UTR2026H200138
bc_2026_H2_00139,set_2026_H2_00139,UTR2026H200139,2026-11-17,390986117,INR,credited,ICICI/UTR2026H200139
bc_2026_H2_00140,set_2026_H2_00140,UTR2026H200140,2026-11-18,404020440,INR,credited,ICICI/UTR2026H200140
bc_2026_H2_00141,set_2026_H2_00141,UTR2026H200141,2026-11-19,603328913,INR,credited,ICICI/UTR2026H200141
bc_2026_H2_00142,set_2026_H2_00142,UTR2026H200142,2026-11-20,450016955,INR,credited,ICICI/UTR2026H200142
bc_2026_H2_00143,set_2026_H2_00143,UTR2026H200143,2026-11-21,376604710,INR,credited,ICICI/UTR2026H200143
bc_2026_H2_00144,set_2026_H2_00144,UTR2026H200144,2026-11-22,441003024,INR,credited,ICICI/UTR2026H200144
bc_2026_H2_00145,set_2026_H2_00145,UTR2026H200145,2026-11-23,428894211,INR,credited,ICICI/UTR2026H200145
bc_2026_H2_00146,set_2026_H2_00146,UTR2026H200146,2026-11-24,381667562,INR,credited,ICICI/UTR2026H200146
bc_2026_H2_00147,set_2026_H2_00147,UTR2026H200147,2026-11-25,467055655,INR,credited,ICICI/UTR2026H200147
bc_2026_H2_00148,set_2026_H2_00148,UTR2026H200148,2026-11-26,400817651,INR,credited,ICICI/UTR2026H200148
bc_2026_H2_00149,set_2026_H2_00149,UTR2026H200149,2026-11-27,522707722,INR,credited,ICICI/UTR2026H200149
bc_2026_H2_00150,set_2026_H2_00150,UTR2026H200150,2026-11-28,468435179,INR,credited,ICICI/UTR2026H200150
bc_2026_H2_00151,set_2026_H2_00151,UTR2026H200151,2026-11-29,314025108,INR,credited,ICICI/UTR2026H200151
bc_2026_H2_00152,set_2026_H2_00152,UTR2026H200152,2026-11-30,372509602,INR,credited,ICICI/UTR2026H200152
bc_2026_H2_00153,set_2026_H2_00153,UTR2026H200153,2026-12-01,373585974,INR,credited,ICICI/UTR2026H200153
bc_2026_H2_00154,set_2026_H2_00154,UTR2026H200154,2026-12-02,216879142,INR,credited,ICICI/UTR2026H200154
bc_2026_H2_00155,set_2026_H2_00155,UTR2026H200155,2026-12-03,285005858,INR,credited,ICICI/UTR2026H200155
bc_2026_H2_00156,set_2026_H2_00156,UTR2026H200156,2026-12-04,287989718,INR,credited,ICICI/UTR2026H200156
bc_2026_H2_00157,set_2026_H2_00157,UTR2026H200157,2026-12-05,218095459,INR,credited,ICICI/UTR2026H200157
bc_2026_H2_00158,set_2026_H2_00158,UTR2026H200158,2026-12-06,244771378,INR,credited,ICICI/UTR2026H200158
bc_2026_H2_00159,set_2026_H2_00159,UTR2026H200159,2026-12-07,215130168,INR,credited,ICICI/UTR2026H200159
bc_2026_H2_00160,set_2026_H2_00160,UTR2026H200160,2026-12-08,177352878,INR,credited,ICICI/UTR2026H200160
bc_2026_H2_00161,set_2026_H2_00161,UTR2026H200161,2026-12-09,312442215,INR,credited,ICICI/UTR2026H200161
bc_2026_H2_00162,set_2026_H2_00162,UTR2026H200162,2026-12-10,221645325,INR,credited,ICICI/UTR2026H200162
bc_2026_H2_00163,set_2026_H2_00163,UTR2026H200163,2026-12-11,265677006,INR,credited,ICICI/UTR2026H200163
bc_2026_H2_00164,set_2026_H2_00164,UTR2026H200164,2026-12-12,294319900,INR,credited,ICICI/UTR2026H200164
bc_2026_H2_00165,set_2026_H2_00165,UTR2026H200165,2026-12-13,375334991,INR,credited,ICICI/UTR2026H200165
bc_2026_H2_00166,set_2026_H2_00166,UTR2026H200166,2026-12-14,296534182,INR,credited,ICICI/UTR2026H200166
bc_2026_H2_00167,set_2026_H2_00167,UTR2026H200167,2026-12-15,223967229,INR,credited,ICICI/UTR2026H200167
bc_2026_H2_00168,set_2026_H2_00168,UTR2026H200168,2026-12-16,174212218,INR,credited,ICICI/UTR2026H200168
bc_2026_H2_00169,set_2026_H2_00169,UTR2026H200169,2026-12-17,272520020,INR,credited,ICICI/UTR2026H200169
bc_2026_H2_00170,set_2026_H2_00170,UTR2026H200170,2026-12-18,268981949,INR,credited,ICICI/UTR2026H200170
bc_2026_H2_00171,set_2026_H2_00171,UTR2026H200171,2026-12-19,163436328,INR,credited,ICICI/UTR2026H200171
bc_2026_H2_00172,set_2026_H2_00172,UTR2026H200172,2026-12-20,216343346,INR,credited,ICICI/UTR2026H200172
bc_2026_H2_00173,set_2026_H2_00173,UTR2026H200173,2026-12-21,191744867,INR,credited,ICICI/UTR2026H200173
bc_2026_H2_00174,set_2026_H2_00174,UTR2026H200174,2026-12-22,242465202,INR,credited,ICICI/UTR2026H200174
bc_2026_H2_00175,set_2026_H2_00175,UTR2026H200175,2026-12-23,287857012,INR,credited,ICICI/UTR2026H200175
bc_2026_H2_00176,set_2026_H2_00176,UTR2026H200176,2026-12-24,273529521,INR,credited,ICICI/UTR2026H200176
bc_2026_H2_00177,set_2026_H2_00177,UTR2026H200177,2026-12-25,178041264,INR,credited,ICICI/UTR2026H200177
bc_2026_H2_00178,set_2026_H2_00178,UTR2026H200178,2026-12-26,243183090,INR,credited,ICICI/UTR2026H200178
bc_2026_H2_00179,set_2026_H2_00179,UTR2026H200179,2026-12-27,177832680,INR,credited,ICICI/UTR2026H200179
bc_2026_H2_00180,set_2026_H2_00180,UTR2026H200180,2026-12-28,311432331,INR,credited,ICICI/UTR2026H200180
bc_2026_H2_00181,set_2026_H2_00181,UTR2026H200181,2026-12-29,215069137,INR,credited,ICICI/UTR2026H200181
bc_2026_H2_00182,set_2026_H2_00182,UTR2026H200182,2026-12-30,254114829,INR,credited,ICICI/UTR2026H200182
bc_2026_H2_00183,set_2026_H2_00183,UTR2026H200183,2026-12-31,268846581,INR,credited,ICICI/UTR2026H200183
bc_2026_H2_00184,set_2026_H2_00184,UTR2026H200184,2027-01-01,328218013,INR,credited,ICICI/UTR2026H200184
