id,entity,amount,currency,payment_id,created_at,created_date,receipt,status,speed_requested,speed_processed,acquirer_utr,anomaly_type,duplicate_of_refund_id
rfnd_2025_H1_030,refund,3089800,INR,pay_2025_H1_03411,1739810865,2025-02-17,rcpt_2025_H1_rf_030,processed,normal,normal,UTR_2025_H1_RF_030,,
rfnd_2025_H1_031,refund,2123100,INR,pay_2025_H1_04493,1741144198,2025-03-05,rcpt_2025_H1_rf_031,processed,normal,normal,UTR_2025_H1_RF_031,,
rfnd_2025_H1_032,refund,157400,INR,pay_2025_H1_01834,1738762476,2025-02-05,rcpt_2025_H1_rf_032,processed,normal,normal,UTR_2025_H1_RF_032,,
rfnd_2025_H1_033,refund,2282100,INR,pay_2025_H1_05750,1740235571,2025-02-22,rcpt_2025_H1_rf_033,processed,normal,normal,UTR_2025_H1_RF_033,,
rfnd_2025_H1_034,refund,228400,INR,pay_2025_H1_08140,1742845593,2025-03-24,rcpt_2025_H1_rf_034,processed,normal,normal,UTR_2025_H1_RF_034,,
rfnd_2025_H1_035,refund,328200,INR,pay_2025_H1_08580,1742963158,2025-03-26,rcpt_2025_H1_rf_035,processed,normal,normal,UTR_2025_H1_RF_035,,
rfnd_2025_H1_036,refund,212300,INR,pay_2025_H1_02023,1737564044,2025-01-22,rcpt_2025_H1_rf_036,processed,normal,normal,UTR_2025_H1_RF_036,,
rfnd_2025_H1_037,refund,1944800,INR,pay_2025_H1_15021,1746818897,2025-05-09,rcpt_2025_H1_rf_037,processed,normal,normal,UTR_2025_H1_RF_037,,
rfnd_2025_H1_038,refund,1528100,INR,pay_2025_H1_04082,1739914922,2025-02-18,rcpt_2025_H1_rf_038,processed,normal,normal,UTR_2025_H1_RF_038,,
rfnd_2025_H1_039,refund,2427100,INR,pay_2025_H1_11768,1746009629,2025-04-30,rcpt_2025_H1_rf_039,processed,normal,normal,UTR_2025_H1_RF_039,,
rfnd_2025_H1_040,refund,241400,INR,pay_2025_H1_11921,1746460500,2025-05-05,rcpt_2025_H1_rf_040,processed,normal,normal,UTR_2025_H1_RF_040,,
rfnd_2025_H1_041,refund,218700,INR,pay_2025_H1_01618,1736679405,2025-01-12,rcpt_2025_H1_rf_041,processed,normal,normal,UTR_2025_H1_RF_041,,
rfnd_2025_H1_042,refund,71200,INR,pay_2025_H1_15919,1752458695,2025-07-14,rcpt_2025_H1_rf_042,processed,normal,normal,UTR_2025_H1_RF_042,,
rfnd_2025_H1_043,refund,3992200,INR,pay_2025_H1_05297,1739343536,2025-02-12,rcpt_2025_H1_rf_043,processed,normal,normal,UTR_2025_H1_RF_043,,
rfnd_2025_H1_044,refund,138200,INR,pay_2025_H1_14098,1748588396,2025-05-30,rcpt_2025_H1_rf_044,processed,normal,normal,UTR_2025_H1_RF_044,,
rfnd_2025_H1_045,refund,215600,INR,pay_2025_H1_09529,1745485990,2025-04-24,rcpt_2025_H1_rf_045,processed,normal,normal,UTR_2025_H1_RF_045,,
rfnd_2025_H1_046,refund,50600,INR,pay_2025_H1_01623,1736985264,2025-01-15,rcpt_2025_H1_rf_046,processed,normal,normal,UTR_2025_H1_RF_046,,
rfnd_2025_H1_047,refund,2052100,INR,pay_2025_H1_09138,1742617704,2025-03-22,rcpt_2025_H1_rf_047,processed,normal,normal,UTR_2025_H1_RF_047,,
rfnd_2025_H1_048,refund,1143300,INR,pay_2025_H1_18032,1750067110,2025-06-16,rcpt_2025_H1_rf_048,processed,normal,normal,UTR_2025_H1_RF_048,,
rfnd_2025_H1_049,refund,816800,INR,pay_2025_H1_06478,1743770426,2025-04-04,rcpt_2025_H1_rf_049,processed,normal,normal,UTR_2025_H1_RF_049,,
rfnd_2025_H1_050,refund,246300,INR,pay_2025_H1_16431,1751165663,2025-06-29,rcpt_2025_H1_rf_050,processed,normal,normal,UTR_2025_H1_RF_050,,
rfnd_2025_H1_051,refund,8327500,INR,pay_2025_H1_04126,1741616713,2025-03-10,rcpt_2025_H1_rf_051,processed,normal,normal,UTR_2025_H1_RF_051,,
rfnd_2025_H1_052,refund,7444900,INR,pay_2025_H1_01987,1738635746,2025-02-04,rcpt_2025_H1_rf_052,processed,normal,normal,UTR_2025_H1_RF_052,,
rfnd_2025_H1_053,refund,385600,INR,pay_2025_H1_07693,1743162730,2025-03-28,rcpt_2025_H1_rf_053,processed,normal,normal,UTR_2025_H1_RF_053,,
rfnd_2025_H1_054,refund,4124400,INR,pay_2025_H1_14802,1748626305,2025-05-30,rcpt_2025_H1_rf_054,processed,normal,normal,UTR_2025_H1_RF_054,,
rfnd_2025_H1_055,refund,583700,INR,pay_2025_H1_12418,1746932481,2025-05-11,rcpt_2025_H1_rf_055,processed,normal,normal,UTR_2025_H1_RF_055,,
rfnd_2025_H1_056,refund,3165400,INR,pay_2025_H1_10335,1744485294,2025-04-12,rcpt_2025_H1_rf_056,processed,normal,normal,UTR_2025_H1_RF_056,,
rfnd_2025_H1_057,refund,269400,INR,pay_2025_H1_12012,1744751098,2025-04-15,rcpt_2025_H1_rf_057,processed,normal,normal,UTR_2025_H1_RF_057,,
rfnd_2025_H1_058,refund,1587500,INR,pay_2025_H1_10208,1745357788,2025-04-22,rcpt_2025_H1_rf_058,processed,normal,normal,UTR_2025_H1_RF_058,,
rfnd_2025_H1_059,refund,1902900,INR,pay_2025_H1_06703,1741865708,2025-03-13,rcpt_2025_H1_rf_059,processed,normal,normal,UTR_2025_H1_RF_059,,
rfnd_2025_H1_060,refund,475800,INR,pay_2025_H1_01167,1736668613,2025-01-12,rcpt_2025_H1_rf_060,processed,normal,normal,UTR_2025_H1_RF_060,,
rfnd_2025_H1_061,refund,981200,INR,pay_2025_H1_09582,1743677682,2025-04-03,rcpt_2025_H1_rf_061,processed,normal,normal,UTR_2025_H1_RF_061,,
rfnd_2025_H1_062,refund,2849500,INR,pay_2025_H1_10736,1746482306,2025-05-05,rcpt_2025_H1_rf_062,processed,normal,normal,UTR_2025_H1_RF_062,,
rfnd_2025_H1_063,refund,14959500,INR,pay_2025_H1_11314,1745339418,2025-04-22,rcpt_2025_H1_rf_063,processed,normal,normal,UTR_2025_H1_RF_063,,
rfnd_2025_H1_064,refund,1923900,INR,pay_2025_H1_01896,1736821555,2025-01-14,rcpt_2025_H1_rf_064,processed,normal,normal,UTR_2025_H1_RF_064,,
rfnd_2025_H1_065,refund,153000,INR,pay_2025_H1_11349,1746293322,2025-05-03,rcpt_2025_H1_rf_065,processed,normal,normal,UTR_2025_H1_RF_065,,
rfnd_2025_H1_066,refund,1623300,INR,pay_2025_H1_11575,1746168922,2025-05-02,rcpt_2025_H1_rf_066,processed,normal,normal,UTR_2025_H1_RF_066,,
rfnd_2025_H1_067,refund,1608900,INR,pay_2025_H1_01262,1737718852,2025-01-24,rcpt_2025_H1_rf_067,processed,normal,normal,UTR_2025_H1_RF_067,,
rfnd_2025_H1_068,refund,219800,INR,pay_2025_H1_05581,1739717299,2025-02-16,rcpt_2025_H1_rf_068,processed,normal,normal,UTR_2025_H1_RF_068,,
rfnd_2025_H1_069,refund,128000,INR,pay_2025_H1_01696,1737504919,2025-01-22,rcpt_2025_H1_rf_069,processed,normal,normal,UTR_2025_H1_RF_069,,
rfnd_2025_H1_070,refund,1088400,INR,pay_2025_H1_12393,1747072615,2025-05-12,rcpt_2025_H1_rf_070,processed,normal,normal,UTR_2025_H1_RF_070,,
rfnd_2025_H1_071,refund,8681100,INR,pay_2025_H1_16417,1750562709,2025-06-22,rcpt_2025_H1_rf_071,processed,normal,normal,UTR_2025_H1_RF_071,,
rfnd_2025_H1_072,refund,302400,INR,pay_2025_H1_12352,1748130607,2025-05-24,rcpt_2025_H1_rf_072,processed,normal,normal,UTR_2025_H1_RF_072,,
rfnd_2025_H1_073,refund,383100,INR,pay_2025_H1_09631,1744424495,2025-04-12,rcpt_2025_H1_rf_073,processed,normal,normal,UTR_2025_H1_RF_073,,
rfnd_2025_H1_074,refund,150800,INR,pay_2025_H1_12019,1744182353,2025-04-09,rcpt_2025_H1_rf_074,processed,normal,normal,UTR_2025_H1_RF_074,,
rfnd_2025_H1_075,refund,524200,INR,pay_2025_H1_14402,1748875984,2025-06-02,rcpt_2025_H1_rf_075,processed,normal,normal,UTR_2025_H1_RF_075,,
rfnd_2025_H1_076,refund,244500,INR,pay_2025_H1_12584,1747013775,2025-05-12,rcpt_2025_H1_rf_076,processed,normal,normal,UTR_2025_H1_RF_076,,
rfnd_2025_H1_077,refund,265800,INR,pay_2025_H1_05753,1739046737,2025-02-08,rcpt_2025_H1_rf_077,processed,normal,normal,UTR_2025_H1_RF_077,,
rfnd_2025_H1_078,refund,238600,INR,pay_2025_H1_12829,1747622267,2025-05-19,rcpt_2025_H1_rf_078,processed,normal,normal,UTR_2025_H1_RF_078,,
rfnd_2025_H1_079,refund,1106100,INR,pay_2025_H1_06490,1743216542,2025-03-29,rcpt_2025_H1_rf_079,processed,normal,normal,UTR_2025_H1_RF_079,,
rfnd_2025_H1_080,refund,744800,INR,pay_2025_H1_14746,1747451682,2025-05-17,rcpt_2025_H1_rf_080,processed,normal,normal,UTR_2025_H1_RF_080,,
rfnd_2025_H1_081,refund,2724700,INR,pay_2025_H1_10284,1744706601,2025-04-15,rcpt_2025_H1_rf_081,processed,normal,normal,UTR_2025_H1_RF_081,,
rfnd_2025_H1_082,refund,145000,INR,pay_2025_H1_09786,1744335953,2025-04-11,rcpt_2025_H1_rf_082,processed,normal,normal,UTR_2025_H1_RF_082,,
rfnd_2025_H1_083,refund,97900,INR,pay_2025_H1_03540,1739296197,2025-02-11,rcpt_2025_H1_rf_083,processed,normal,normal,UTR_2025_H1_RF_083,,
rfnd_2025_H1_084,refund,7063400,INR,pay_2025_H1_13879,1748125050,2025-05-24,rcpt_2025_H1_rf_084,processed,normal,normal,UTR_2025_H1_RF_084,,
rfnd_2025_H1_085,refund,591500,INR,pay_2025_H1_09830,1745204390,2025-04-21,rcpt_2025_H1_rf_085,processed,normal,normal,UTR_2025_H1_RF_085,,
rfnd_2025_H1_086,refund,645200,INR,pay_2025_H1_03124,1740299065,2025-02-23,rcpt_2025_H1_rf_086,processed,normal,normal,UTR_2025_H1_RF_086,,
rfnd_2025_H1_087,refund,971600,INR,pay_2025_H1_08789,1742146139,2025-03-16,rcpt_2025_H1_rf_087,processed,normal,normal,UTR_2025_H1_RF_087,,
rfnd_2025_H1_088,refund,163600,INR,pay_2025_H1_05156,1741143618,2025-03-05,rcpt_2025_H1_rf_088,processed,normal,normal,UTR_2025_H1_RF_088,,
rfnd_2025_H1_089,refund,527700,INR,pay_2025_H1_05994,1742352141,2025-03-19,rcpt_2025_H1_rf_089,processed,normal,normal,UTR_2025_H1_RF_089,,
rfnd_2025_H1_090,refund,335400,INR,pay_2025_H1_15881,1751857306,2025-07-07,rcpt_2025_H1_rf_090,processed,normal,normal,UTR_2025_H1_RF_090,,
rfnd_2025_H1_091,refund,530000,INR,pay_2025_H1_06129,1741355651,2025-03-07,rcpt_2025_H1_rf_091,processed,normal,normal,UTR_2025_H1_RF_091,,
rfnd_2025_H1_092,refund,109600,INR,pay_2025_H1_13815,1746411926,2025-05-05,rcpt_2025_H1_rf_092,processed,normal,normal,UTR_2025_H1_RF_092,,
rfnd_2025_H1_093,refund,2273000,INR,pay_2025_H1_04656,1740416825,2025-02-24,rcpt_2025_H1_rf_093,processed,normal,normal,UTR_2025_H1_RF_093,,
rfnd_2025_H1_094,refund,90900,INR,pay_2025_H1_09352,1745812286,2025-04-28,rcpt_2025_H1_rf_094,processed,normal,normal,UTR_2025_H1_RF_094,,
rfnd_2025_H1_095,refund,1708200,INR,pay_2025_H1_01193,1737134718,2025-01-17,rcpt_2025_H1_rf_095,processed,normal,normal,UTR_2025_H1_RF_095,,
rfnd_2025_H1_096,refund,100700,INR,pay_2025_H1_09685,1745463347,2025-04-24,rcpt_2025_H1_rf_096,processed,normal,normal,UTR_2025_H1_RF_096,,
rfnd_2025_H1_097,refund,89700,INR,pay_2025_H1_10913,1745801221,2025-04-28,rcpt_2025_H1_rf_097,processed,normal,normal,UTR_2025_H1_RF_097,,
rfnd_2025_H1_098,refund,162700,INR,pay_2025_H1_14773,1747343836,2025-05-15,rcpt_2025_H1_rf_098,processed,normal,normal,UTR_2025_H1_RF_098,,
rfnd_2025_H1_099,refund,8024800,INR,pay_2025_H1_13268,1749010568,2025-06-04,rcpt_2025_H1_rf_099,processed,normal,normal,UTR_2025_H1_RF_099,,
rfnd_2025_H1_100,refund,814400,INR,pay_2025_H1_14214,1746978691,2025-05-11,rcpt_2025_H1_rf_100,processed,normal,normal,UTR_2025_H1_RF_100,,
rfnd_2025_H1_101,refund,1239900,INR,pay_2025_H1_07778,1744347413,2025-04-11,rcpt_2025_H1_rf_101,processed,normal,normal,UTR_2025_H1_RF_101,,
rfnd_2025_H1_102,refund,4398200,INR,pay_2025_H1_11997,1746087063,2025-05-01,rcpt_2025_H1_rf_102,processed,normal,normal,UTR_2025_H1_RF_102,,
rfnd_2025_H1_103,refund,1866900,INR,pay_2025_H1_10795,1745516934,2025-04-24,rcpt_2025_H1_rf_103,processed,normal,normal,UTR_2025_H1_RF_103,,
rfnd_2025_H1_104,refund,986300,INR,pay_2025_H1_01309,1737899774,2025-01-26,rcpt_2025_H1_rf_104,processed,normal,normal,UTR_2025_H1_RF_104,,
rfnd_2025_H1_105,refund,10372200,INR,pay_2025_H1_04733,1739405159,2025-02-13,rcpt_2025_H1_rf_105,processed,normal,normal,UTR_2025_H1_RF_105,,
rfnd_2025_H1_106,refund,2226500,INR,pay_2025_H1_05286,1740421008,2025-02-24,rcpt_2025_H1_rf_106,processed,normal,normal,UTR_2025_H1_RF_106,,
rfnd_2025_H1_107,refund,94100,INR,pay_2025_H1_10287,1746470179,2025-05-05,rcpt_2025_H1_rf_107,processed,normal,normal,UTR_2025_H1_RF_107,,
rfnd_2025_H1_108,refund,292400,INR,pay_2025_H1_15490,1750455252,2025-06-20,rcpt_2025_H1_rf_108,processed,normal,normal,UTR_2025_H1_RF_108,,
rfnd_2025_H1_109,refund,126400,INR,pay_2025_H1_11841,1744146387,2025-04-08,rcpt_2025_H1_rf_109,processed,normal,normal,UTR_2025_H1_RF_109,,
rfnd_2025_H1_110,refund,5284800,INR,pay_2025_H1_16600,1750099303,2025-06-16,rcpt_2025_H1_rf_110,processed,normal,normal,UTR_2025_H1_RF_110,,
rfnd_2025_H1_111,refund,493000,INR,pay_2025_H1_03354,1739594478,2025-02-15,rcpt_2025_H1_rf_111,processed,normal,normal,UTR_2025_H1_RF_111,,
rfnd_2025_H1_112,refund,98300,INR,pay_2025_H1_03246,1739783365,2025-02-17,rcpt_2025_H1_rf_112,processed,normal,normal,UTR_2025_H1_RF_112,,
rfnd_2025_H1_113,refund,76000,INR,pay_2025_H1_16525,1750508267,2025-06-21,rcpt_2025_H1_rf_113,processed,normal,normal,UTR_2025_H1_RF_113,,
rfnd_2025_H1_114,refund,461100,INR,pay_2025_H1_16425,1750287249,2025-06-18,rcpt_2025_H1_rf_114,processed,normal,normal,UTR_2025_H1_RF_114,,
rfnd_2025_H1_115,refund,1309300,INR,pay_2025_H1_11147,1745741000,2025-04-27,rcpt_2025_H1_rf_115,processed,normal,normal,UTR_2025_H1_RF_115,,
rfnd_2025_H1_116,refund,417700,INR,pay_2025_H1_13518,1747497877,2025-05-17,rcpt_2025_H1_rf_116,processed,normal,normal,UTR_2025_H1_RF_116,,
rfnd_2025_H1_117,refund,306000,INR,pay_2025_H1_09534,1746961645,2025-05-11,rcpt_2025_H1_rf_117,processed,normal,normal,UTR_2025_H1_RF_117,,
rfnd_2025_H1_118,refund,1123900,INR,pay_2025_H1_16691,1751368535,2025-07-01,rcpt_2025_H1_rf_118,processed,normal,normal,UTR_2025_H1_RF_118,,
rfnd_2025_H1_119,refund,418100,INR,pay_2025_H1_03089,1740772876,2025-02-28,rcpt_2025_H1_rf_119,processed,normal,normal,UTR_2025_H1_RF_119,,
rfnd_2025_H1_120,refund,831900,INR,pay_2025_H1_14370,1747170206,2025-05-13,rcpt_2025_H1_rf_120,processed,normal,normal,UTR_2025_H1_RF_120,,
rfnd_2025_H1_121,refund,205500,INR,pay_2025_H1_09247,1744411327,2025-04-11,rcpt_2025_H1_rf_121,processed,normal,normal,UTR_2025_H1_RF_121,,
rfnd_2025_H1_122,refund,158600,INR,pay_2025_H1_16830,1751049618,2025-06-27,rcpt_2025_H1_rf_122,processed,normal,normal,UTR_2025_H1_RF_122,,
rfnd_2025_H1_123,refund,417100,INR,pay_2025_H1_02993,1740718517,2025-02-28,rcpt_2025_H1_rf_123,processed,normal,normal,UTR_2025_H1_RF_123,,
rfnd_2025_H1_124,refund,1475100,INR,pay_2025_H1_11455,1744698728,2025-04-15,rcpt_2025_H1_rf_124,processed,normal,normal,UTR_2025_H1_RF_124,,
rfnd_2025_H1_125,refund,4092700,INR,pay_2025_H1_12762,1747782457,2025-05-20,rcpt_2025_H1_rf_125,processed,normal,normal,UTR_2025_H1_RF_125,,
rfnd_2025_H1_126,refund,263700,INR,pay_2025_H1_15098,1747239515,2025-05-14,rcpt_2025_H1_rf_126,processed,normal,normal,UTR_2025_H1_RF_126,,
rfnd_2025_H1_127,refund,7554100,INR,pay_2025_H1_15232,1749374894,2025-06-08,rcpt_2025_H1_rf_127,processed,normal,normal,UTR_2025_H1_RF_127,,
rfnd_2025_H1_128,refund,105800,INR,pay_2025_H1_13647,1749404223,2025-06-08,rcpt_2025_H1_rf_128,processed,normal,normal,UTR_2025_H1_RF_128,,
rfnd_2025_H1_129,refund,700000,INR,pay_2025_H1_09411,1744716755,2025-04-15,rcpt_2025_H1_rf_129,processed,normal,normal,UTR_2025_H1_RF_129,,
rfnd_2025_H1_130,refund,1205200,INR,pay_2025_H1_13225,1746831511,2025-05-09,rcpt_2025_H1_rf_130,processed,normal,normal,UTR_2025_H1_RF_130,,
rfnd_2025_H1_131,refund,119100,INR,pay_2025_H1_06309,1743336525,2025-03-30,rcpt_2025_H1_rf_131,processed,normal,normal,UTR_2025_H1_RF_131,,
rfnd_2025_H1_132,refund,228700,INR,pay_2025_H1_11023,1745940506,2025-04-29,rcpt_2025_H1_rf_132,processed,normal,normal,UTR_2025_H1_RF_132,,
rfnd_2025_H1_133,refund,10941000,INR,pay_2025_H1_02093,1736085459,2025-01-05,rcpt_2025_H1_rf_133,processed,normal,normal,UTR_2025_H1_RF_133,,
rfnd_2025_H1_134,refund,144500,INR,pay_2025_H1_02064,1736456687,2025-01-09,rcpt_2025_H1_rf_134,processed,normal,normal,UTR_2025_H1_RF_134,,
rfnd_2025_H1_135,refund,345700,INR,pay_2025_H1_04710,1738879006,2025-02-06,rcpt_2025_H1_rf_135,processed,normal,normal,UTR_2025_H1_RF_135,,
rfnd_2025_H1_136,refund,94300,INR,pay_2025_H1_07703,1742503534,2025-03-20,rcpt_2025_H1_rf_136,processed,normal,normal,UTR_2025_H1_RF_136,,
rfnd_2025_H1_137,refund,2486500,INR,pay_2025_H1_03914,1740952403,2025-03-02,rcpt_2025_H1_rf_137,processed,normal,normal,UTR_2025_H1_RF_137,,
rfnd_2025_H1_138,refund,89300,INR,pay_2025_H1_08359,1741653773,2025-03-11,rcpt_2025_H1_rf_138,processed,normal,normal,UTR_2025_H1_RF_138,,
rfnd_2025_H1_139,refund,195600,INR,pay_2025_H1_09373,1744692687,2025-04-15,rcpt_2025_H1_rf_139,processed,normal,normal,UTR_2025_H1_RF_139,,
rfnd_2025_H1_140,refund,463100,INR,pay_2025_H1_15638,1751433881,2025-07-02,rcpt_2025_H1_rf_140,processed,normal,normal,UTR_2025_H1_RF_140,,
rfnd_2025_H1_141,refund,1481100,INR,pay_2025_H1_11614,1745837962,2025-04-28,rcpt_2025_H1_rf_141,processed,normal,normal,UTR_2025_H1_RF_141,,
rfnd_2025_H1_142,refund,223500,INR,pay_2025_H1_02491,1738539530,2025-02-02,rcpt_2025_H1_rf_142,processed,normal,normal,UTR_2025_H1_RF_142,,
rfnd_2025_H1_143,refund,1576900,INR,pay_2025_H1_05586,1739813406,2025-02-17,rcpt_2025_H1_rf_143,processed,normal,normal,UTR_2025_H1_RF_143,,
rfnd_2025_H1_144,refund,742100,INR,pay_2025_H1_04747,1739782390,2025-02-17,rcpt_2025_H1_rf_144,processed,normal,normal,UTR_2025_H1_RF_144,,
rfnd_2025_H1_145,refund,5631400,INR,pay_2025_H1_16554,1750128900,2025-06-17,rcpt_2025_H1_rf_145,processed,normal,normal,UTR_2025_H1_RF_145,,
rfnd_2025_H1_146,refund,1371900,INR,pay_2025_H1_05700,1739457862,2025-02-13,rcpt_2025_H1_rf_146,processed,normal,normal,UTR_2025_H1_RF_146,,
rfnd_2025_H1_147,refund,178100,INR,pay_2025_H1_15070,1749888638,2025-06-14,rcpt_2025_H1_rf_147,processed,normal,normal,UTR_2025_H1_RF_147,,
rfnd_2025_H1_148,refund,46100,INR,pay_2025_H1_15222,1751726093,2025-07-05,rcpt_2025_H1_rf_148,processed,normal,normal,UTR_2025_H1_RF_148,,
rfnd_2025_H1_149,refund,221900,INR,pay_2025_H1_01761,1738567208,2025-02-03,rcpt_2025_H1_rf_149,processed,normal,normal,UTR_2025_H1_RF_149,,
rfnd_2025_H1_150,refund,111700,INR,pay_2025_H1_16908,1750719091,2025-06-23,rcpt_2025_H1_rf_150,processed,normal,normal,UTR_2025_H1_RF_150,,
rfnd_2025_H1_151,refund,3838400,INR,pay_2025_H1_17908,1751558611,2025-07-03,rcpt_2025_H1_rf_151,processed,normal,normal,UTR_2025_H1_RF_151,,
rfnd_2025_H1_152,refund,4192000,INR,pay_2025_H1_16833,1750872233,2025-06-25,rcpt_2025_H1_rf_152,processed,normal,normal,UTR_2025_H1_RF_152,,
rfnd_2025_H1_153,refund,90300,INR,pay_2025_H1_12385,1749147067,2025-06-05,rcpt_2025_H1_rf_153,processed,normal,normal,UTR_2025_H1_RF_153,,
rfnd_2025_H1_154,refund,479900,INR,pay_2025_H1_02703,1738364847,2025-01-31,rcpt_2025_H1_rf_154,processed,normal,normal,UTR_2025_H1_RF_154,,
rfnd_2025_H1_155,refund,100800,INR,pay_2025_H1_16215,1752192710,2025-07-11,rcpt_2025_H1_rf_155,processed,normal,normal,UTR_2025_H1_RF_155,,
rfnd_2025_H1_156,refund,321600,INR,pay_2025_H1_15721,1751253874,2025-06-30,rcpt_2025_H1_rf_156,processed,normal,normal,UTR_2025_H1_RF_156,,
