id,entity,amount,currency,status,order_id,invoice_id,description,method,captured,refund_status,amount_refunded,fee,tax,created_at,created_date,contract_fee_rate,applied_fee_rate,anomaly_type,base_fee
pay_2026_H2_01842,payment,1174439,INR,captured,order_2026_H2_01842,inv_2026_H2_01842,Home decor purchase,upi,true,null,0,27012,0,1782899384,2026-07-01,0.018,0.023,fee_rate_increase,211.40
pay_2026_H2_02260,payment,1795536,INR,captured,order_2026_H2_02260,inv_2026_H2_02260,Pet care supplies,card,true,null,0,32320,0,1782899742,2026-07-01,0.018,0.018,,323.20
pay_2026_H2_00195,payment,283441,INR,captured,order_2026_H2_00195,inv_2026_H2_00195,Online lifestyle order,upi,true,null,0,6519,0,1782899910,2026-07-01,0.018,0.023,fee_rate_increase,51.02
pay_2026_H2_01382,payment,470070,INR,captured,order_2026_H2_01382,inv_2026_H2_01382,Fitness & sports equipment,wallet,true,null,0,10812,0,1782901444,2026-07-01,0.018,0.023,fee_rate_increase,84.61
pay_2026_H2_01127,payment,697043,INR,captured,order_2026_H2_01127,inv_2026_H2_01127,Gifting & hampers order,upi,true,null,0,16032,0,1782901845,2026-07-01,0.018,0.023,fee_rate_increase,125.47
pay_2026_H2_02565,payment,5581546,INR,captured,order_2026_H2_02565,inv_2026_H2_02565,Gifting & hampers order,upi,true,null,0,100468,0,1782902239,2026-07-01,0.018,0.018,,1004.68
pay_2026_H2_01548,payment,358743,INR,captured,order_2026_H2_01548,inv_2026_H2_01548,Books & premium stationery,upi,true,null,0,8251,0,1782903427,2026-07-01,0.018,0.023,fee_rate_increase,64.57
pay_2026_H2_00380,payment,353870,INR,captured,order_2026_H2_00380,inv_2026_H2_00380,Fitness & sports equipment,upi,true,null,0,8139,0,1782903880,2026-07-01,0.018,0.023,fee_rate_increase,63.70
pay_2026_H2_00582,payment,371024,INR,captured,order_2026_H2_00582,inv_2026_H2_00582,Office lifestyle gear,card,true,null,0,8534,0,1782905207,2026-07-01,0.018,0.023,fee_rate_increase,66.78
pay_2026_H2_00479,payment,393358,INR,captured,order_2026_H2_00479,inv_2026_H2_00479,Baby & kids care set,card,true,null,0,9047,0,1782905386,2026-07-01,0.018,0.023,fee_rate_increase,70.80
pay_2026_H2_02344,payment,1149877,INR,captured,order_2026_H2_02344,inv_2026_H2_02344,Books & premium stationery,upi,true,null,0,20698,0,1782905941,2026-07-01,0.018,0.018,,206.98
pay_2026_H2_02084,payment,4221941,INR,captured,order_2026_H2_02084,inv_2026_H2_02084,Health & wellness kit,upi,true,null,0,97105,0,1782906044,2026-07-01,0.018,0.023,fee_rate_increase,759.95
pay_2026_H2_01620,payment,399544,INR,captured,order_2026_H2_01620,inv_2026_H2_01620,Subscription box package,upi,true,null,0,9190,0,1782906261,2026-07-01,0.018,0.023,fee_rate_increase,71.92
pay_2026_H2_02562,payment,7455388,INR,captured,order_2026_H2_02562,inv_2026_H2_02562,Pet care supplies,card,true,null,0,134197,0,1782906404,2026-07-01,0.018,0.018,,1341.97
pay_2026_H2_01272,payment,11169749,INR,captured,order_2026_H2_01272,inv_2026_H2_01272,Electronics accessories pack,upi,true,null,0,256904,0,1782908224,2026-07-01,0.018,0.023,fee_rate_increase,2010.55
pay_2026_H2_01142,payment,296941,INR,captured,order_2026_H2_01142,inv_2026_H2_01142,Fitness & sports equipment,upi,true,null,0,6830,0,1782908590,2026-07-01,0.018,0.023,fee_rate_increase,53.45
pay_2026_H2_00248,payment,169668,INR,captured,order_2026_H2_00248,inv_2026_H2_00248,Electronics accessories pack,wallet,true,null,0,3902,0,1782908776,2026-07-01,0.018,0.023,fee_rate_increase,30.54
pay_2026_H2_01572,payment,1481312,INR,captured,order_2026_H2_01572,inv_2026_H2_01572,Pet care supplies,upi,true,null,0,34070,0,1782909471,2026-07-01,0.018,0.023,fee_rate_increase,266.64
pay_2026_H2_00345,payment,1850303,INR,captured,order_2026_H2_00345,inv_2026_H2_00345,Gifting & hampers order,card,true,null,0,42557,0,1782912412,2026-07-01,0.018,0.023,fee_rate_increase,333.05
pay_2026_H2_00774,payment,216224,INR,captured,order_2026_H2_00774,inv_2026_H2_00774,Pet care supplies,upi,true,null,0,4973,0,1782913358,2026-07-01,0.018,0.023,fee_rate_increase,38.92
pay_2026_H2_01542,payment,513022,INR,captured,order_2026_H2_01542,inv_2026_H2_01542,Seasonal festival purchase,upi,true,null,0,11800,0,1782913863,2026-07-01,0.018,0.023,fee_rate_increase,92.34
pay_2026_H2_01581,payment,247231,INR,captured,order_2026_H2_01581,inv_2026_H2_01581,Home decor purchase,card,true,null,0,5686,0,1782914102,2026-07-01,0.018,0.023,fee_rate_increase,44.50
pay_2026_H2_00290,payment,1171284,INR,captured,order_2026_H2_00290,inv_2026_H2_00290,Kitchen accessories bundle,upi,true,null,0,26940,0,1782914257,2026-07-01,0.018,0.023,fee_rate_increase,210.83
pay_2026_H2_00180,payment,263132,INR,captured,order_2026_H2_00180,inv_2026_H2_00180,Pet care supplies,upi,true,null,0,6052,0,1782916634,2026-07-01,0.018,0.023,fee_rate_increase,47.36
pay_2026_H2_02532,payment,4461899,INR,captured,order_2026_H2_02532,inv_2026_H2_02532,Baby & kids care set,upi,true,null,0,80314,0,1782916891,2026-07-01,0.018,0.018,,803.14
pay_2026_H2_02683,payment,7367193,INR,captured,order_2026_H2_02683,inv_2026_H2_02683,Fashion & apparel order,upi,true,null,0,132609,0,1782916955,2026-07-01,0.018,0.018,,1326.09
pay_2026_H2_02221,payment,1456375,INR,captured,order_2026_H2_02221,inv_2026_H2_02221,Office lifestyle gear,upi,true,null,0,33497,0,1782917277,2026-07-01,0.018,0.023,fee_rate_increase,262.15
pay_2026_H2_01516,payment,8569304,INR,captured,order_2026_H2_01516,inv_2026_H2_01516,Books & premium stationery,upi,true,null,0,197094,0,1782918037,2026-07-01,0.018,0.023,fee_rate_increase,1542.47
pay_2026_H2_01985,payment,3548354,INR,captured,order_2026_H2_01985,inv_2026_H2_01985,Subscription box package,netbanking,true,null,0,81612,0,1782918234,2026-07-01,0.018,0.023,fee_rate_increase,638.70
pay_2026_H2_01374,payment,151355,INR,captured,order_2026_H2_01374,inv_2026_H2_01374,Fashion & apparel order,upi,true,null,0,3481,0,1782919191,2026-07-01,0.018,0.023,fee_rate_increase,27.24
pay_2026_H2_00619,payment,1141839,INR,captured,order_2026_H2_00619,inv_2026_H2_00619,Home decor purchase,card,true,null,0,26262,0,1782920715,2026-07-01,0.018,0.023,fee_rate_increase,205.53
pay_2026_H2_00010,payment,342976,INR,captured,order_2026_H2_00010,inv_2026_H2_00010,Seasonal festival purchase,upi,true,null,0,7888,0,1782921996,2026-07-01,0.018,0.023,fee_rate_increase,61.74
pay_2026_H2_00813,payment,1835454,INR,captured,order_2026_H2_00813,inv_2026_H2_00813,Kitchen accessories bundle,card,true,null,0,42215,0,1782923550,2026-07-01,0.018,0.023,fee_rate_increase,330.38
pay_2026_H2_00105,payment,3347231,INR,captured,order_2026_H2_00105,inv_2026_H2_00105,Online lifestyle order,upi,true,null,0,76986,0,1782924814,2026-07-01,0.018,0.023,fee_rate_increase,602.50
pay_2026_H2_00562,payment,1148138,INR,captured,order_2026_H2_00562,inv_2026_H2_00562,Personal care products,card,true,null,0,26407,0,1782925357,2026-07-01,0.018,0.023,fee_rate_increase,206.66
pay_2026_H2_00807,payment,3264043,INR,captured,order_2026_H2_00807,inv_2026_H2_00807,Fashion & apparel order,netbanking,true,null,0,75073,0,1782927360,2026-07-01,0.018,0.023,fee_rate_increase,587.53
pay_2026_H2_01376,payment,201511,INR,captured,order_2026_H2_01376,inv_2026_H2_01376,Kitchen accessories bundle,upi,true,null,0,4635,0,1782928146,2026-07-01,0.018,0.023,fee_rate_increase,36.27
pay_2026_H2_02638,payment,1220345,INR,captured,order_2026_H2_02638,inv_2026_H2_02638,Baby & kids care set,upi,true,null,0,21966,0,1782928673,2026-07-01,0.018,0.018,,219.66
pay_2026_H2_00026,payment,3075160,INR,captured,order_2026_H2_00026,inv_2026_H2_00026,Electronics accessories pack,card,true,null,0,70729,0,1782929315,2026-07-01,0.018,0.023,fee_rate_increase,553.53
pay_2026_H2_00386,payment,15557564,INR,captured,order_2026_H2_00386,inv_2026_H2_00386,Online lifestyle order,upi,true,null,0,357824,0,1782932173,2026-07-01,0.018,0.023,fee_rate_increase,2800.36
pay_2026_H2_00369,payment,1874847,INR,captured,order_2026_H2_00369,inv_2026_H2_00369,Electronics accessories pack,upi,true,null,0,43121,0,1782932971,2026-07-01,0.018,0.023,fee_rate_increase,337.47
pay_2026_H2_02404,payment,1211111,INR,captured,order_2026_H2_02404,inv_2026_H2_02404,Office lifestyle gear,upi,true,null,0,21800,0,1782933743,2026-07-01,0.018,0.018,,218.00
pay_2026_H2_01547,payment,1712271,INR,captured,order_2026_H2_01547,inv_2026_H2_01547,Seasonal festival purchase,card,true,null,0,39382,0,1782938052,2026-07-01,0.018,0.023,fee_rate_increase,308.21
pay_2026_H2_01971,payment,3453617,INR,captured,order_2026_H2_01971,inv_2026_H2_01971,Seasonal festival purchase,wallet,true,null,0,79433,0,1782938067,2026-07-01,0.018,0.023,fee_rate_increase,621.65
pay_2026_H2_00801,payment,456499,INR,captured,order_2026_H2_00801,inv_2026_H2_00801,Baby & kids care set,upi,true,null,0,10499,0,1782938747,2026-07-01,0.018,0.023,fee_rate_increase,82.17
pay_2026_H2_01151,payment,1817998,INR,captured,order_2026_H2_01151,inv_2026_H2_01151,Home decor purchase,wallet,true,null,0,41814,0,1782939730,2026-07-01,0.018,0.023,fee_rate_increase,327.24
pay_2026_H2_00663,payment,506090,INR,captured,order_2026_H2_00663,inv_2026_H2_00663,Seasonal festival purchase,upi,true,null,0,11640,0,1782939877,2026-07-01,0.018,0.023,fee_rate_increase,91.10
pay_2026_H2_01235,payment,198116,INR,captured,order_2026_H2_01235,inv_2026_H2_01235,Kitchen accessories bundle,upi,true,null,0,4557,0,1782941332,2026-07-01,0.018,0.023,fee_rate_increase,35.66
pay_2026_H2_01177,payment,1063299,INR,captured,order_2026_H2_01177,inv_2026_H2_01177,Online lifestyle order,upi,true,null,0,24456,0,1782942559,2026-07-01,0.018,0.023,fee_rate_increase,191.39
pay_2026_H2_02177,payment,6006952,INR,captured,order_2026_H2_02177,inv_2026_H2_02177,Personal care products,upi,true,null,0,138160,0,1782942994,2026-07-01,0.018,0.023,fee_rate_increase,1081.25
pay_2026_H2_02361,payment,382843,INR,captured,order_2026_H2_02361,inv_2026_H2_02361,Baby & kids care set,wallet,true,null,0,6891,0,1782943001,2026-07-01,0.018,0.018,,68.91
pay_2026_H2_02123,payment,1275520,INR,captured,order_2026_H2_02123,inv_2026_H2_02123,Office lifestyle gear,card,true,null,0,29337,0,1782943771,2026-07-01,0.018,0.023,fee_rate_increase,229.59
pay_2026_H2_02552,payment,4995586,INR,captured,order_2026_H2_02552,inv_2026_H2_02552,Health & wellness kit,upi,true,null,0,89921,0,1782944590,2026-07-01,0.018,0.018,,899.21
pay_2026_H2_00541,payment,1253969,INR,captured,order_2026_H2_00541,inv_2026_H2_00541,Fitness & sports equipment,card,true,null,0,28841,0,1782944652,2026-07-01,0.018,0.023,fee_rate_increase,225.71
pay_2026_H2_02706,payment,3745566,INR,captured,order_2026_H2_02706,inv_2026_H2_02706,Home decor purchase,upi,true,null,0,67420,0,1782944719,2026-07-01,0.018,0.018,,674.20
pay_2026_H2_02639,payment,201715,INR,captured,order_2026_H2_02639,inv_2026_H2_02639,Books & premium stationery,upi,true,null,0,3631,0,1782944789,2026-07-01,0.018,0.018,,36.31
pay_2026_H2_02038,payment,8288038,INR,captured,order_2026_H2_02038,inv_2026_H2_02038,Office lifestyle gear,upi,true,null,0,190625,0,1782945084,2026-07-01,0.018,0.023,fee_rate_increase,1491.85
pay_2026_H2_02676,payment,1104474,INR,captured,order_2026_H2_02676,inv_2026_H2_02676,Fashion & apparel order,card,true,null,0,19881,0,1782945188,2026-07-01,0.018,0.018,,198.81
pay_2026_H2_00688,payment,1083536,INR,captured,order_2026_H2_00688,inv_2026_H2_00688,Subscription box package,upi,true,null,0,24921,0,1782945324,2026-07-01,0.018,0.023,fee_rate_increase,195.04
pay_2026_H2_00391,payment,1212196,INR,captured,order_2026_H2_00391,inv_2026_H2_00391,Home decor purchase,upi,true,null,0,27881,0,1782945397,2026-07-01,0.018,0.023,fee_rate_increase,218.20
pay_2026_H2_00803,payment,785983,INR,captured,order_2026_H2_00803,inv_2026_H2_00803,Online lifestyle order,upi,true,null,0,18078,0,1782945497,2026-07-01,0.018,0.023,fee_rate_increase,141.48
pay_2026_H2_01705,payment,360832,INR,captured,order_2026_H2_01705,inv_2026_H2_01705,Personal care products,upi,true,null,0,8299,0,1782946046,2026-07-01,0.018,0.023,fee_rate_increase,64.95
pay_2026_H2_01237,payment,1681642,INR,captured,order_2026_H2_01237,inv_2026_H2_01237,Baby & kids care set,card,true,null,0,38678,0,1782946133,2026-07-01,0.018,0.023,fee_rate_increase,302.70
pay_2026_H2_00019,payment,941217,INR,captured,order_2026_H2_00019,inv_2026_H2_00019,Kitchen accessories bundle,upi,true,null,0,21648,0,1782946452,2026-07-01,0.018,0.023,fee_rate_increase,169.42
pay_2026_H2_02408,payment,178442,INR,captured,order_2026_H2_02408,inv_2026_H2_02408,Home decor purchase,upi,true,null,0,3212,0,1782946522,2026-07-01,0.018,0.018,,32.12
pay_2026_H2_00899,payment,1047307,INR,captured,order_2026_H2_00899,inv_2026_H2_00899,Pet care supplies,upi,true,null,0,24088,0,1782948080,2026-07-01,0.018,0.023,fee_rate_increase,188.52
pay_2026_H2_02486,payment,452677,INR,captured,order_2026_H2_02486,inv_2026_H2_02486,Subscription box package,upi,true,null,0,8148,0,1782948148,2026-07-01,0.018,0.018,,81.48
pay_2026_H2_00101,payment,794998,INR,captured,order_2026_H2_00101,inv_2026_H2_00101,Health & wellness kit,upi,true,null,0,18285,0,1782948425,2026-07-01,0.018,0.023,fee_rate_increase,143.10
pay_2026_H2_00553,payment,345416,INR,captured,order_2026_H2_00553,inv_2026_H2_00553,Kitchen accessories bundle,upi,true,null,0,7945,0,1782949199,2026-07-01,0.018,0.023,fee_rate_increase,62.17
pay_2026_H2_02559,payment,1491170,INR,captured,order_2026_H2_02559,inv_2026_H2_02559,Books & premium stationery,netbanking,true,null,0,26841,0,1782949567,2026-07-01,0.018,0.018,,268.41
pay_2026_H2_01182,payment,400388,INR,captured,order_2026_H2_01182,inv_2026_H2_01182,Home decor purchase,upi,true,null,0,9209,0,1782949596,2026-07-01,0.018,0.023,fee_rate_increase,72.07
pay_2026_H2_01815,payment,1411126,INR,captured,order_2026_H2_01815,inv_2026_H2_01815,Home decor purchase,upi,true,null,0,32456,0,1782978768,2026-07-02,0.018,0.023,fee_rate_increase,254.00
pay_2026_H2_00153,payment,9302817,INR,captured,order_2026_H2_00153,inv_2026_H2_00153,Pet care supplies,upi,true,null,0,213965,0,1782978840,2026-07-02,0.018,0.023,fee_rate_increase,1674.51
pay_2026_H2_00408,payment,920992,INR,captured,order_2026_H2_00408,inv_2026_H2_00408,Seasonal festival purchase,upi,true,null,0,21183,0,1782980688,2026-07-02,0.018,0.023,fee_rate_increase,165.78
pay_2026_H2_01929,payment,475007,INR,captured,order_2026_H2_01929,inv_2026_H2_01929,Baby & kids care set,card,true,null,0,10925,0,1782981014,2026-07-02,0.018,0.023,fee_rate_increase,85.50
pay_2026_H2_00615,payment,705394,INR,captured,order_2026_H2_00615,inv_2026_H2_00615,Seasonal festival purchase,upi,true,null,0,16224,0,1782982675,2026-07-02,0.018,0.023,fee_rate_increase,126.97
pay_2026_H2_01471,payment,4031646,INR,captured,order_2026_H2_01471,inv_2026_H2_01471,Office lifestyle gear,card,true,null,0,92728,0,1782982924,2026-07-02,0.018,0.023,fee_rate_increase,725.70
pay_2026_H2_01831,payment,4677309,INR,captured,order_2026_H2_01831,inv_2026_H2_01831,Subscription box package,card,true,null,0,107578,0,1782984034,2026-07-02,0.018,0.023,fee_rate_increase,841.92
pay_2026_H2_01119,payment,11911685,INR,captured,order_2026_H2_01119,inv_2026_H2_01119,Pet care supplies,card,true,null,0,273969,0,1782984379,2026-07-02,0.018,0.023,fee_rate_increase,2144.10
pay_2026_H2_00543,payment,4274651,INR,captured,order_2026_H2_00543,inv_2026_H2_00543,Office lifestyle gear,wallet,true,null,0,98317,0,1782984395,2026-07-02,0.018,0.023,fee_rate_increase,769.44
pay_2026_H2_00721,payment,470094,INR,captured,order_2026_H2_00721,inv_2026_H2_00721,Home decor purchase,netbanking,true,null,0,10812,0,1782985175,2026-07-02,0.018,0.023,fee_rate_increase,84.62
pay_2026_H2_01818,payment,1927721,INR,captured,order_2026_H2_01818,inv_2026_H2_01818,Baby & kids care set,card,true,null,0,44338,0,1782987108,2026-07-02,0.018,0.023,fee_rate_increase,346.99
pay_2026_H2_01285,payment,488080,INR,captured,order_2026_H2_01285,inv_2026_H2_01285,Online lifestyle order,card,true,null,0,11226,0,1782987330,2026-07-02,0.018,0.023,fee_rate_increase,87.85
pay_2026_H2_01460,payment,1484382,INR,captured,order_2026_H2_01460,inv_2026_H2_01460,Subscription box package,card,true,null,0,34141,0,1782988011,2026-07-02,0.018,0.023,fee_rate_increase,267.19
pay_2026_H2_00394,payment,1711512,INR,captured,order_2026_H2_00394,inv_2026_H2_00394,Gifting & hampers order,card,true,null,0,39365,0,1782988373,2026-07-02,0.018,0.023,fee_rate_increase,308.07
pay_2026_H2_00744,payment,256074,INR,captured,order_2026_H2_00744,inv_2026_H2_00744,Online lifestyle order,upi,true,null,0,5890,0,1782988579,2026-07-02,0.018,0.023,fee_rate_increase,46.09
pay_2026_H2_01409,payment,5219320,INR,captured,order_2026_H2_01409,inv_2026_H2_01409,Gifting & hampers order,card,true,null,0,120044,0,1782989017,2026-07-02,0.018,0.023,fee_rate_increase,939.48
pay_2026_H2_02275,payment,342519,INR,captured,order_2026_H2_02275,inv_2026_H2_02275,Gifting & hampers order,upi,true,null,0,6165,0,1782989607,2026-07-02,0.018,0.018,,61.65
pay_2026_H2_00254,payment,1319920,INR,captured,order_2026_H2_00254,inv_2026_H2_00254,Fitness & sports equipment,upi,true,null,0,30358,0,1782989715,2026-07-02,0.018,0.023,fee_rate_increase,237.59
pay_2026_H2_00476,payment,1606666,INR,captured,order_2026_H2_00476,inv_2026_H2_00476,Personal care products,upi,true,null,0,36953,0,1782990569,2026-07-02,0.018,0.023,fee_rate_increase,289.20
pay_2026_H2_01735,payment,2628047,INR,captured,order_2026_H2_01735,inv_2026_H2_01735,Fashion & apparel order,card,true,null,0,60445,0,1782990936,2026-07-02,0.018,0.023,fee_rate_increase,473.05
pay_2026_H2_02274,payment,2334650,INR,captured,order_2026_H2_02274,inv_2026_H2_02274,Fashion & apparel order,card,true,null,0,42024,0,1782991277,2026-07-02,0.018,0.018,,420.24
pay_2026_H2_00404,payment,188365,INR,captured,order_2026_H2_00404,inv_2026_H2_00404,Kitchen accessories bundle,wallet,true,null,0,4332,0,1782991933,2026-07-02,0.018,0.023,fee_rate_increase,33.91
pay_2026_H2_00425,payment,490913,INR,captured,order_2026_H2_00425,inv_2026_H2_00425,Electronics accessories pack,upi,true,null,0,11291,0,1782991979,2026-07-02,0.018,0.023,fee_rate_increase,88.36
pay_2026_H2_00061,payment,1613649,INR,captured,order_2026_H2_00061,inv_2026_H2_00061,Books & premium stationery,upi,true,null,0,37114,0,1782992156,2026-07-02,0.018,0.023,fee_rate_increase,290.46
pay_2026_H2_01863,payment,1626663,INR,captured,order_2026_H2_01863,inv_2026_H2_01863,Gifting & hampers order,card,true,null,0,37413,0,1782992934,2026-07-02,0.018,0.023,fee_rate_increase,292.80
pay_2026_H2_00039,payment,196151,INR,captured,order_2026_H2_00039,inv_2026_H2_00039,Health & wellness kit,upi,true,null,0,4511,0,1782993808,2026-07-02,0.018,0.023,fee_rate_increase,35.31
pay_2026_H2_01479,payment,15102745,INR,captured,order_2026_H2_01479,inv_2026_H2_01479,Seasonal festival purchase,card,true,null,0,347363,0,1782993955,2026-07-02,0.018,0.023,fee_rate_increase,2718.49
pay_2026_H2_02323,payment,471057,INR,captured,order_2026_H2_02323,inv_2026_H2_02323,Pet care supplies,upi,true,null,0,8479,0,1782994289,2026-07-02,0.018,0.018,,84.79
pay_2026_H2_00397,payment,1627527,INR,captured,order_2026_H2_00397,inv_2026_H2_00397,Fitness & sports equipment,upi,true,null,0,37433,0,1782994660,2026-07-02,0.018,0.023,fee_rate_increase,292.95
pay_2026_H2_02112,payment,2672848,INR,captured,order_2026_H2_02112,inv_2026_H2_02112,Health & wellness kit,netbanking,true,null,0,61476,0,1782994896,2026-07-02,0.018,0.023,fee_rate_increase,481.11
pay_2026_H2_00752,payment,3250752,INR,captured,order_2026_H2_00752,inv_2026_H2_00752,Health & wellness kit,upi,true,null,0,74767,0,1782995210,2026-07-02,0.018,0.023,fee_rate_increase,585.14
pay_2026_H2_02124,payment,12379587,INR,captured,order_2026_H2_02124,inv_2026_H2_02124,Online lifestyle order,card,true,null,0,284731,0,1782995355,2026-07-02,0.018,0.023,fee_rate_increase,2228.33
pay_2026_H2_01273,payment,646797,INR,captured,order_2026_H2_01273,inv_2026_H2_01273,Personal care products,card,true,null,0,14876,0,1782996009,2026-07-02,0.018,0.023,fee_rate_increase,116.42
pay_2026_H2_02136,payment,1461185,INR,captured,order_2026_H2_02136,inv_2026_H2_02136,Seasonal festival purchase,card,true,null,0,33607,0,1782996686,2026-07-02,0.018,0.023,fee_rate_increase,263.01
pay_2026_H2_00154,payment,274365,INR,captured,order_2026_H2_00154,inv_2026_H2_00154,Electronics accessories pack,card,true,null,0,6310,0,1782997631,2026-07-02,0.018,0.023,fee_rate_increase,49.39
pay_2026_H2_00544,payment,620686,INR,captured,order_2026_H2_00544,inv_2026_H2_00544,Kitchen accessories bundle,upi,true,null,0,14276,0,1782997889,2026-07-02,0.018,0.023,fee_rate_increase,111.72
pay_2026_H2_02289,payment,9206255,INR,captured,order_2026_H2_02289,inv_2026_H2_02289,Baby & kids care set,card,true,null,0,165713,0,1782997903,2026-07-02,0.018,0.018,,1657.13
pay_2026_H2_02230,payment,1827594,INR,captured,order_2026_H2_02230,inv_2026_H2_02230,Baby & kids care set,upi,true,null,0,42035,0,1782998357,2026-07-02,0.018,0.023,fee_rate_increase,328.97
pay_2026_H2_00320,payment,245989,INR,captured,order_2026_H2_00320,inv_2026_H2_00320,Home decor purchase,upi,true,null,0,5658,0,1782998539,2026-07-02,0.018,0.023,fee_rate_increase,44.28
pay_2026_H2_00181,payment,1159586,INR,captured,order_2026_H2_00181,inv_2026_H2_00181,Personal care products,card,true,null,0,26670,0,1782998741,2026-07-02,0.018,0.023,fee_rate_increase,208.73
pay_2026_H2_01865,payment,2820971,INR,captured,order_2026_H2_01865,inv_2026_H2_01865,Pet care supplies,card,true,null,0,64882,0,1782998873,2026-07-02,0.018,0.023,fee_rate_increase,507.77
pay_2026_H2_00533,payment,1669761,INR,captured,order_2026_H2_00533,inv_2026_H2_00533,Subscription box package,upi,true,null,0,38405,0,1782999056,2026-07-02,0.018,0.023,fee_rate_increase,300.56
pay_2026_H2_02107,payment,1307684,INR,captured,order_2026_H2_02107,inv_2026_H2_02107,Kitchen accessories bundle,card,true,null,0,30077,0,1782999758,2026-07-02,0.018,0.023,fee_rate_increase,235.38
pay_2026_H2_02036,payment,304841,INR,captured,order_2026_H2_02036,inv_2026_H2_02036,Gifting & hampers order,upi,true,null,0,7011,0,1783000770,2026-07-02,0.018,0.023,fee_rate_increase,54.87
pay_2026_H2_01310,payment,313010,INR,captured,order_2026_H2_01310,inv_2026_H2_01310,Electronics accessories pack,upi,true,null,0,7199,0,1783000779,2026-07-02,0.018,0.023,fee_rate_increase,56.34
pay_2026_H2_02665,payment,1178890,INR,captured,order_2026_H2_02665,inv_2026_H2_02665,Baby & kids care set,upi,true,null,0,21220,0,1783001128,2026-07-02,0.018,0.018,,212.20
pay_2026_H2_01399,payment,2916671,INR,captured,order_2026_H2_01399,inv_2026_H2_01399,Baby & kids care set,card,true,null,0,67083,0,1783001270,2026-07-02,0.018,0.023,fee_rate_increase,525.00
pay_2026_H2_01562,payment,1608367,INR,captured,order_2026_H2_01562,inv_2026_H2_01562,Personal care products,upi,true,null,0,36992,0,1783001380,2026-07-02,0.018,0.023,fee_rate_increase,289.51
pay_2026_H2_00360,payment,940392,INR,captured,order_2026_H2_00360,inv_2026_H2_00360,Baby & kids care set,upi,true,null,0,21629,0,1783001409,2026-07-02,0.018,0.023,fee_rate_increase,169.27
pay_2026_H2_01345,payment,255408,INR,captured,order_2026_H2_01345,inv_2026_H2_01345,Personal care products,upi,true,null,0,5874,0,1783001704,2026-07-02,0.018,0.023,fee_rate_increase,45.97
pay_2026_H2_02648,payment,1830905,INR,captured,order_2026_H2_02648,inv_2026_H2_02648,Fitness & sports equipment,upi,true,null,0,32956,0,1783001805,2026-07-02,0.018,0.018,,329.56
pay_2026_H2_00288,payment,1124359,INR,captured,order_2026_H2_00288,inv_2026_H2_00288,Office lifestyle gear,upi,true,null,0,25860,0,1783002699,2026-07-02,0.018,0.023,fee_rate_increase,202.38
pay_2026_H2_02592,payment,1260256,INR,captured,order_2026_H2_02592,inv_2026_H2_02592,Fashion & apparel order,card,true,null,0,22685,0,1783006297,2026-07-02,0.018,0.018,,226.85
