bank_credit_id,settlement_id,utr,credit_date,amount,currency,bank_status,reference
bc_2025_H2_00055,set_2025_H2_00055,UTR2025H200055,2025-08-25,129130654,INR,credited,ICICI/UTR2025H200055
bc_2025_H2_00056,set_2025_H2_00056,UTR2025H200056,2025-08-26,184312476,INR,credited,ICICI/UTR2025H200056
bc_2025_H2_00057,set_2025_H2_00057,UTR2025H200057,2025-08-27,188701693,INR,credited,ICICI/UTR2025H200057
bc_2025_H2_00058,set_2025_H2_00058,UTR2025H200058,2025-08-28,191823694,INR,credited,ICICI/UTR2025H200058
bc_2025_H2_00059,set_2025_H2_00059,UTR2025H200059,2025-08-29,184261369,INR,credited,ICICI/UTR2025H200059
bc_2025_H2_00060,set_2025_H2_00060,UTR2025H200060,2025-08-30,141736251,INR,credited,ICICI/UTR2025H200060
bc_2025_H2_00061,set_2025_H2_00061,UTR2025H200061,2025-08-31,194556849,INR,credited,ICICI/UTR2025H200061
bc_2025_H2_00062,set_2025_H2_00062,UTR2025H200062,2025-09-01,172543305,INR,credited,ICICI/UTR2025H200062
bc_2025_H2_00063,set_2025_H2_00063,UTR2025H200063,2025-09-02,306620867,INR,credited,ICICI/UTR2025H200063
bc_2025_H2_00064,set_2025_H2_00064,UTR2025H200064,2025-09-03,167463853,INR,credited,ICICI/UTR2025H200064
bc_2025_H2_00065,set_2025_H2_00065,UTR2025H200065,2025-09-04,251954831,INR,credited,ICICI/UTR2025H200065
bc_2025_H2_00066,set_2025_H2_00066,UTR2025H200066,2025-09-05,256540996,INR,credited,ICICI/UTR2025H200066
bc_2025_H2_00067,set_2025_H2_00067,UTR2025H200067,2025-09-06,212431052,INR,credited,ICICI/UTR2025H200067
bc_2025_H2_00068,set_2025_H2_00068,UTR2025H200068,2025-09-07,285798681,INR,credited,ICICI/UTR2025H200068
bc_2025_H2_00069,set_2025_H2_00069,UTR2025H200069,2025-09-08,228113288,INR,credited,ICICI/UTR2025H200069
bc_2025_H2_00070,set_2025_H2_00070,UTR2025H200070,2025-09-09,271797874,INR,credited,ICICI/UTR2025H200070
bc_2025_H2_00071,set_2025_H2_00071,UTR2025H200071,2025-09-10,250385724,INR,credited,ICICI/UTR2025H200071
bc_2025_H2_00072,set_2025_H2_00072,UTR2025H200072,2025-09-11,211601879,INR,credited,ICICI/UTR2025H200072
bc_2025_H2_00073,set_2025_H2_00073,UTR2025H200073,2025-09-12,358565776,INR,credited,ICICI/UTR2025H200073
bc_2025_H2_00074,set_2025_H2_00074,UTR2025H200074,2025-09-13,290271048,INR,credited,ICICI/UTR2025H200074
bc_2025_H2_00075,set_2025_H2_00075,UTR2025H200075,2025-09-14,265364922,INR,credited,ICICI/UTR2025H200075
bc_2025_H2_00076,set_2025_H2_00076,UTR2025H200076,2025-09-15,349659135,INR,credited,ICICI/UTR2025H200076
bc_2025_H2_00077,set_2025_H2_00077,UTR2025H200077,2025-09-16,266932747,INR,credited,ICICI/UTR2025H200077
bc_2025_H2_00078,set_2025_H2_00078,UTR2025H200078,2025-09-17,236357198,INR,credited,ICICI/UTR2025H200078
bc_2025_H2_00079,set_2025_H2_00079,UTR2025H200079,2025-09-18,239662250,INR,credited,ICICI/UTR2025H200079
bc_2025_H2_00080,set_2025_H2_00080,UTR2025H200080,2025-09-19,280991276,INR,credited,ICICI/UTR2025H200080
bc_2025_H2_00081,set_2025_H2_00081,UTR2025H200081,2025-09-20,233381470,INR,credited,ICICI/UTR2025H200081
bc_2025_H2_00082,set_2025_H2_00082,UTR2025H200082,2025-09-21,279311663,INR,credited,ICICI/UTR2025H200082
bc_2025_H2_00083,set_2025_H2_00083,UTR2025H200083,2025-09-22,294593439,INR,credited,ICICI/UTR2025H200083
bc_2025_H2_00084,set_2025_H2_00084,UTR2025H200084,2025-09-23,238290865,INR,credited,ICICI/UTR2025H200084
bc_2025_H2_00085,set_2025_H2_00085,UTR2025H200085,2025-09-24,214098962,INR,credited,ICICI/UTR2025H200085
bc_2025_H2_00086,set_2025_H2_00086,UTR2025H200086,2025-09-25,214199065,INR,credited,ICICI/UTR2025H200086
bc_2025_H2_00087,set_2025_H2_00087,UTR2025H200087,2025-09-26,252157872,INR,credited,ICICI/UTR2025H200087
bc_2025_H2_00088,set_2025_H2_00088,UTR2025H200088,2025-09-27,241570606,INR,credited,ICICI/UTR2025H200088
bc_2025_H2_00089,set_2025_H2_00089,UTR2025H200089,2025-09-28,314696986,INR,credited,ICICI/UTR2025H200089
bc_2025_H2_00090,set_2025_H2_00090,UTR2025H200090,2025-09-29,213153109,INR,credited,ICICI/UTR2025H200090
bc_2025_H2_00091,set_2025_H2_00091,UTR2025H200091,2025-09-30,262390477,INR,credited,ICICI/UTR2025H200091
bc_2025_H2_00092,set_2025_H2_00092,UTR2025H200092,2025-10-01,197007094,INR,credited,ICICI/UTR2025H200092
bc_2025_H2_00093,set_2025_H2_00093,UTR2025H200093,2025-10-02,316516360,INR,credited,ICICI/UTR2025H200093
bc_2025_H2_00094,set_2025_H2_00094,UTR2025H200094,2025-10-03,412675508,INR,credited,ICICI/UTR2025H200094
bc_2025_H2_00095,set_2025_H2_00095,UTR2025H200095,2025-10-04,339914892,INR,credited,ICICI/UTR2025H200095
bc_2025_H2_00096,set_2025_H2_00096,UTR2025H200096,2025-10-05,266415001,INR,credited,ICICI/UTR2025H200096
bc_2025_H2_00097,set_2025_H2_00097,UTR2025H200097,2025-10-06,324909458,INR,credited,ICICI/UTR2025H200097
bc_2025_H2_00098,set_2025_H2_00098,UTR2025H200098,2025-10-07,349493580,INR,credited,ICICI/UTR2025H200098
bc_2025_H2_00099,set_2025_H2_00099,UTR2025H200099,2025-10-08,422036570,INR,credited,ICICI/UTR2025H200099
bc_2025_H2_00100,set_2025_H2_00100,UTR2025H200100,2025-10-09,333102832,INR,credited,ICICI/UTR2025H200100
bc_2025_H2_00101,set_2025_H2_00101,UTR2025H200101,2025-10-10,322813066,INR,credited,ICICI/UTR2025H200101
bc_2025_H2_00102,set_2025_H2_00102,UTR2025H200102,2025-10-11,404142983,INR,credited,ICICI/UTR2025H200102
bc_2025_H2_00103,set_2025_H2_00103,UTR2025H200103,2025-10-12,367429901,INR,credited,ICICI/UTR2025H200103
bc_2025_H2_00104,set_2025_H2_00104,UTR2025H200104,2025-10-13,333011103,INR,credited,ICICI/UTR2025H200104
bc_2025_H2_00105,set_2025_H2_00105,UTR2025H200105,2025-10-14,377929944,INR,credited,ICICI/UTR2025H200105
bc_2025_H2_00106,set_2025_H2_00106,UTR2025H200106,2025-10-15,413040871,INR,credited,ICICI/UTR2025H200106
bc_2025_H2_00107,set_2025_H2_00107,UTR2025H200107,2025-10-16,425120166,INR,credited,ICICI/UTR2025H200107
bc_2025_H2_00108,set_2025_H2_00108,UTR2025H200108,2025-10-17,339453935,INR,credited,ICICI/UTR2025H200108
bc_2025_H2_00109,set_2025_H2_00109,UTR2025H200109,2025-10-18,376997527,INR,credited,ICICI/UTR2025H200109
bc_2025_H2_00110,set_2025_H2_00110,UTR2025H200110,2025-10-19,369540177,INR,credited,ICICI/UTR2025H200110
bc_2025_H2_00111,set_2025_H2_00111,UTR2025H200111,2025-10-20,355146169,INR,credited,ICICI/UTR2025H200111
bc_2025_H2_00112,set_2025_H2_00112,UTR2025H200112,2025-10-21,351504116,INR,credited,ICICI/UTR2025H200112
bc_2025_H2_00113,set_2025_H2_00113,UTR2025H200113,2025-10-22,361147403,INR,credited,ICICI/UTR2025H200113
bc_2025_H2_00114,set_2025_H2_00114,UTR2025H200114,2025-10-23,314949786,INR,credited,ICICI/UTR2025H200114
bc_2025_H2_00115,set_2025_H2_00115,UTR2025H200115,2025-10-24,244048220,INR,credited,ICICI/UTR2025H200115
bc_2025_H2_00116,set_2025_H2_00116,UTR2025H200116,2025-10-25,431882786,INR,credited,ICICI/UTR2025H200116
bc_2025_H2_00117,set_2025_H2_00117,UTR2025H200117,2025-10-26,337959518,INR,credited,ICICI/UTR2025H200117
bc_2025_H2_00118,set_2025_H2_00118,UTR2025H200118,2025-10-27,273111931,INR,credited,ICICI/UTR2025H200118
bc_2025_H2_00119,set_2025_H2_00119,UTR2025H200119,2025-10-28,498960772,INR,credited,ICICI/UTR2025H200119
bc_2025_H2_00120,set_2025_H2_00120,UTR2025H200120,2025-10-29,414225659,INR,credited,ICICI/UTR2025H200120
bc_2025_H2_00121,set_2025_H2_00121,UTR2025H200121,2025-10-30,356424191,INR,credited,ICICI/UTR2025H200121
bc_2025_H2_00122,set_2025_H2_00122,UTR2025H200122,2025-10-31,338356729,INR,credited,ICICI/UTR2025H200122
bc_2025_H2_00123,set_2025_H2_00123,UTR2025H200123,2025-11-01,345888371,INR,credited,ICICI/UTR2025H200123
bc_2025_H2_00124,set_2025_H2_00124,UTR2025H200124,2025-11-02,405528327,INR,credited,ICICI/UTR2025H200124
bc_2025_H2_00125,set_2025_H2_00125,UTR2025H200125,2025-11-03,292668182,INR,credited,ICICI/UTR2025H200125
bc_2025_H2_00126,set_2025_H2_00126,UTR2025H200126,2025-11-04,408945176,INR,credited,ICICI/UTR2025H200126
bc_2025_H2_00127,set_2025_H2_00127,UTR2025H200127,2025-11-05,383194049,INR,credited,ICICI/UTR2025H200127
bc_2025_H2_00128,set_2025_H2_00128,UTR2025H200128,2025-11-06,285343002,INR,credited,ICICI/UTR2025H200128
bc_2025_H2_00129,set_2025_H2_00129,UTR2025H200129,2025-11-07,391961560,INR,credited,ICICI/UTR2025H200129
bc_2025_H2_00130,set_2025_H2_00130,UTR2025H200130,2025-11-08,326623392,INR,credited,ICICI/UTR2025H200130
bc_2025_H2_00131,set_2025_H2_00131,UTR2025H200131,2025-11-09,266270293,INR,credited,ICICI/UTR2025H200131
bc_2025_H2_00132,set_2025_H2_00132,UTR2025H200132,2025-11-10,376983686,INR,credited,ICICI/UTR2025H200132
bc_2025_H2_00133,set_2025_H2_00133,UTR2025H200133,2025-11-11,432027152,INR,credited,ICICI/UTR2025H200133
bc_2025_H2_00134,set_2025_H2_00134,UTR2025H200134,2025-11-12,383754616,INR,credited,ICICI/UTR2025H200134
bc_2025_H2_00135,set_2025_H2_00135,UTR2025H200135,2025-11-13,313230333,INR,credited,ICICI/UTR2025H200135
bc_2025_H2_00136,set_2025_H2_00136,UTR2025H200136,2025-11-14,318233508,INR,credited,ICICI/UTR2025H200136
bc_2025_H2_00137,set_2025_H2_00137,UTR2025H200137,2025-11-15,287715453,INR,credited,ICICI/UTR2025H200137
bc_2025_H2_00138,set_2025_H2_00138,UTR2025H200138,2025-11-16,363780111,INR,credited,ICICI/UTR2025H200138
bc_2025_H2_00139,set_2025_H2_00139,UTR2025H200139,2025-11-17,383306192,INR,credited,ICICI/UTR2025H200139
bc_2025_H2_00140,set_2025_H2_00140,UTR2025H200140,2025-11-18,322456869,INR,credited,ICICI/UTR2025H200140
bc_2025_H2_00141,set_2025_H2_00141,UTR2025H200141,2025-11-19,349763374,INR,credited,ICICI/UTR2025H200141
bc_2025_H2_00142,set_2025_H2_00142,UTR2025H200142,2025-11-20,414989726,INR,credited,ICICI/UTR2025H200142
bc_2025_H2_00143,set_2025_H2_00143,UTR2025H200143,2025-11-21,301713877,INR,credited,ICICI/UTR2025H200143
bc_2025_H2_00144,set_2025_H2_00144,UTR2025H200144,2025-11-22,379495454,INR,credited,ICICI/UTR2025H200144
bc_2025_H2_00145,set_2025_H2_00145,UTR2025H200145,2025-11-23,451260568,INR,credited,ICICI/UTR2025H200145
bc_2025_H2_00146,set_2025_H2_00146,UTR2025H200146,2025-11-24,389130087,INR,credited,ICICI/UTR2025H200146
bc_2025_H2_00147,set_2025_H2_00147,UTR2025H200147,2025-11-25,386582614,INR,credited,ICICI/UTR2025H200147
bc_2025_H2_00148,set_2025_H2_00148,UTR2025H200148,2025-11-26,303774777,INR,credited,ICICI/UTR2025H200148
bc_2025_H2_00149,set_2025_H2_00149,UTR2025H200149,2025-11-27,358846745,INR,credited,ICICI/UTR2025H200149
bc_2025_H2_00150,set_2025_H2_00150,UTR2025H200150,2025-11-28,270815176,INR,credited,ICICI/UTR2025H200150
bc_2025_H2_00151,set_2025_H2_00151,UTR2025H200151,2025-11-29,266523100,INR,credited,ICICI/UTR2025H200151
bc_2025_H2_00152,set_2025_H2_00152,UTR2025H200152,2025-11-30,334222003,INR,credited,ICICI/UTR2025H200152
bc_2025_H2_00153,set_2025_H2_00153,UTR2025H200153,2025-12-01,362155880,INR,credited,ICICI/UTR2025H200153
bc_2025_H2_00154,set_2025_H2_00154,UTR2025H200154,2025-12-02,288358427,INR,credited,ICICI/UTR2025H200154
bc_2025_H2_00155,set_2025_H2_00155,UTR2025H200155,2025-12-03,207761287,INR,credited,ICICI/UTR2025H200155
bc_2025_H2_00156,set_2025_H2_00156,UTR2025H200156,2025-12-04,237881825,INR,credited,ICICI/UTR2025H200156
bc_2025_H2_00157,set_2025_H2_00157,UTR2025H200157,2025-12-05,201783772,INR,credited,ICICI/UTR2025H200157
bc_2025_H2_00158,set_2025_H2_00158,UTR2025H200158,2025-12-06,132802635,INR,credited,ICICI/UTR2025H200158
bc_2025_H2_00159,set_2025_H2_00159,UTR2025H200159,2025-12-07,178851355,INR,credited,ICICI/UTR2025H200159
bc_2025_H2_00160,set_2025_H2_00160,UTR2025H200160,2025-12-08,213540200,INR,credited,ICICI/UTR2025H200160
bc_2025_H2_00161,set_2025_H2_00161,UTR2025H200161,2025-12-09,271283054,INR,credited,ICICI/UTR2025H200161
bc_2025_H2_00162,set_2025_H2_00162,UTR2025H200162,2025-12-10,262460379,INR,credited,ICICI/UTR2025H200162
bc_2025_H2_00163,set_2025_H2_00163,UTR2025H200163,2025-12-11,202908254,INR,credited,ICICI/UTR2025H200163
bc_2025_H2_00164,set_2025_H2_00164,UTR2025H200164,2025-12-12,210471260,INR,credited,ICICI/UTR2025H200164
bc_2025_H2_00165,set_2025_H2_00165,UTR2025H200165,2025-12-13,152877830,INR,credited,ICICI/UTR2025H200165
bc_2025_H2_00166,set_2025_H2_00166,UTR2025H200166,2025-12-14,334822344,INR,credited,ICICI/UTR2025H200166
bc_2025_H2_00167,set_2025_H2_00167,UTR2025H200167,2025-12-15,258836777,INR,credited,ICICI/UTR2025H200167
bc_2025_H2_00168,set_2025_H2_00168,UTR2025H200168,2025-12-16,164946828,INR,credited,ICICI/UTR2025H200168
bc_2025_H2_00169,set_2025_H2_00169,UTR2025H200169,2025-12-17,190616021,INR,credited,ICICI/UTR2025H200169
bc_2025_H2_00170,set_2025_H2_00170,UTR2025H200170,2025-12-18,268866276,INR,credited,ICICI/UTR2025H200170
bc_2025_H2_00171,set_2025_H2_00171,UTR2025H200171,2025-12-19,297791535,INR,credited,ICICI/UTR2025H200171
bc_2025_H2_00172,set_2025_H2_00172,UTR2025H200172,2025-12-20,264246018,INR,credited,ICICI/UTR2025H200172
bc_2025_H2_00173,set_2025_H2_00173,UTR2025H200173,2025-12-21,216691098,INR,credited,ICICI/UTR2025H200173
bc_2025_H2_00174,set_2025_H2_00174,UTR2025H200174,2025-12-22,232421360,INR,credited,ICICI/UTR2025H200174
bc_2025_H2_00175,set_2025_H2_00175,UTR2025H200175,2025-12-23,271560410,INR,credited,ICICI/UTR2025H200175
bc_2025_H2_00176,set_2025_H2_00176,UTR2025H200176,2025-12-24,173846183,INR,credited,ICICI/UTR2025H200176
bc_2025_H2_00177,set_2025_H2_00177,UTR2025H200177,2025-12-25,246736341,INR,credited,ICICI/UTR2025H200177
bc_2025_H2_00178,set_2025_H2_00178,UTR2025H200178,2025-12-26,190003217,INR,credited,ICICI/UTR2025H200178
bc_2025_H2_00179,set_2025_H2_00179,UTR2025H200179,2025-12-27,234824252,INR,credited,ICICI/UTR2025H200179
bc_2025_H2_00180,set_2025_H2_00180,UTR2025H200180,2025-12-28,227374102,INR,credited,ICICI/UTR2025H200180
bc_2025_H2_00181,set_2025_H2_00181,UTR2025H200181,2025-12-29,214301203,INR,credited,ICICI/UTR2025H200181
bc_2025_H2_00182,set_2025_H2_00182,UTR2025H200182,2025-12-30,225830187,INR,credited,ICICI/UTR2025H200182
bc_2025_H2_00183,set_2025_H2_00183,UTR2025H200183,2025-12-31,226627688,INR,credited,ICICI/UTR2025H200183
bc_2025_H2_00184,set_2025_H2_00184,UTR2025H200184,2026-01-01,215862016,INR,credited,ICICI/UTR2025H200184
