entity_id,type,debit,credit,amount,currency,fee,tax,on_hold,settled,created_at,settled_at,settlement_id,settlement_utr,payment_id,order_id,method,anomaly_type
pay_2025_H2_01894,payment,0,745531,745531,INR,13420,0,false,true,1751394685,1751446800,set_2025_H2_00001,UTR2025H200001,pay_2025_H2_01894,order_2025_H2_01894,card,
pay_2025_H2_01912,payment,0,1514293,1514293,INR,27257,0,false,true,1751412531,1751446800,set_2025_H2_00001,UTR2025H200001,pay_2025_H2_01912,order_2025_H2_01912,netbanking,
pay_2025_H2_01986,payment,0,1735835,1735835,INR,31245,0,false,true,1751410404,1751446800,set_2025_H2_00001,UTR2025H200001,pay_2025_H2_01986,order_2025_H2_01986,card,
pay_2025_H2_02017,payment,0,5189508,5189508,INR,93411,0,false,true,1751399970,1751446800,set_2025_H2_00001,UTR2025H200001,pay_2025_H2_02017,order_2025_H2_02017,card,
pay_2025_H2_02031,payment,0,9755855,9755855,INR,175605,0,false,true,1751405212,1751446800,set_2025_H2_00001,UTR2025H200001,pay_2025_H2_02031,order_2025_H2_02031,upi,
pay_2025_H2_02058,payment,0,1696218,1696218,INR,30532,0,false,true,1751400951,1751446800,set_2025_H2_00001,UTR2025H200001,pay_2025_H2_02058,order_2025_H2_02058,upi,
pay_2025_H2_02080,payment,0,399831,399831,INR,7197,0,false,true,1751372864,1751446800,set_2025_H2_00001,UTR2025H200001,pay_2025_H2_02080,order_2025_H2_02080,card,
pay_2025_H2_02105,payment,0,485973,485973,INR,8748,0,false,true,1751367791,1751446800,set_2025_H2_00001,UTR2025H200001,pay_2025_H2_02105,order_2025_H2_02105,upi,
pay_2025_H2_02139,payment,0,382377,382377,INR,6883,0,false,true,1751358473,1751446800,set_2025_H2_00001,UTR2025H200001,pay_2025_H2_02139,order_2025_H2_02139,upi,
pay_2025_H2_02172,payment,0,180176,180176,INR,3243,0,false,true,1751403446,1751446800,set_2025_H2_00001,UTR2025H200001,pay_2025_H2_02172,order_2025_H2_02172,card,
pay_2025_H2_02175,payment,0,5120044,5120044,INR,92161,0,false,true,1751392338,1751446800,set_2025_H2_00001,UTR2025H200001,pay_2025_H2_02175,order_2025_H2_02175,upi,
pay_2025_H2_02187,payment,0,516348,516348,INR,9294,0,false,true,1751402247,1751446800,set_2025_H2_00001,UTR2025H200001,pay_2025_H2_02187,order_2025_H2_02187,card,
pay_2025_H2_02215,payment,0,1596117,1596117,INR,28730,0,false,true,1751388521,1751446800,set_2025_H2_00001,UTR2025H200001,pay_2025_H2_02215,order_2025_H2_02215,card,
pay_2025_H2_02222,payment,0,1096411,1096411,INR,19735,0,false,true,1751408290,1751446800,set_2025_H2_00001,UTR2025H200001,pay_2025_H2_02222,order_2025_H2_02222,upi,
pay_2025_H2_02262,payment,0,310184,310184,INR,5583,0,false,true,1751366181,1751446800,set_2025_H2_00001,UTR2025H200001,pay_2025_H2_02262,order_2025_H2_02262,card,
pay_2025_H2_02285,payment,0,436821,436821,INR,7863,0,false,true,1751385579,1751446800,set_2025_H2_00001,UTR2025H200001,pay_2025_H2_02285,order_2025_H2_02285,upi,
pay_2025_H2_02286,payment,0,2386090,2386090,INR,42950,0,false,true,1751398127,1751446800,set_2025_H2_00001,UTR2025H200001,pay_2025_H2_02286,order_2025_H2_02286,upi,
pay_2025_H2_02304,payment,0,464453,464453,INR,8360,0,false,true,1751376184,1751446800,set_2025_H2_00001,UTR2025H200001,pay_2025_H2_02304,order_2025_H2_02304,upi,
pay_2025_H2_00032,payment,0,244984,244984,INR,4410,0,false,true,1751469974,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_00032,order_2025_H2_00032,upi,
pay_2025_H2_00034,payment,0,8089278,8089278,INR,145607,0,false,true,1751499247,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_00034,order_2025_H2_00034,upi,
pay_2025_H2_00095,payment,0,1910281,1910281,INR,34385,0,false,true,1751474787,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_00095,order_2025_H2_00095,card,
pay_2025_H2_00106,payment,0,1725916,1725916,INR,31066,0,false,true,1751453262,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_00106,order_2025_H2_00106,card,
pay_2025_H2_00193,payment,0,7395932,7395932,INR,133127,0,false,true,1751447348,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_00193,order_2025_H2_00193,card,
pay_2025_H2_00266,payment,0,1968539,1968539,INR,35434,0,false,true,1751495331,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_00266,order_2025_H2_00266,upi,
pay_2025_H2_00372,payment,0,1763941,1763941,INR,31751,0,false,true,1751448927,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_00372,order_2025_H2_00372,upi,
pay_2025_H2_00380,payment,0,5698042,5698042,INR,102565,0,false,true,1751476845,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_00380,order_2025_H2_00380,wallet,
pay_2025_H2_00446,payment,0,367224,367224,INR,6610,0,false,true,1751480981,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_00446,order_2025_H2_00446,card,
pay_2025_H2_00482,payment,0,1193428,1193428,INR,21482,0,false,true,1751454224,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_00482,order_2025_H2_00482,netbanking,
pay_2025_H2_00496,payment,0,666109,666109,INR,11990,0,false,true,1751449763,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_00496,order_2025_H2_00496,upi,
pay_2025_H2_00504,payment,0,1568137,1568137,INR,28226,0,false,true,1751439925,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_00504,order_2025_H2_00504,upi,
pay_2025_H2_00549,payment,0,682009,682009,INR,12276,0,false,true,1751450821,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_00549,order_2025_H2_00549,netbanking,
pay_2025_H2_00561,payment,0,385202,385202,INR,6934,0,false,true,1751453801,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_00561,order_2025_H2_00561,card,
pay_2025_H2_00564,payment,0,360199,360199,INR,6484,0,false,true,1751493165,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_00564,order_2025_H2_00564,netbanking,
pay_2025_H2_00571,payment,0,3371041,3371041,INR,60679,0,false,true,1751450816,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_00571,order_2025_H2_00571,upi,
pay_2025_H2_00633,payment,0,5355487,5355487,INR,96399,0,false,true,1751447705,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_00633,order_2025_H2_00633,upi,
pay_2025_H2_00747,payment,0,1445446,1445446,INR,26018,0,false,true,1751497163,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_00747,order_2025_H2_00747,card,
pay_2025_H2_00755,payment,0,1003560,1003560,INR,18064,0,false,true,1751480810,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_00755,order_2025_H2_00755,netbanking,
pay_2025_H2_00812,payment,0,317728,317728,INR,5719,0,false,true,1751480670,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_00812,order_2025_H2_00812,card,
pay_2025_H2_00847,payment,0,1653452,1653452,INR,29762,0,false,true,1751492883,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_00847,order_2025_H2_00847,upi,
pay_2025_H2_00863,payment,0,1544467,1544467,INR,27800,0,false,true,1751448318,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_00863,order_2025_H2_00863,netbanking,
pay_2025_H2_00867,payment,0,801598,801598,INR,14429,0,false,true,1751461642,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_00867,order_2025_H2_00867,netbanking,
pay_2025_H2_00879,payment,0,212372,212372,INR,3823,0,false,true,1751461613,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_00879,order_2025_H2_00879,wallet,
pay_2025_H2_00883,payment,0,10150144,10150144,INR,182703,0,false,true,1751500539,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_00883,order_2025_H2_00883,upi,
pay_2025_H2_00935,payment,0,476645,476645,INR,8580,0,false,true,1751495560,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_00935,order_2025_H2_00935,upi,
pay_2025_H2_00976,payment,0,2556299,2556299,INR,46013,0,false,true,1751475486,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_00976,order_2025_H2_00976,upi,
pay_2025_H2_01093,payment,0,1789900,1789900,INR,32218,0,false,true,1751443855,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_01093,order_2025_H2_01093,upi,
pay_2025_H2_01112,payment,0,494650,494650,INR,8904,0,false,true,1751447988,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_01112,order_2025_H2_01112,card,
pay_2025_H2_01125,payment,0,188734,188734,INR,3397,0,false,true,1751478128,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_01125,order_2025_H2_01125,upi,
pay_2025_H2_01129,payment,0,378168,378168,INR,6807,0,false,true,1751453730,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_01129,order_2025_H2_01129,netbanking,
pay_2025_H2_01178,payment,0,9519253,9519253,INR,171347,0,false,true,1751500518,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_01178,order_2025_H2_01178,upi,
pay_2025_H2_01267,payment,0,1005198,1005198,INR,18094,0,false,true,1751478393,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_01267,order_2025_H2_01267,upi,
pay_2025_H2_01293,payment,0,272495,272495,INR,4905,0,false,true,1751441627,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_01293,order_2025_H2_01293,card,
pay_2025_H2_01321,payment,0,1732994,1732994,INR,31194,0,false,true,1751459141,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_01321,order_2025_H2_01321,card,
pay_2025_H2_01352,payment,0,243950,243950,INR,4391,0,false,true,1751478582,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_01352,order_2025_H2_01352,upi,
pay_2025_H2_01386,payment,0,481691,481691,INR,8670,0,false,true,1751462289,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_01386,order_2025_H2_01386,upi,
pay_2025_H2_01433,payment,0,3711426,3711426,INR,66806,0,false,true,1751442312,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_01433,order_2025_H2_01433,upi,
pay_2025_H2_01442,payment,0,183585,183585,INR,3305,0,false,true,1751495565,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_01442,order_2025_H2_01442,upi,
pay_2025_H2_01445,payment,0,1869103,1869103,INR,33644,0,false,true,1751460022,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_01445,order_2025_H2_01445,card,
pay_2025_H2_01496,payment,0,4338870,4338870,INR,78100,0,false,true,1751451498,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_01496,order_2025_H2_01496,upi,
pay_2025_H2_01500,payment,0,398451,398451,INR,7172,0,false,true,1751479213,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_01500,order_2025_H2_01500,upi,
pay_2025_H2_01534,payment,0,980260,980260,INR,17645,0,false,true,1751449010,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_01534,order_2025_H2_01534,upi,
pay_2025_H2_01547,payment,0,216615,216615,INR,3899,0,false,true,1751494939,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_01547,order_2025_H2_01547,card,
pay_2025_H2_01650,payment,0,1139387,1139387,INR,20509,0,false,true,1751444281,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_01650,order_2025_H2_01650,upi,
pay_2025_H2_01695,payment,0,356569,356569,INR,6418,0,false,true,1751478750,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_01695,order_2025_H2_01695,upi,
pay_2025_H2_01709,payment,0,1974502,1974502,INR,35541,0,false,true,1751441873,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_01709,order_2025_H2_01709,card,
pay_2025_H2_01717,payment,0,2475588,2475588,INR,44561,0,false,true,1751479499,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_01717,order_2025_H2_01717,upi,
pay_2025_H2_01787,payment,0,238016,238016,INR,4284,0,false,true,1751452041,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_01787,order_2025_H2_01787,upi,
pay_2025_H2_01834,payment,0,2601344,2601344,INR,46824,0,false,true,1751470337,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_01834,order_2025_H2_01834,upi,
pay_2025_H2_01836,payment,0,667497,667497,INR,12015,0,false,true,1751453721,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_01836,order_2025_H2_01836,upi,
pay_2025_H2_01859,payment,0,280826,280826,INR,5055,0,false,true,1751479405,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_01859,order_2025_H2_01859,card,
pay_2025_H2_01862,payment,0,3869753,3869753,INR,69656,0,false,true,1751466778,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_01862,order_2025_H2_01862,upi,
pay_2025_H2_01892,payment,0,1993373,1993373,INR,35881,0,false,true,1751459958,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_01892,order_2025_H2_01892,upi,
pay_2025_H2_01953,payment,0,377097,377097,INR,6788,0,false,true,1751451173,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_01953,order_2025_H2_01953,netbanking,
pay_2025_H2_01981,payment,0,2174495,2174495,INR,39141,0,false,true,1751494996,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_01981,order_2025_H2_01981,upi,
pay_2025_H2_01993,payment,0,4183944,4183944,INR,75311,0,false,true,1751441805,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_01993,order_2025_H2_01993,upi,
pay_2025_H2_02036,payment,0,4460278,4460278,INR,80285,0,false,true,1751441287,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_02036,order_2025_H2_02036,wallet,
pay_2025_H2_02068,payment,0,12431850,12431850,INR,223773,0,false,true,1751444731,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_02068,order_2025_H2_02068,upi,
pay_2025_H2_02085,payment,0,322802,322802,INR,5810,0,false,true,1751493258,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_02085,order_2025_H2_02085,upi,
pay_2025_H2_02195,payment,0,492985,492985,INR,8874,0,false,true,1751450824,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_02195,order_2025_H2_02195,wallet,
pay_2025_H2_02254,payment,0,2611490,2611490,INR,47007,0,false,true,1751484665,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_02254,order_2025_H2_02254,upi,
pay_2025_H2_02282,payment,0,499550,499550,INR,8992,0,false,true,1751482782,1751533200,set_2025_H2_00002,UTR2025H200002,pay_2025_H2_02282,order_2025_H2_02282,upi,
pay_2025_H2_00033,payment,0,167083,167083,INR,3007,0,false,true,1751535753,1751619600,set_2025_H2_00003,UTR2025H200003,pay_2025_H2_00033,order_2025_H2_00033,card,
pay_2025_H2_00035,payment,0,1780780,1780780,INR,32054,0,false,true,1751548478,1751619600,set_2025_H2_00003,UTR2025H200003,pay_2025_H2_00035,order_2025_H2_00035,upi,
pay_2025_H2_00107,payment,0,1287420,1287420,INR,23174,0,false,true,1751568550,1751619600,set_2025_H2_00003,UTR2025H200003,pay_2025_H2_00107,order_2025_H2_00107,card,
pay_2025_H2_00123,payment,0,755666,755666,INR,13602,0,false,true,1751532891,1751619600,set_2025_H2_00003,UTR2025H200003,pay_2025_H2_00123,order_2025_H2_00123,upi,
pay_2025_H2_00164,payment,0,499518,499518,INR,8991,0,false,true,1751575688,1751619600,set_2025_H2_00003,UTR2025H200003,pay_2025_H2_00164,order_2025_H2_00164,upi,
pay_2025_H2_00187,payment,0,697520,697520,INR,12555,0,false,true,1751570741,1751619600,set_2025_H2_00003,UTR2025H200003,pay_2025_H2_00187,order_2025_H2_00187,netbanking,
pay_2025_H2_00221,payment,0,3004531,3004531,INR,54082,0,false,true,1751554387,1751619600,set_2025_H2_00003,UTR2025H200003,pay_2025_H2_00221,order_2025_H2_00221,card,
pay_2025_H2_00232,payment,0,244312,244312,INR,4398,0,false,true,1751544388,1751619600,set_2025_H2_00003,UTR2025H200003,pay_2025_H2_00232,order_2025_H2_00232,upi,
pay_2025_H2_00282,payment,0,1369144,1369144,INR,24645,0,false,true,1751581395,1751619600,set_2025_H2_00003,UTR2025H200003,pay_2025_H2_00282,order_2025_H2_00282,upi,
pay_2025_H2_00302,payment,0,209589,209589,INR,3773,0,false,true,1751552901,1751619600,set_2025_H2_00003,UTR2025H200003,pay_2025_H2_00302,order_2025_H2_00302,upi,
