bank_credit_id,settlement_id,utr,credit_date,amount,currency,bank_status,reference
bnk_EH24020900034,setl_EH2402090034,EH2024020900000034,2024-02-09,23949301,INR,credited,RZP-0900000034
bnk_EH24021100035,setl_EH2402110035,EH2024021100000035,2024-02-11,25555570,INR,credited,RZP-1100000035
bnk_EH24021200036,setl_EH2402120036,EH2024021200000036,2024-02-12,20715521,INR,credited,RZP-1200000036
bnk_EH24021300037,setl_EH2402130037,EH2024021300000037,2024-02-13,44917665,INR,credited,RZP-1300000037
bnk_EH24021400038,setl_EH2402140038,EH2024021400000038,2024-02-14,18694445,INR,credited,RZP-1400000038
bnk_EH24021500039,setl_EH2402150039,EH2024021500000039,2024-02-15,21459892,INR,credited,RZP-1500000039
bnk_EH24021600040,setl_EH2402160040,EH2024021600000040,2024-02-16,12111193,INR,credited,RZP-1600000040
bnk_EH24021800041,setl_EH2402180041,EH2024021800000041,2024-02-18,20596368,INR,credited,RZP-1800000041
bnk_EH24021900042,setl_EH2402190042,EH2024021900000042,2024-02-19,23134942,INR,credited,RZP-1900000042
bnk_EH24022000043,setl_EH2402200043,EH2024022000000043,2024-02-20,46598848,INR,credited,RZP-2000000043
bnk_EH24022100044,setl_EH2402210044,EH2024022100000044,2024-02-21,25620405,INR,credited,RZP-2100000044
bnk_EH24022200045,setl_EH2402220045,EH2024022200000045,2024-02-22,24236265,INR,credited,RZP-2200000045
bnk_EH24022300046,setl_EH2402230046,EH2024022300000046,2024-02-23,16584096,INR,credited,RZP-2300000046
bnk_EH24022500047,setl_EH2402250047,EH2024022500000047,2024-02-25,10395650,INR,credited,RZP-2500000047
bnk_EH24022600048,setl_EH2402260048,EH2024022600000048,2024-02-26,7578425,INR,credited,RZP-2600000048
bnk_EH24022700049,setl_EH2402270049,EH2024022700000049,2024-02-27,53881361,INR,credited,RZP-2700000049
bnk_EH24022800050,setl_EH2402280050,EH2024022800000050,2024-02-28,11173223,INR,credited,RZP-2800000050
bnk_EH24022900051,setl_EH2402290051,EH2024022900000051,2024-02-29,11170250,INR,credited,RZP-2900000051
bnk_EH24030100052,setl_EH2403010052,EH2024030100000052,2024-03-01,16571654,INR,credited,RZP-0100000052
bnk_EH24030300053,setl_EH2403030053,EH2024030300000053,2024-03-03,17928374,INR,credited,RZP-0300000053
bnk_EH24030400054,setl_EH2403040054,EH2024030400000054,2024-03-04,17248833,INR,credited,RZP-0400000054
bnk_EH24030500055,setl_EH2403050055,EH2024030500000055,2024-03-05,38892116,INR,credited,RZP-0500000055
bnk_EH24030600056,setl_EH2403060056,EH2024030600000056,2024-03-06,24037765,INR,credited,RZP-0600000056
bnk_EH24030700057,setl_EH2403070057,EH2024030700000057,2024-03-07,19422825,INR,credited,RZP-0700000057
bnk_EH24030800058,setl_EH2403080058,EH2024030800000058,2024-03-08,14465604,INR,credited,RZP-0800000058
bnk_EH24031000059,setl_EH2403100059,EH2024031000000059,2024-03-10,19465546,INR,credited,RZP-1000000059
bnk_EH24031100060,setl_EH2403110060,EH2024031100000060,2024-03-11,17271007,INR,credited,RZP-1100000060
bnk_EH24031200061,setl_EH2403120061,EH2024031200000061,2024-03-12,32132428,INR,credited,RZP-1200000061
bnk_EH24031300062,setl_EH2403130062,EH2024031300000062,2024-03-13,23745233,INR,credited,RZP-1300000062
bnk_EH24031400063,setl_EH2403140063,EH2024031400000063,2024-03-14,17640968,INR,credited,RZP-1400000063
bnk_EH24031500064,setl_EH2403150064,EH2024031500000064,2024-03-15,12848024,INR,credited,RZP-1500000064
bnk_EH24031700065,setl_EH2403170065,EH2024031700000065,2024-03-17,13404303,INR,credited,RZP-1700000065
bnk_EH24031800066,setl_EH2403180066,EH2024031800000066,2024-03-18,14396604,INR,credited,RZP-1800000066
bnk_EH24031900067,setl_EH2403190067,EH2024031900000067,2024-03-19,34536940,INR,credited,RZP-1900000067
bnk_EH24032000068,setl_EH2403200068,EH2024032000000068,2024-03-20,16910948,INR,credited,RZP-2000000068
bnk_EH24032100069,setl_EH2403210069,EH2024032100000069,2024-03-21,11250067,INR,credited,RZP-2100000069
bnk_EH24032200070,setl_EH2403220070,EH2024032200000070,2024-03-22,33203548,INR,credited,RZP-2200000070
bnk_EH24032400071,setl_EH2403240071,EH2024032400000071,2024-03-24,21501873,INR,credited,RZP-2400000071
bnk_EH24032500072,setl_EH2403250072,EH2024032500000072,2024-03-25,16287932,INR,credited,RZP-2500000072
bnk_EH24032600073,setl_EH2403260073,EH2024032600000073,2024-03-26,31783005,INR,credited,RZP-2600000073
bnk_EH24032700074,setl_EH2403270074,EH2024032700000074,2024-03-27,22206987,INR,credited,RZP-2700000074
bnk_EH24032800075,setl_EH2403280075,EH2024032800000075,2024-03-28,23044599,INR,credited,RZP-2800000075
bnk_EH24032900076,setl_EH2403290076,EH2024032900000076,2024-03-29,16946847,INR,credited,RZP-2900000076
bnk_EH24033100077,setl_EH2403310077,EH2024033100000077,2024-03-31,18553249,INR,credited,RZP-3100000077
bnk_EH24040100078,setl_EH2404010078,EH2024040100000078,2024-04-01,12862236,INR,credited,RZP-0100000078
bnk_EH24040200079,setl_EH2404020079,EH2024040200000079,2024-04-02,38287535,INR,credited,RZP-0200000079
bnk_EH24040300080,setl_EH2404030080,EH2024040300000080,2024-04-03,11167991,INR,credited,RZP-0300000080
bnk_EH24040400081,setl_EH2404040081,EH2024040400000081,2024-04-04,25445587,INR,credited,RZP-0400000081
bnk_EH24040500082,setl_EH2404050082,EH2024040500000082,2024-04-05,38775178,INR,credited,RZP-0500000082
bnk_EH24040700083,setl_EH2404070083,EH2024040700000083,2024-04-07,18530631,INR,credited,RZP-0700000083
bnk_EH24040800084,setl_EH2404080084,EH2024040800000084,2024-04-08,17565690,INR,credited,RZP-0800000084
bnk_EH24040900085,setl_EH2404090085,EH2024040900000085,2024-04-09,53781751,INR,credited,RZP-0900000085
bnk_EH24041000086,setl_EH2404100086,EH2024041000000086,2024-04-10,24979507,INR,credited,RZP-1000000086
bnk_EH24041100087,setl_EH2404110087,EH2024041100000087,2024-04-11,19720910,INR,credited,RZP-1100000087
bnk_EH24041200088,setl_EH2404120088,EH2024041200000088,2024-04-12,18580424,INR,credited,RZP-1200000088
bnk_EH24041400089,setl_EH2404140089,EH2024041400000089,2024-04-14,36936447,INR,credited,RZP-1400000089
bnk_EH24041500090,setl_EH2404150090,EH2024041500000090,2024-04-15,21121006,INR,credited,RZP-1500000090
bnk_EH24041600091,setl_EH2404160091,EH2024041600000091,2024-04-16,52449604,INR,credited,RZP-1600000091
bnk_EH24041700092,setl_EH2404170092,EH2024041700000092,2024-04-17,27166048,INR,credited,RZP-1700000092
bnk_EH24041800093,setl_EH2404180093,EH2024041800000093,2024-04-18,27753574,INR,credited,RZP-1800000093
bnk_EH24041900094,setl_EH2404190094,EH2024041900000094,2024-04-19,39540588,INR,credited,RZP-1900000094
bnk_EH24042100095,setl_EH2404210095,EH2024042100000095,2024-04-21,21412512,INR,credited,RZP-2100000095
bnk_EH24042200096,setl_EH2404220096,EH2024042200000096,2024-04-22,31010475,INR,credited,RZP-2200000096
bnk_EH24042300097,setl_EH2404230097,EH2024042300000097,2024-04-23,27867968,INR,credited,RZP-2300000097
bnk_EH24042400098,setl_EH2404240098,EH2024042400000098,2024-04-24,28549556,INR,credited,RZP-2400000098
bnk_EH24042500099,setl_EH2404250099,EH2024042500000099,2024-04-25,11603716,INR,credited,RZP-2500000099
bnk_EH24042600100,setl_EH2404260100,EH2024042600000100,2024-04-26,16725556,INR,credited,RZP-2600000100
bnk_EH24042800101,setl_EH2404280101,EH2024042800000101,2024-04-28,25557482,INR,credited,RZP-2800000101
bnk_EH24042900102,setl_EH2404290102,EH2024042900000102,2024-04-29,12017534,INR,credited,RZP-2900000102
bnk_EH24043000103,setl_EH2404300103,EH2024043000000103,2024-04-30,43982089,INR,credited,RZP-3000000103
bnk_EH24050100104,setl_EH2405010104,EH2024050100000104,2024-05-01,17391786,INR,credited,RZP-0100000104
bnk_EH24050200105,setl_EH2405020105,EH2024050200000105,2024-05-02,18719844,INR,credited,RZP-0200000105
bnk_EH24050300106,setl_EH2405030106,EH2024050300000106,2024-05-03,29197882,INR,credited,RZP-0300000106
bnk_EH24050500107,setl_EH2405050107,EH2024050500000107,2024-05-05,21923638,INR,credited,RZP-0500000107
bnk_EH24050600108,setl_EH2405060108,EH2024050600000108,2024-05-06,29691626,INR,credited,RZP-0600000108
bnk_EH24050700109,setl_EH2405070109,EH2024050700000109,2024-05-07,47669909,INR,credited,RZP-0700000109
bnk_EH24050800110,setl_EH2405080110,EH2024050800000110,2024-05-08,26492398,INR,credited,RZP-0800000110
bnk_EH24050900111,setl_EH2405090111,EH2024050900000111,2024-05-09,24515900,INR,credited,RZP-0900000111
bnk_EH24051000112,setl_EH2405100112,EH2024051000000112,2024-05-10,17621428,INR,credited,RZP-1000000112
bnk_EH24051200113,setl_EH2405120113,EH2024051200000113,2024-05-12,18606936,INR,credited,RZP-1200000113
bnk_EH24051300114,setl_EH2405130114,EH2024051300000114,2024-05-13,21380485,INR,credited,RZP-1300000114
bnk_EH24051400115,setl_EH2405140115,EH2024051400000115,2024-05-14,36162411,INR,credited,RZP-1400000115
bnk_EH24051500116,setl_EH2405150116,EH2024051500000116,2024-05-15,13957324,INR,credited,RZP-1500000116
bnk_EH24051600117,setl_EH2405160117,EH2024051600000117,2024-05-16,22133914,INR,credited,RZP-1600000117
bnk_EH24051700118,setl_EH2405170118,EH2024051700000118,2024-05-17,17694976,INR,credited,RZP-1700000118
bnk_EH24051900119,setl_EH2405190119,EH2024051900000119,2024-05-19,23323421,INR,credited,RZP-1900000119
bnk_EH24052000120,setl_EH2405200120,EH2024052000000120,2024-05-20,28097228,INR,credited,RZP-2000000120
bnk_EH24052100121,setl_EH2405210121,EH2024052100000121,2024-05-21,41333356,INR,credited,RZP-2100000121
bnk_EH24052200122,setl_EH2405220122,EH2024052200000122,2024-05-22,26136572,INR,credited,RZP-2200000122
bnk_EH24052300123,setl_EH2405230123,EH2024052300000123,2024-05-23,34446600,INR,credited,RZP-2300000123
bnk_EH24052400124,setl_EH2405240124,EH2024052400000124,2024-05-24,23708354,INR,credited,RZP-2400000124
bnk_EH24052600125,setl_EH2405260125,EH2024052600000125,2024-05-26,19612857,INR,credited,RZP-2600000125
bnk_EH24052700126,setl_EH2405270126,EH2024052700000126,2024-05-27,33695478,INR,credited,RZP-2700000126
bnk_EH24052800127,setl_EH2405280127,EH2024052800000127,2024-05-28,43014031,INR,credited,RZP-2800000127
bnk_EH24052900128,setl_EH2405290128,EH2024052900000128,2024-05-29,24921284,INR,credited,RZP-2900000128
bnk_EH24053000129,setl_EH2405300129,EH2024053000000129,2024-05-30,15618307,INR,credited,RZP-3000000129
bnk_EH24053100130,setl_EH2405310130,EH2024053100000130,2024-05-31,29610248,INR,credited,RZP-3100000130
bnk_EH24060200131,setl_EH2406020131,EH2024060200000131,2024-06-02,18440091,INR,credited,RZP-0200000131
bnk_EH24060300132,setl_EH2406030132,EH2024060300000132,2024-06-03,20547022,INR,credited,RZP-0300000132
bnk_EH24060400133,setl_EH2406040133,EH2024060400000133,2024-06-04,47872502,INR,credited,RZP-0400000133
bnk_EH24060500134,setl_EH2406050134,EH2024060500000134,2024-06-05,37063627,INR,credited,RZP-0500000134
bnk_EH24060600135,setl_EH2406060135,EH2024060600000135,2024-06-06,10415891,INR,credited,RZP-0600000135
bnk_EH24060700136,setl_EH2406070136,EH2024060700000136,2024-06-07,20050479,INR,credited,RZP-0700000136
bnk_EH24060900137,setl_EH2406090137,EH2024060900000137,2024-06-09,21163800,INR,credited,RZP-0900000137
bnk_EH24061000138,setl_EH2406100138,EH2024061000000138,2024-06-10,31943348,INR,credited,RZP-1000000138
bnk_EH24061100139,setl_EH2406110139,EH2024061100000139,2024-06-11,33380296,INR,credited,RZP-1100000139
bnk_EH24061200140,setl_EH2406120140,EH2024061200000140,2024-06-12,14482537,INR,credited,RZP-1200000140
bnk_EH24061300141,setl_EH2406130141,EH2024061300000141,2024-06-13,27826074,INR,credited,RZP-1300000141
bnk_EH24061400142,setl_EH2406140142,EH2024061400000142,2024-06-14,33363451,INR,credited,RZP-1400000142
bnk_EH24061600143,setl_EH2406160143,EH2024061600000143,2024-06-16,14531026,INR,credited,RZP-1600000143
bnk_EH24061700144,setl_EH2406170144,EH2024061700000144,2024-06-17,20464407,INR,credited,RZP-1700000144
bnk_EH24061800145,setl_EH2406180145,EH2024061800000145,2024-06-18,40680338,INR,credited,RZP-1800000145
bnk_EH24061900146,setl_EH2406190146,EH2024061900000146,2024-06-19,13094196,INR,credited,RZP-1900000146
bnk_EH24062000147,setl_EH2406200147,EH2024062000000147,2024-06-20,29115488,INR,credited,RZP-2000000147
bnk_EH24062100148,setl_EH2406210148,EH2024062100000148,2024-06-21,22578615,INR,credited,RZP-2100000148
bnk_EH24062300149,setl_EH2406230149,EH2024062300000149,2024-06-23,16463232,INR,credited,RZP-2300000149
bnk_EH24062400150,setl_EH2406240150,EH2024062400000150,2024-06-24,13231454,INR,credited,RZP-2400000150
bnk_EH24062500151,setl_EH2406250151,EH2024062500000151,2024-06-25,36902579,INR,credited,RZP-2500000151
bnk_EH24062600152,setl_EH2406260152,EH2024062600000152,2024-06-26,20523472,INR,credited,RZP-2600000152
bnk_EH24062700153,setl_EH2406270153,EH2024062700000153,2024-06-27,28528450,INR,credited,RZP-2700000153
bnk_EH24062800154,setl_EH2406280154,EH2024062800000154,2024-06-28,36634758,INR,credited,RZP-2800000154
bnk_EH24063000155,setl_EH2406300155,EH2024063000000155,2024-06-30,18376865,INR,credited,RZP-3000000155
bnk_EH24070100156,setl_EH2407010156,EH2024070100000156,2024-07-01,34685687,INR,credited,RZP-0100000156
bnk_EH24070200157,setl_EH2407020157,EH2024070200000157,2024-07-02,36915958,INR,credited,RZP-0200000157
bnk_EH24070300158,setl_EH2407030158,EH2024070300000158,2024-07-03,24911429,INR,credited,RZP-0300000158
bnk_EH24070400159,setl_EH2407040159,EH2024070400000159,2024-07-04,10305735,INR,credited,RZP-0400000159
bnk_EH24070500160,setl_EH2407050160,EH2024070500000160,2024-07-05,19917307,INR,credited,RZP-0500000160
bnk_EH24070700161,setl_EH2407070161,EH2024070700000161,2024-07-07,19112667,INR,credited,RZP-0700000161
bnk_EH24070800162,setl_EH2407080162,EH2024070800000162,2024-07-08,26228092,INR,credited,RZP-0800000162
bnk_EH24070900163,setl_EH2407090163,EH2024070900000163,2024-07-09,32676186,INR,credited,RZP-0900000163
bnk_EH24071000164,setl_EH2407100164,EH2024071000000164,2024-07-10,19076370,INR,credited,RZP-1000000164
bnk_EH24071100165,setl_EH2407110165,EH2024071100000165,2024-07-11,24387200,INR,credited,RZP-1100000165
bnk_EH24071200166,setl_EH2407120166,EH2024071200000166,2024-07-12,22392313,INR,credited,RZP-1200000166
bnk_EH24071400167,setl_EH2407140167,EH2024071400000167,2024-07-14,27303878,INR,credited,RZP-1400000167
bnk_EH24071500168,setl_EH2407150168,EH2024071500000168,2024-07-15,9765011,INR,credited,RZP-1500000168
bnk_EH24071600169,setl_EH2407160169,EH2024071600000169,2024-07-16,28952078,INR,credited,RZP-1600000169
bnk_EH24071700170,setl_EH2407170170,EH2024071700000170,2024-07-17,18284899,INR,credited,RZP-1700000170
bnk_EH24071800171,setl_EH2407180171,EH2024071800000171,2024-07-18,11213538,INR,credited,RZP-1800000171
bnk_EH24071900172,setl_EH2407190172,EH2024071900000172,2024-07-19,15229838,INR,credited,RZP-1900000172
bnk_EH24072100173,setl_EH2407210173,EH2024072100000173,2024-07-21,25814925,INR,credited,RZP-2100000173
bnk_EH24072200174,setl_EH2407220174,EH2024072200000174,2024-07-22,11981644,INR,credited,RZP-2200000174
bnk_EH24072300175,setl_EH2407230175,EH2024072300000175,2024-07-23,31705402,INR,credited,RZP-2300000175
bnk_EH24072400176,setl_EH2407240176,EH2024072400000176,2024-07-24,12822667,INR,credited,RZP-2400000176
bnk_EH24072500177,setl_EH2407250177,EH2024072500000177,2024-07-25,28958365,INR,credited,RZP-2500000177
bnk_EH24072600178,setl_EH2407260178,EH2024072600000178,2024-07-26,39731724,INR,credited,RZP-2600000178
bnk_EH24072800179,setl_EH2407280179,EH2024072800000179,2024-07-28,19806377,INR,credited,RZP-2800000179
bnk_EH24072900180,setl_EH2407290180,EH2024072900000180,2024-07-29,12083005,INR,credited,RZP-2900000180
bnk_EH24073000181,setl_EH2407300181,EH2024073000000181,2024-07-30,29698628,INR,credited,RZP-3000000181
bnk_EH24073100182,setl_EH2407310182,EH2024073100000182,2024-07-31,11890960,INR,credited,RZP-3100000182
bnk_EH24080100183,setl_EH2408010183,EH2024080100000183,2024-08-01,12798158,INR,credited,RZP-0100000183
bnk_EH24080200184,setl_EH2408020184,EH2024080200000184,2024-08-02,18253882,INR,credited,RZP-0200000184
bnk_EH24080400185,setl_EH2408040185,EH2024080400000185,2024-08-04,15749678,INR,credited,RZP-0400000185
bnk_EH24080500186,setl_EH2408050186,EH2024080500000186,2024-08-05,48556883,INR,credited,RZP-0500000186
bnk_EH24080600187,setl_EH2408060187,EH2024080600000187,2024-08-06,34314029,INR,credited,RZP-0600000187
bnk_EH24080700188,setl_EH2408070188,EH2024080700000188,2024-08-07,18946708,INR,credited,RZP-0700000188
bnk_EH24080800189,setl_EH2408080189,EH2024080800000189,2024-08-08,22717015,INR,credited,RZP-0800000189
bnk_EH24080900190,setl_EH2408090190,EH2024080900000190,2024-08-09,22567344,INR,credited,RZP-0900000190
bnk_EH24081100191,setl_EH2408110191,EH2024081100000191,2024-08-11,20231440,INR,credited,RZP-1100000191
bnk_EH24081200192,setl_EH2408120192,EH2024081200000192,2024-08-12,19554640,INR,credited,RZP-1200000192
bnk_EH24081300193,setl_EH2408130193,EH2024081300000193,2024-08-13,43603498,INR,credited,RZP-1300000193
bnk_EH24081400194,setl_EH2408140194,EH2024081400000194,2024-08-14,13818073,INR,credited,RZP-1400000194
bnk_EH24081500195,setl_EH2408150195,EH2024081500000195,2024-08-15,27371848,INR,credited,RZP-1500000195
bnk_EH24081600196,setl_EH2408160196,EH2024081600000196,2024-08-16,17308734,INR,credited,RZP-1600000196
bnk_EH24081800197,setl_EH2408180197,EH2024081800000197,2024-08-18,20357187,INR,credited,RZP-1800000197
bnk_EH24081900198,setl_EH2408190198,EH2024081900000198,2024-08-19,14704834,INR,credited,RZP-1900000198
bnk_EH24082000199,setl_EH2408200199,EH2024082000000199,2024-08-20,34267435,INR,credited,RZP-2000000199
bnk_EH24082100200,setl_EH2408210200,EH2024082100000200,2024-08-21,22978167,INR,credited,RZP-2100000200
bnk_EH24082200201,setl_EH2408220201,EH2024082200000201,2024-08-22,16297273,INR,credited,RZP-2200000201
bnk_EH24082300202,setl_EH2408230202,EH2024082300000202,2024-08-23,26494918,INR,credited,RZP-2300000202
bnk_EH24082500203,setl_EH2408250203,EH2024082500000203,2024-08-25,56082843,INR,credited,RZP-2500000203
bnk_EH24082600204,setl_EH2408260204,EH2024082600000204,2024-08-26,10670458,INR,credited,RZP-2600000204
bnk_EH24082700205,setl_EH2408270205,EH2024082700000205,2024-08-27,47002789,INR,credited,RZP-2700000205
bnk_EH24082800206,setl_EH2408280206,EH2024082800000206,2024-08-28,21048903,INR,credited,RZP-2800000206
bnk_EH24082900207,setl_EH2408290207,EH2024082900000207,2024-08-29,25004820,INR,credited,RZP-2900000207
bnk_EH24083000208,setl_EH2408300208,EH2024083000000208,2024-08-30,10781687,INR,credited,RZP-3000000208
bnk_EH24090100209,setl_EH2409010209,EH2024090100000209,2024-09-01,17673414,INR,credited,RZP-0100000209
bnk_EH24090200210,setl_EH2409020210,EH2024090200000210,2024-09-02,16989813,INR,credited,RZP-0200000210
bnk_EH24090300211,setl_EH2409030211,EH2024090300000211,2024-09-03,31242698,INR,credited,RZP-0300000211
bnk_EH24090400212,setl_EH2409040212,EH2024090400000212,2024-09-04,19301347,INR,credited,RZP-0400000212
bnk_EH24090500213,setl_EH2409050213,EH2024090500000213,2024-09-05,15454757,INR,credited,RZP-0500000213
bnk_EH24090600214,setl_EH2409060214,EH2024090600000214,2024-09-06,19414740,INR,credited,RZP-0600000214
bnk_EH24090800215,setl_EH2409080215,EH2024090800000215,2024-09-08,26355334,INR,credited,RZP-0800000215
bnk_EH24090900216,setl_EH2409090216,EH2024090900000216,2024-09-09,20429724,INR,credited,RZP-0900000216
bnk_EH24091000217,setl_EH2409100217,EH2024091000000217,2024-09-10,59608460,INR,credited,RZP-1000000217
bnk_EH24091100218,setl_EH2409110218,EH2024091100000218,2024-09-11,22154644,INR,credited,RZP-1100000218
bnk_EH24091200219,setl_EH2409120219,EH2024091200000219,2024-09-12,21853431,INR,credited,RZP-1200000219
bnk_EH24091300220,setl_EH2409130220,EH2024091300000220,2024-09-13,8420321,INR,credited,RZP-1300000220
bnk_EH24091500221,setl_EH2409150221,EH2024091500000221,2024-09-15,28507202,INR,credited,RZP-1500000221
bnk_EH24091600222,setl_EH2409160222,EH2024091600000222,2024-09-16,21981045,INR,credited,RZP-1600000222
bnk_EH24091700223,setl_EH2409170223,EH2024091700000223,2024-09-17,49290842,INR,credited,RZP-1700000223
bnk_EH24091800224,setl_EH2409180224,EH2024091800000224,2024-09-18,21555223,INR,credited,RZP-1800000224
bnk_EH24091900225,setl_EH2409190225,EH2024091900000225,2024-09-19,14047560,INR,credited,RZP-1900000225
bnk_EH24092000226,setl_EH2409200226,EH2024092000000226,2024-09-20,22277132,INR,credited,RZP-2000000226
bnk_EH24092200227,setl_EH2409220227,EH2024092200000227,2024-09-22,17034048,INR,credited,RZP-2200000227
bnk_EH24092300228,setl_EH2409230228,EH2024092300000228,2024-09-23,20221351,INR,credited,RZP-2300000228
bnk_EH24092400229,setl_EH2409240229,EH2024092400000229,2024-09-24,30212132,INR,credited,RZP-2400000229
bnk_EH24092500230,setl_EH2409250230,EH2024092500000230,2024-09-25,40632654,INR,credited,RZP-2500000230
bnk_EH24092600231,setl_EH2409260231,EH2024092600000231,2024-09-26,16859817,INR,credited,RZP-2600000231
bnk_EH24092700232,setl_EH2409270232,EH2024092700000232,2024-09-27,16894317,INR,credited,RZP-2700000232
bnk_EH24092900233,setl_EH2409290233,EH2024092900000233,2024-09-29,17262860,INR,credited,RZP-2900000233
bnk_EH24093000234,setl_EH2409300234,EH2024093000000234,2024-09-30,27968453,INR,credited,RZP-3000000234
bnk_EH24100100235,setl_EH2410010235,EH2024100100000235,2024-10-01,36223038,INR,credited,RZP-0100000235
bnk_EH24100200236,setl_EH2410020236,EH2024100200000236,2024-10-02,12372458,INR,credited,RZP-0200000236
bnk_EH24100300237,setl_EH2410030237,EH2024100300000237,2024-10-03,16728607,INR,credited,RZP-0300000237
bnk_EH24100400238,setl_EH2410040238,EH2024100400000238,2024-10-04,21753105,INR,credited,RZP-0400000238
bnk_EH24100600239,setl_EH2410060239,EH2024100600000239,2024-10-06,28592151,INR,credited,RZP-0600000239
bnk_EH24100700240,setl_EH2410070240,EH2024100700000240,2024-10-07,15798534,INR,credited,RZP-0700000240
bnk_EH24100800241,setl_EH2410080241,EH2024100800000241,2024-10-08,44711341,INR,credited,RZP-0800000241
bnk_EH24100900242,setl_EH2410090242,EH2024100900000242,2024-10-09,26394290,INR,credited,RZP-0900000242
bnk_EH24101000243,setl_EH2410100243,EH2024101000000243,2024-10-10,16180485,INR,credited,RZP-1000000243
bnk_EH24101100244,setl_EH2410110244,EH2024101100000244,2024-10-11,12336612,INR,credited,RZP-1100000244
bnk_EH24101300245,setl_EH2410130245,EH2024101300000245,2024-10-13,13870721,INR,credited,RZP-1300000245
bnk_EH24101400246,setl_EH2410140246,EH2024101400000246,2024-10-14,18288078,INR,credited,RZP-1400000246
bnk_EH24101500247,setl_EH2410150247,EH2024101500000247,2024-10-15,34627290,INR,credited,RZP-1500000247
bnk_EH24101600248,setl_EH2410160248,EH2024101600000248,2024-10-16,21162508,INR,credited,RZP-1600000248
