entity_id,type,debit,credit,amount,currency,fee,tax,on_hold,settled,created_at,settled_at,settlement_id,description,notes,payment_id,settlement_utr,order_id,order_receipt,method,card_network,card_issuer,card_type,dispute_id,anomaly_type
pay_EH24010300015,payment,0,419314,427000,INR,7686,0,false,true,1704291240,1704389400,setl_EH2401040003,Online electronics order,,pay_EH24010300015,EH2024010400000003,order_EH24010300015,,card,RuPay,,debit,,
pay_EH24012100016,payment,0,330934,337000,INR,6066,0,false,true,1705850100,1706031000,setl_EH2401230019,Online electronics order,,pay_EH24012100016,EH2024012300000019,order_EH24012100016,,card,MasterCard,,debit,,
pay_EH24011600017,payment,0,530280,540000,INR,9720,0,false,true,1705421760,1705512600,setl_EH2401170014,Online electronics order,,pay_EH24011600017,EH2024011700000014,order_EH24011600017,,upi,,,,,
pay_EH24011800018,payment,0,588218,599000,INR,10782,0,false,true,1705598220,1705685400,setl_EH2401190016,Online electronics order,,pay_EH24011800018,EH2024011900000016,order_EH24011800018,,upi,,,,,
pay_EH24011500019,payment,0,103111,105000,INR,1889,0,false,true,1705342680,1705426200,setl_EH2401160013,Online electronics order,,pay_EH24011500019,EH2024011600000013,order_EH24011500019,,upi,,,,,
pay_EH24012900020,payment,0,334862,341000,INR,6138,0,false,true,1706555940,1706635800,setl_EH2401300025,Online electronics order,,pay_EH24012900020,EH2024013000000025,order_EH24012900020,,upi,,,,,
pay_EH24011900021,payment,0,587236,598000,INR,10764,0,false,true,1705659600,1705858200,setl_EH2401210017,Online electronics order,,pay_EH24011900021,EH2024012100000017,order_EH24011900021,,card,MasterCard,,debit,,
pay_EH24013000022,payment,0,195418,199000,INR,3582,0,false,true,1706613660,1706722200,setl_EH2401310026,Online electronics order,,pay_EH24013000022,EH2024013100000026,order_EH24013000022,,wallet,,,,,
pay_EH24011600023,payment,0,389855,397000,INR,7145,0,false,true,1705407720,1705512600,setl_EH2401170014,Online electronics order,,pay_EH24011600023,EH2024011700000014,order_EH24011600023,,wallet,,,,,
pay_EH24012900024,payment,0,600984,612000,INR,11016,0,false,true,1706534580,1706635800,setl_EH2401300025,Online electronics order,,pay_EH24012900024,EH2024013000000025,order_EH24012900024,,upi,,,,,
pay_EH24011300025,payment,0,428152,436000,INR,7848,0,false,true,1705155840,1705339800,setl_EH2401150012,Online electronics order,,pay_EH24011300025,EH2024011500000012,order_EH24011300025,,upi,,,,,
pay_EH24011400026,payment,0,847466,863000,INR,15534,0,false,true,1705245900,1705426200,setl_EH2401160013,Online electronics order,,pay_EH24011400026,EH2024011600000013,order_EH24011400026,,card,Visa,,debit,,
pay_EH24011600027,payment,0,493946,503000,INR,9054,0,false,true,1705422360,1705512600,setl_EH2401170014,Online electronics order,,pay_EH24011600027,EH2024011700000014,order_EH24011600027,,card,MasterCard,,credit,,
pay_EH24011200028,payment,0,1200986,1223000,INR,22014,0,false,true,1705080420,1705253400,setl_EH2401140011,Online electronics order,,pay_EH24011200028,EH2024011400000011,order_EH24011200028,,card,RuPay,,credit,,
pay_EH24011300029,payment,0,280852,286000,INR,5148,0,false,true,1705170480,1705339800,setl_EH2401150012,Online electronics order,,pay_EH24011300029,EH2024011500000012,order_EH24011300029,,upi,,,,,
pay_EH24012600030,payment,0,229788,234000,INR,4212,0,false,true,1706297340,1706463000,setl_EH2401280023,Online electronics order,,pay_EH24012600030,EH2024012800000023,order_EH24012600030,,upi,,,,,
pay_EH24011200031,payment,0,952540,970000,INR,17460,0,false,true,1705055400,1705253400,setl_EH2401140011,Online electronics order,,pay_EH24011200031,EH2024011400000011,order_EH24011200031,,card,Visa,,credit,,
pay_EH24010800032,payment,0,6533246,6653000,INR,119754,0,false,true,1704713460,1704821400,setl_EH2401090007,Online electronics order,,pay_EH24010800032,EH2024010900000007,order_EH24010800032,,card,American Express,,debit,,
pay_EH24010300033,payment,0,540100,550000,INR,9900,0,false,true,1704285120,1704389400,setl_EH2401040003,Online electronics order,,pay_EH24010300033,EH2024010400000003,order_EH24010300033,,upi,,,,,
pay_EH24013100034,payment,0,628480,640000,INR,11520,0,false,true,1706707980,1706808600,setl_EH2402010027,Online electronics order,,pay_EH24013100034,EH2024020100000027,order_EH24013100034,,card,MasterCard,,debit,,
pay_EH24012100035,payment,0,176760,180000,INR,3240,0,false,true,1705847640,1706031000,setl_EH2401230019,Online electronics order,,pay_EH24012100035,EH2024012300000019,order_EH24012100035,,card,Visa,,debit,,
pay_EH24013000036,payment,0,327006,333000,INR,5994,0,false,true,1706628900,1706722200,setl_EH2401310026,Online electronics order,,pay_EH24013000036,EH2024013100000026,order_EH24013000036,,upi,,,,,
pay_EH24010600037,payment,0,566614,577000,INR,10386,0,false,true,1704558960,1704735000,setl_EH2401080006,Online electronics order,,pay_EH24010600037,EH2024010800000006,order_EH24010600037,,card,RuPay,,credit,,
pay_EH24012200038,payment,0,788546,803000,INR,14454,0,false,true,1705945020,1706031000,setl_EH2401230019,Online electronics order,,pay_EH24012200038,EH2024012300000019,order_EH24012200038,,netbanking,,,,,
pay_EH24012100039,payment,0,836664,852000,INR,15336,0,false,true,1705862280,1706031000,setl_EH2401230019,Online electronics order,,pay_EH24012100039,EH2024012300000019,order_EH24012100039,,upi,,,,,
pay_EH24011100040,payment,0,1200986,1223000,INR,22014,0,false,true,1705001940,1705080600,setl_EH2401120010,Online electronics order,,pay_EH24011100040,EH2024011200000010,order_EH24011100040,,netbanking,,,,,
pay_EH24012000041,payment,0,858268,874000,INR,15732,0,false,true,1705747200,1705944600,setl_EH2401220018,Online electronics order,,pay_EH24012000041,EH2024012200000018,order_EH24012000041,,card,American Express,,credit,,
pay_EH24012900042,payment,0,2374476,2418000,INR,43524,0,false,true,1706528460,1706635800,setl_EH2401300025,Online electronics order,,pay_EH24012900042,EH2024013000000025,order_EH24012900042,,upi,,,,,
pay_EH24011000043,payment,0,212112,216000,INR,3888,0,false,true,1704890520,1704994200,setl_EH2401110009,Online electronics order,,pay_EH24011000043,EH2024011100000009,order_EH24011000043,,upi,,,,,
pay_EH24011100044,payment,0,6166960,6280000,INR,113040,0,false,true,1704980580,1705080600,setl_EH2401120010,Online electronics order,,pay_EH24011100044,EH2024011200000010,order_EH24011100044,,card,Visa,,credit,,
pay_EH24012500045,payment,0,375124,382000,INR,6876,0,false,true,1706193840,1706290200,setl_EH2401260022,Online electronics order,,pay_EH24012500045,EH2024012600000022,order_EH24012500045,,upi,,,,,
pay_EH24011600046,payment,0,476270,485000,INR,8730,0,false,true,1705419900,1705512600,setl_EH2401170014,Online electronics order,,pay_EH24011600046,EH2024011700000014,order_EH24011600046,,netbanking,,,,,
pay_EH24010900047,payment,0,532244,542000,INR,9756,0,false,true,1704818760,1704907800,setl_EH2401100008,Online electronics order,,pay_EH24010900047,EH2024011000000008,order_EH24010900047,,upi,,,,,
pay_EH24010500048,payment,0,442882,451000,INR,8118,0,false,true,1704476820,1704648600,setl_EH2401070005,Online electronics order,,pay_EH24010500048,EH2024010700000005,order_EH24010500048,,upi,,,,,
pay_EH24011000049,payment,0,314240,320000,INR,5760,0,false,true,1704912480,1704994200,setl_EH2401110009,Online electronics order,,pay_EH24011000049,EH2024011100000009,order_EH24011000049,,upi,,,,,
pay_EH24010400050,payment,0,182653,186000,INR,3347,0,false,true,1704397740,1704475800,setl_EH2401050004,Online electronics order,,pay_EH24010400050,EH2024010500000004,order_EH24010400050,,card,RuPay,,debit,,
pay_EH24012100051,payment,0,75614,77000,INR,1386,0,false,true,1705834200,1706031000,setl_EH2401230019,Online electronics order,,pay_EH24012100051,EH2024012300000019,order_EH24012100051,,upi,,,,,
pay_EH24011900052,payment,0,232734,237000,INR,4266,0,false,true,1705665060,1705858200,setl_EH2401210017,Online electronics order,,pay_EH24011900052,EH2024012100000017,order_EH24011900052,,emi,,,,,
pay_EH24010200053,payment,0,588218,599000,INR,10782,0,false,true,1704199920,1704303000,setl_EH2401030002,Online electronics order,,pay_EH24010200053,EH2024010300000002,order_EH24010200053,,upi,,,,,
pay_EH24013100054,payment,0,165958,169000,INR,3042,0,false,true,1706709180,1706808600,setl_EH2402010027,Online electronics order,,pay_EH24013100054,EH2024020100000027,order_EH24013100054,,upi,,,,,
pay_EH24010200055,payment,0,1116534,1137000,INR,20466,0,false,true,1704207240,1704303000,setl_EH2401030002,Online electronics order,,pay_EH24010200055,EH2024010300000002,order_EH24010200055,,card,MasterCard,,credit,,
pay_EH24010600056,payment,0,373160,380000,INR,6840,0,false,true,1704556500,1704735000,setl_EH2401080006,Online electronics order,,pay_EH24010600056,EH2024010800000006,order_EH24010600056,,netbanking,,,,,
pay_EH24012300057,payment,0,187562,191000,INR,3438,0,false,true,1706028960,1706117400,setl_EH2401240020,Online electronics order,,pay_EH24012300057,EH2024012400000020,order_EH24012300057,,card,MasterCard,,debit,,
pay_EH24010300058,payment,0,533226,543000,INR,9774,0,false,true,1704304620,1704389400,setl_EH2401040003,Online electronics order,,pay_EH24010300058,EH2024010400000003,order_EH24010300058,,card,RuPay,,credit,,
pay_EH24011600059,payment,0,539118,549000,INR,9882,0,false,true,1705431480,1705512600,setl_EH2401170014,Online electronics order,,pay_EH24011600059,EH2024011700000014,order_EH24011600059,,upi,,,,,
pay_EH24013000060,payment,0,250410,255000,INR,4590,0,false,true,1706644740,1706722200,setl_EH2401310026,Online electronics order,,pay_EH24013000060,EH2024013100000026,order_EH24013000060,,card,MasterCard,,debit,,
pay_EH24010100061,payment,0,879872,896000,INR,16128,0,false,true,1704103200,1704216600,setl_EH2401020001,Online electronics order,,pay_EH24010100061,EH2024010200000001,order_EH24010100061,,upi,,,,,
pay_EH24010700062,payment,0,346646,353000,INR,6354,0,false,true,1704625260,1704821400,setl_EH2401090007,Online electronics order,,pay_EH24010700062,EH2024010900000007,order_EH24010700062,,wallet,,,,,
pay_EH24011500063,payment,0,635354,647000,INR,11646,0,false,true,1705320120,1705426200,setl_EH2401160013,Online electronics order,,pay_EH24011500063,EH2024011600000013,order_EH24011500063,,card,MasterCard,,credit,,
pay_EH24012300064,payment,0,836664,852000,INR,15336,0,false,true,1706014980,1706117400,setl_EH2401240020,Online electronics order,,pay_EH24012300064,EH2024012400000020,order_EH24012300064,,upi,,,,,
pay_EH24011300065,payment,0,345664,352000,INR,6336,0,false,true,1705154640,1705339800,setl_EH2401150012,Online electronics order,,pay_EH24011300065,EH2024011500000012,order_EH24011300065,,upi,,,,,
pay_EH24010800066,payment,0,246482,251000,INR,4518,0,false,true,1704726300,1704821400,setl_EH2401090007,Online electronics order,,pay_EH24010800066,EH2024010900000007,order_EH24010800066,,card,RuPay,,debit,,
pay_EH24010200067,payment,0,896566,913000,INR,16434,0,false,true,1704211560,1704303000,setl_EH2401030002,Online electronics order,,pay_EH24010200067,EH2024010300000002,order_EH24010200067,,wallet,,,,,
pay_EH24011100068,payment,0,1681184,1712000,INR,30816,0,false,true,1704992820,1705080600,setl_EH2401120010,Online electronics order,,pay_EH24011100068,EH2024011200000010,order_EH24011100068,,upi,,,,,
pay_EH24010300069,payment,0,170868,174000,INR,3132,0,false,true,1704305280,1704389400,setl_EH2401040003,Online electronics order,,pay_EH24010300069,EH2024010400000003,order_EH24010300069,,card,American Express,,credit,,
pay_EH24010500070,payment,0,659904,672000,INR,12096,0,false,true,1704481740,1704648600,setl_EH2401070005,Online electronics order,,pay_EH24010500070,EH2024010700000005,order_EH24010500070,,upi,,,,,
pay_EH24011300071,payment,0,1385602,1411000,INR,25398,0,false,true,1705140600,1705339800,setl_EH2401150012,Online electronics order,,pay_EH24011300071,EH2024011500000012,order_EH24011300071,,upi,,,,,
pay_EH24012300072,payment,0,392800,400000,INR,7200,0,false,true,1706008260,1706117400,setl_EH2401240020,Online electronics order,,pay_EH24012300072,EH2024012400000020,order_EH24012300072,,card,American Express,,debit,,
pay_EH24011500073,payment,0,986910,1005000,INR,18090,0,false,true,1705320720,1705426200,setl_EH2401160013,Online electronics order,,pay_EH24011500073,EH2024011600000013,order_EH24011500073,,upi,,,,,
pay_EH24011900074,payment,0,1140102,1161000,INR,20898,0,false,true,1705669980,1705858200,setl_EH2401210017,Online electronics order,,pay_EH24011900074,EH2024012100000017,order_EH24011900074,,card,American Express,,credit,,
pay_EH24010700075,payment,0,519478,529000,INR,9522,0,false,true,1704636840,1704821400,setl_EH2401090007,Online electronics order,,pay_EH24010700075,EH2024010900000007,order_EH24010700075,,card,American Express,,credit,,
pay_EH24012500076,payment,0,1043866,1063000,INR,19134,0,false,true,1706195700,1706290200,setl_EH2401260022,Online electronics order,,pay_EH24012500076,EH2024012600000022,order_EH24012500076,,card,RuPay,,debit,,
pay_EH24010800077,payment,0,173814,177000,INR,3186,0,false,true,1704730560,1704821400,setl_EH2401090007,Online electronics order,,pay_EH24010800077,EH2024010900000007,order_EH24010800077,,netbanking,,,,,
pay_EH24013100078,payment,0,564650,575000,INR,10350,0,false,true,1706721420,1706808600,setl_EH2402010027,Online electronics order,,pay_EH24013100078,EH2024020100000027,order_EH24013100078,,upi,,,,,
pay_EH24013000079,payment,0,512604,522000,INR,9396,0,false,true,1706638680,1706722200,setl_EH2401310026,Online electronics order,,pay_EH24013000079,EH2024013100000026,order_EH24013000079,,upi,,,,,
pay_EH24011100080,payment,0,440919,449000,INR,8081,0,false,true,1705000740,1705080600,setl_EH2401120010,Online electronics order,,pay_EH24011100080,EH2024011200000010,order_EH24011100080,,upi,,,,,
pay_EH24013100081,payment,0,5765322,5871000,INR,105678,0,false,true,1706696400,1706808600,setl_EH2402010027,Online electronics order,,pay_EH24013100081,EH2024020100000027,order_EH24013100081,,card,Visa,,debit,,
pay_EH24011200082,payment,0,296564,302000,INR,5436,0,false,true,1705058460,1705253400,setl_EH2401140011,Online electronics order,,pay_EH24011200082,EH2024011400000011,order_EH24011200082,,card,MasterCard,,debit,,
pay_EH24012200083,payment,0,362358,369000,INR,6642,0,false,true,1705926120,1706031000,setl_EH2401230019,Online electronics order,,pay_EH24012200083,EH2024012300000019,order_EH24012200083,,upi,,,,,
pay_EH24010700084,payment,0,520460,530000,INR,9540,0,false,true,1704633780,1704821400,setl_EH2401090007,Online electronics order,,pay_EH24010700084,EH2024010900000007,order_EH24010700084,,upi,,,,,
pay_EH24012700085,payment,0,345664,352000,INR,6336,0,false,true,1706365440,1706549400,setl_EH2401290024,Online electronics order,,pay_EH24012700085,EH2024012900000024,order_EH24012700085,,upi,,,,,
pay_EH24011300086,payment,0,1234374,1257000,INR,22626,0,false,true,1705159500,1705339800,setl_EH2401150012,Online electronics order,,pay_EH24011300086,EH2024011500000012,order_EH24011300086,,card,MasterCard,,debit,,
pay_EH24011300087,payment,0,803276,818000,INR,14724,0,false,true,1705163160,1705339800,setl_EH2401150012,Online electronics order,,pay_EH24011300087,EH2024011500000012,order_EH24011300087,,netbanking,,,,,
pay_EH24010100088,payment,0,202292,206000,INR,3708,0,false,true,1704130020,1704216600,setl_EH2401020001,Online electronics order,,pay_EH24010100088,EH2024010200000001,order_EH24010100088,,netbanking,,,,,
pay_EH24010800089,payment,0,532244,542000,INR,9756,0,false,true,1704738480,1704821400,setl_EH2401090007,Online electronics order,,pay_EH24010800089,EH2024010900000007,order_EH24010800089,,upi,,,,,
pay_EH24012900090,payment,0,901476,918000,INR,16524,0,false,true,1706556540,1706635800,setl_EH2401300025,Online electronics order,,pay_EH24012900090,EH2024013000000025,order_EH24012900090,,card,Visa,,credit,,
pay_EH24013000091,payment,0,3953532,4026000,INR,72468,0,false,true,1706610600,1706722200,setl_EH2401310026,Online electronics order,,pay_EH24013000091,EH2024013100000026,order_EH24013000091,,upi,,,,,
pay_EH24012000092,payment,0,682490,695000,INR,12510,0,false,true,1705750260,1705944600,setl_EH2401220018,Online electronics order,,pay_EH24012000092,EH2024012200000018,order_EH24012000092,,card,RuPay,,credit,,
pay_EH24012300093,payment,0,354502,361000,INR,6498,0,false,true,1706013120,1706117400,setl_EH2401240020,Online electronics order,,pay_EH24012300093,EH2024012400000020,order_EH24012300093,,upi,,,,,
pay_EH24010700094,payment,0,795420,810000,INR,14580,0,false,true,1704634380,1704821400,setl_EH2401090007,Online electronics order,,pay_EH24010700094,EH2024010900000007,order_EH24010700094,,card,American Express,,debit,,
pay_EH24012100095,payment,0,792474,807000,INR,14526,0,false,true,1705847640,1706031000,setl_EH2401230019,Online electronics order,,pay_EH24012100095,EH2024012300000019,order_EH24012100095,,wallet,,,,,
pay_EH24011500096,payment,0,3803286,3873000,INR,69714,0,false,true,1705332900,1705426200,setl_EH2401160013,Online electronics order,,pay_EH24011500096,EH2024011600000013,order_EH24011500096,,upi,,,,,
pay_EH24011700097,payment,0,638300,650000,INR,11700,0,false,true,1705509360,1705599000,setl_EH2401180015,Online electronics order,,pay_EH24011700097,EH2024011800000015,order_EH24011700097,,card,American Express,,debit,,
pay_EH24011500098,payment,0,542064,552000,INR,9936,0,false,true,1705340220,1705426200,setl_EH2401160013,Online electronics order,,pay_EH24011500098,EH2024011600000013,order_EH24011500098,,upi,,,,,
pay_EH24010800099,payment,0,407530,415000,INR,7470,0,false,true,1704739080,1704821400,setl_EH2401090007,Online electronics order,,pay_EH24010800099,EH2024010900000007,order_EH24010800099,,upi,,,,,
pay_EH24010500100,payment,0,154174,157000,INR,2826,0,false,true,1704483540,1704648600,setl_EH2401070005,Online electronics order,,pay_EH24010500100,EH2024010700000005,order_EH24010500100,,upi,,,,,
pay_EH24012900101,payment,0,327006,333000,INR,5994,0,false,true,1706524800,1706635800,setl_EH2401300025,Online electronics order,,pay_EH24012900101,EH2024013000000025,order_EH24012900101,,card,Visa,,credit,,
pay_EH24012700102,payment,0,330934,337000,INR,6066,0,false,true,1706355660,1706549400,setl_EH2401290024,Online electronics order,,pay_EH24012700102,EH2024012900000024,order_EH24012700102,,wallet,,,,,
pay_EH24011800103,payment,0,490018,499000,INR,8982,0,false,true,1705581720,1705685400,setl_EH2401190016,Online electronics order,,pay_EH24011800103,EH2024011900000016,order_EH24011800103,,card,American Express,,debit,,
pay_EH24010800104,payment,0,567596,578000,INR,10404,0,false,true,1704721380,1704821400,setl_EH2401090007,Online electronics order,,pay_EH24010800104,EH2024010900000007,order_EH24010800104,,card,American Express,,debit,,
pay_EH24012400105,payment,0,732572,746000,INR,13428,0,false,true,1706107440,1706203800,setl_EH2401250021,Online electronics order,,pay_EH24012400105,EH2024012500000021,order_EH24012400105,,card,RuPay,,credit,,
pay_EH24011700106,payment,0,348610,355000,INR,6390,0,false,true,1705506300,1705599000,setl_EH2401180015,Online electronics order,,pay_EH24011700106,EH2024011800000015,order_EH24011700106,,card,RuPay,,credit,,
pay_EH24012000107,payment,0,169886,173000,INR,3114,0,false,true,1705769160,1705944600,setl_EH2401220018,Online electronics order,,pay_EH24012000107,EH2024012200000018,order_EH24012000107,,upi,,,,,
pay_EH24010100108,payment,0,736500,750000,INR,13500,0,false,true,1704131220,1704216600,setl_EH2401020001,Online electronics order,,pay_EH24010100108,EH2024010200000001,order_EH24010100108,,upi,,,,,
pay_EH24011400109,payment,0,647138,659000,INR,11862,0,false,true,1705258080,1705426200,setl_EH2401160013,Online electronics order,,pay_EH24011400109,EH2024011600000013,order_EH24011400109,,card,American Express,,credit,,
pay_EH24011300110,payment,0,811132,826000,INR,14868,0,false,true,1705175340,1705339800,setl_EH2401150012,Online electronics order,,pay_EH24011300110,EH2024011500000012,order_EH24011300110,,netbanking,,,,,
pay_EH24012200111,payment,0,776762,791000,INR,14238,0,false,true,1705920600,1706031000,setl_EH2401230019,Online electronics order,,pay_EH24012200111,EH2024012300000019,order_EH24012200111,,wallet,,,,,
pay_EH24011200112,payment,0,408512,416000,INR,7488,0,false,true,1705060260,1705253400,setl_EH2401140011,Online electronics order,,pay_EH24011200112,EH2024011400000011,order_EH24011200112,,upi,,,,,
pay_EH24011100113,payment,0,992802,1011000,INR,18198,0,false,true,1704977520,1705080600,setl_EH2401120010,Online electronics order,,pay_EH24011100113,EH2024011200000010,order_EH24011100113,,netbanking,,,,,
pay_EH24012800114,payment,0,557776,568000,INR,10224,0,false,true,1706449980,1706635800,setl_EH2401300025,Online electronics order,,pay_EH24012800114,EH2024013000000025,order_EH24012800114,,netbanking,,,,,
pay_EH24011500115,payment,0,276924,282000,INR,5076,0,false,true,1705330440,1705426200,setl_EH2401160013,Online electronics order,,pay_EH24011500115,EH2024011600000013,order_EH24011500115,,upi,,,,,
pay_EH24011100116,payment,0,5842900,5950000,INR,107100,0,false,true,1704988500,1705080600,setl_EH2401120010,Online electronics order,,pay_EH24011100116,EH2024011200000010,order_EH24011100116,,upi,,,,,
pay_EH24010300117,payment,0,298528,304000,INR,5472,0,false,true,1704300960,1704389400,setl_EH2401040003,Online electronics order,,pay_EH24010300117,EH2024010400000003,order_EH24010300117,,card,MasterCard,,credit,,
pay_EH24011700118,payment,0,579380,590000,INR,10620,0,false,true,1705514220,1705599000,setl_EH2401180015,Online electronics order,,pay_EH24011700118,EH2024011800000015,order_EH24011700118,,netbanking,,,,,
pay_EH24012800119,payment,0,687400,700000,INR,12600,0,false,true,1706468280,1706635800,setl_EH2401300025,Online electronics order,,pay_EH24012800119,EH2024013000000025,order_EH24012800119,,card,American Express,,debit,,
pay_EH24010400120,payment,0,761050,775000,INR,13950,0,false,true,1704398340,1704475800,setl_EH2401050004,Online electronics order,,pay_EH24010400120,EH2024010500000004,order_EH24010400120,,card,American Express,,credit,,
pay_EH24010300121,payment,0,207203,211000,INR,3797,0,false,true,1704276000,1704389400,setl_EH2401040003,Online electronics order,,pay_EH24010300121,EH2024010400000003,order_EH24010300121,,wallet,,,,,
pay_EH24012200122,payment,0,1367926,1393000,INR,25074,0,false,true,1705921260,1706031000,setl_EH2401230019,Online electronics order,,pay_EH24012200122,EH2024012300000019,order_EH24012200122,,upi,,,,,
pay_EH24010100123,payment,0,527334,537000,INR,9666,0,false,true,1704110520,1704216600,setl_EH2401020001,Online electronics order,,pay_EH24010100123,EH2024010200000001,order_EH24010100123,,upi,,,,,
pay_EH24011200125,payment,0,417350,425000,INR,7650,0,false,true,1705068240,1705253400,setl_EH2401140011,Online electronics order,,pay_EH24011200125,EH2024011400000011,order_EH24011200125,,upi,,,,,
pay_EH24011700126,payment,0,585272,596000,INR,10728,0,false,true,1705503900,1705599000,setl_EH2401180015,Online electronics order,,pay_EH24011700126,EH2024011800000015,order_EH24011700126,,card,MasterCard,,credit,,
pay_EH24012600127,payment,0,621606,633000,INR,11394,0,false,true,1706285160,1706463000,setl_EH2401280023,Online electronics order,,pay_EH24012600127,EH2024012800000023,order_EH24012600127,,card,American Express,,debit,,
pay_EH24010800128,payment,0,258266,263000,INR,4734,0,false,true,1704733620,1704821400,setl_EH2401090007,Online electronics order,,pay_EH24010800128,EH2024010900000007,order_EH24010800128,,card,MasterCard,,debit,,
pay_EH24010300129,payment,0,843538,859000,INR,15462,0,false,true,1704305280,1704389400,setl_EH2401040003,Online electronics order,,pay_EH24010300129,EH2024010400000003,order_EH24010300129,,netbanking,,,,,
pay_EH24010800130,payment,0,6911317,7038000,INR,126683,0,false,true,1704740940,1704821400,setl_EH2401090007,Online electronics order,,pay_EH24010800130,EH2024010900000007,order_EH24010800130,,emi,,,,,
pay_EH24010400131,payment,0,273978,279000,INR,5022,0,false,true,1704363000,1704475800,setl_EH2401050004,Online electronics order,,pay_EH24010400131,EH2024010500000004,order_EH24010400131,,emi,,,,,
pay_EH24010400132,payment,0,571524,582000,INR,10476,0,false,true,1704366660,1704475800,setl_EH2401050004,Online electronics order,,pay_EH24010400132,EH2024010500000004,order_EH24010400132,,upi,,,,,
pay_EH24011200133,payment,0,747303,761000,INR,13697,0,false,true,1705061520,1705253400,setl_EH2401140011,Online electronics order,,pay_EH24011200133,EH2024011400000011,order_EH24011200133,,upi,,,,,
pay_EH24010200134,payment,0,428152,436000,INR,7848,0,false,true,1704201180,1704303000,setl_EH2401030002,Online electronics order,,pay_EH24010200134,EH2024010300000002,order_EH24010200134,,card,MasterCard,,credit,,
pay_EH24011600135,payment,0,1088056,1108000,INR,19944,0,false,true,1705414440,1705512600,setl_EH2401170014,Online electronics order,,pay_EH24011600135,EH2024011700000014,order_EH24011600135,,upi,,,,,
pay_EH24012000136,payment,0,433062,441000,INR,7938,0,false,true,1705763700,1705944600,setl_EH2401220018,Online electronics order,,pay_EH24012000136,EH2024012200000018,order_EH24012000136,,netbanking,,,,,
pay_EH24011900137,payment,0,652048,664000,INR,11952,0,false,true,1705680960,1705858200,setl_EH2401210017,Online electronics order,,pay_EH24011900137,EH2024012100000017,order_EH24011900137,,card,American Express,,debit,,
pay_EH24012400138,payment,0,757122,771000,INR,13878,0,false,true,1706116620,1706203800,setl_EH2401250021,Online electronics order,,pay_EH24012400138,EH2024012500000021,order_EH24012400138,,card,American Express,,credit,,
