id,entity,amount,currency,payment_id,created_at,batch_id,receipt,status,speed_requested,speed_processed,acquirer_utr,anomaly_type,duplicate_of_refund_id
rfnd_EH24031501680,refund,431000,INR,pay_EH24030300104,1710513240,,rcpt_30300104,processed,normal,normal,UTR24031500001680,,
rfnd_EH24032901684,refund,192000,INR,pay_EH24032400108,1711722960,,rcpt_32400108,processed,normal,normal,UTR24032900001684,,
rfnd_EH24032101714,refund,4513000,INR,pay_EH24031900138,1711029960,,rcpt_31900138,processed,normal,normal,UTR24032100001714,,
rfnd_EH24031301717,refund,267000,INR,pay_EH24031000141,1710341580,,rcpt_31000141,processed,normal,normal,UTR24031300001717,,
rfnd_EH24031301735,refund,175000,INR,pay_EH24030700159,1710341820,,rcpt_30700159,processed,normal,normal,UTR24031300001735,,
rfnd_EH24030601759,refund,221000,INR,pay_EH24030300183,1709735820,,rcpt_30300183,processed,normal,normal,UTR24030600001759,,
rfnd_EH24033101763,refund,184000,INR,pay_EH24033000187,1711894200,,rcpt_33000187,processed,normal,normal,UTR24033100001763,,
rfnd_EH24032901800,refund,99000,INR,pay_EH24032700224,1711723740,,rcpt_32700224,processed,normal,normal,UTR24032900001800,,
rfnd_EH24030701820,refund,157000,INR,pay_EH24030400244,1709823360,,rcpt_30400244,processed,normal,normal,UTR24030700001820,,
rfnd_EH24031001842,refund,756000,INR,pay_EH24030200266,1710079500,,rcpt_30200266,processed,normal,normal,UTR24031000001842,,
rfnd_EH24032901857,refund,1035000,INR,pay_EH24031800282,1711722780,,rcpt_31800282,processed,normal,normal,UTR24032900001857,,
rfnd_EH24031801891,refund,101000,INR,pay_EH24030900316,1710771300,,rcpt_30900316,processed,normal,normal,UTR24031800001891,,
rfnd_EH24031301904,refund,241000,INR,pay_EH24031000329,1710341400,,rcpt_31000329,processed,normal,normal,UTR24031300001904,,
rfnd_EH24033101917,refund,284000,INR,pay_EH24032400342,1711897140,,rcpt_32400342,processed,normal,normal,UTR24033100001917,,
rfnd_EH24032701939,refund,662000,INR,pay_EH24031700364,1711550340,,rcpt_31700364,processed,normal,normal,UTR24032700001939,,
rfnd_EH24032001943,refund,463000,INR,pay_EH24031800368,1710946020,,rcpt_31800368,processed,normal,normal,UTR24032000001943,,
rfnd_EH24040201972,refund,219000,INR,pay_EH24032500398,1712067840,,rcpt_32500398,processed,normal,normal,UTR24040200001972,,
rfnd_EH24031801975,refund,116000,INR,pay_EH24031100401,1710771000,,rcpt_31100401,processed,normal,normal,UTR24031800001975,,
rfnd_EH24031801981,refund,30000,INR,pay_EH24031400407,1710771180,,rcpt_31400407,processed,normal,normal,UTR24031800001981,,
rfnd_EH24032002038,refund,874000,INR,pay_EH24031100465,1710946500,,rcpt_31100465,processed,normal,normal,UTR24032000002038,,
rfnd_EH24040502056,refund,638000,INR,pay_EH24032700484,1712327820,,rcpt_32700484,processed,normal,normal,UTR24040500002056,,
rfnd_EH24032502063,refund,573000,INR,pay_EH24031800491,1711375440,,rcpt_31800491,processed,normal,normal,UTR24032500002063,,
rfnd_EH24032902073,refund,81000,INR,pay_EH24032300501,1711720980,,rcpt_32300501,processed,normal,normal,UTR24032900002073,,
rfnd_EH24032202088,refund,367000,INR,pay_EH24031000517,1711117500,,rcpt_31000517,processed,normal,normal,UTR24032200002088,,
rfnd_EH24031402098,refund,253000,INR,pay_EH24030700527,1710427980,,rcpt_30700527,processed,normal,normal,UTR24031400002098,,
rfnd_EH24032002117,refund,640000,INR,pay_EH24031000546,1710946380,,rcpt_31000546,processed,normal,normal,UTR24032000002117,,
rfnd_EH24040502149,refund,130000,INR,pay_EH24032600578,1712327400,,rcpt_32600578,processed,normal,normal,UTR24040500002149,,
rfnd_EH24031502155,refund,382000,INR,pay_EH24031000584,1710512820,,rcpt_31000584,processed,normal,normal,UTR24031500002155,,
rfnd_EH24031502158,refund,795000,INR,pay_EH24030500588,1710512400,,rcpt_30500588,processed,normal,normal,UTR24031500002158,,
rfnd_EH24031802163,refund,417000,INR,pay_EH24031700593,1710770940,,rcpt_31700593,processed,normal,normal,UTR24031800002163,,
rfnd_EH24032502187,refund,55000,INR,pay_EH24032100617,1711375680,,rcpt_32100617,processed,normal,normal,UTR24032500002187,,
rfnd_EH24031202193,refund,252000,INR,pay_EH24030300623,1710253620,,rcpt_30300623,processed,normal,normal,UTR24031200002193,,
rfnd_EH24032002255,refund,215000,INR,pay_EH24031700685,1710946500,,rcpt_31700685,processed,normal,normal,UTR24032000002255,,
rfnd_EH24032602276,refund,241000,INR,pay_EH24031400707,1711462080,,rcpt_31400707,processed,normal,normal,UTR24032600002276,,
rfnd_EH24032002290,refund,158000,INR,pay_EH24030800722,1710944880,,rcpt_30800722,processed,normal,normal,UTR24032000002290,,
rfnd_EH24031202300,refund,292000,INR,pay_EH24030800733,1710252540,,rcpt_30800733,processed,normal,normal,UTR24031200002300,,
rfnd_EH24033102313,refund,278000,INR,pay_EH24032200746,1711894680,,rcpt_32200746,processed,normal,normal,UTR24033100002313,,
rfnd_EH24040302321,refund,2908000,INR,pay_EH24032200754,1712154000,,rcpt_32200754,processed,normal,normal,UTR24040300002321,,
rfnd_EH24031102323,refund,1223000,INR,pay_EH24030300756,1710167160,,rcpt_30300756,processed,normal,normal,UTR24031100002323,,
rfnd_EH24032202341,refund,115000,INR,pay_EH24031800774,1711118280,,rcpt_31800774,processed,normal,normal,UTR24032200002341,,
rfnd_EH24032902359,refund,749000,INR,pay_EH24032200792,1711723200,,rcpt_32200792,processed,normal,normal,UTR24032900002359,,
rfnd_EH24031402377,refund,493000,INR,pay_EH24030700810,1710425100,,rcpt_30700810,processed,normal,normal,UTR24031400002377,,
rfnd_EH24040202386,refund,308000,INR,pay_EH24032800819,1712066400,,rcpt_32800819,processed,normal,normal,UTR24040200002386,,
rfnd_EH24050102400,refund,196000,INR,pay_EH24042800007,1714572300,,rcpt_42800007,processed,normal,normal,UTR24050100002400,,
rfnd_EH24041402406,refund,412000,INR,pay_EH24040800013,1713103200,,rcpt_40800013,processed,normal,normal,UTR24041400002406,,
rfnd_EH24050102418,refund,209000,INR,pay_EH24042300025,1714572420,,rcpt_42300025,processed,normal,normal,UTR24050100002418,,
rfnd_EH24041002421,refund,212000,INR,pay_EH24040400028,1712758800,,rcpt_40400028,processed,normal,normal,UTR24041000002421,,
rfnd_EH24042702429,refund,241000,INR,pay_EH24042100036,1714228740,,rcpt_42100036,processed,normal,normal,UTR24042700002429,,
rfnd_EH24050402435,refund,53000,INR,pay_EH24042300042,1714834200,,rcpt_42300042,processed,normal,normal,UTR24050400002435,,
rfnd_EH24042702441,refund,186000,INR,pay_EH24042500049,1714227480,,rcpt_42500049,processed,normal,normal,UTR24042700002441,,
rfnd_EH24041802451,refund,59000,INR,pay_EH24040800059,1713450480,,rcpt_40800059,processed,normal,normal,UTR24041800002451,,
rfnd_EH24050602508,refund,61000,INR,pay_EH24042700116,1715006040,,rcpt_42700116,processed,normal,normal,UTR24050600002508,,
rfnd_EH24042902512,refund,266000,INR,pay_EH24042200120,1714400880,,rcpt_42200120,processed,normal,normal,UTR24042900002512,,
rfnd_EH24043002521,refund,922000,INR,pay_EH24041800129,1714487520,,rcpt_41800129,processed,normal,normal,UTR24043000002521,,
rfnd_EH24042502541,refund,315000,INR,pay_EH24041300149,1714054980,,rcpt_41300149,processed,normal,normal,UTR24042500002541,,
rfnd_EH24050202553,refund,250000,INR,pay_EH24042500161,1714659600,,rcpt_42500161,processed,normal,normal,UTR24050200002553,,
rfnd_EH24040802583,refund,45000,INR,pay_EH24040300192,1712586480,,rcpt_40300192,processed,normal,normal,UTR24040800002583,,
rfnd_EH24050502593,refund,44000,INR,pay_EH24042500202,1714918020,,rcpt_42500202,processed,normal,normal,UTR24050500002593,,
rfnd_EH24042702598,refund,321000,INR,pay_EH24042600207,1714227300,,rcpt_42600207,processed,normal,normal,UTR24042700002598,,
rfnd_EH24042802611,refund,388000,INR,pay_EH24041700220,1714312860,,rcpt_41700220,processed,normal,normal,UTR24042800002611,,
rfnd_EH24050702616,refund,116000,INR,pay_EH24042600225,1715093040,,rcpt_42600225,processed,normal,normal,UTR24050700002616,,
rfnd_EH24050302619,refund,45000,INR,pay_EH24042600228,1714746120,,rcpt_42600228,processed,normal,normal,UTR24050300002619,,
rfnd_EH24050602647,refund,169000,INR,pay_EH24042400256,1715006520,,rcpt_42400256,processed,normal,normal,UTR24050600002647,,
rfnd_EH24042602653,refund,320000,INR,pay_EH24042200262,1714142820,,rcpt_42200262,processed,normal,normal,UTR24042600002653,,
rfnd_EH24042502654,refund,343000,INR,pay_EH24042400263,1714055280,,rcpt_42400263,processed,normal,normal,UTR24042500002654,,
rfnd_EH24042402664,refund,457000,INR,pay_EH24041800273,1713968460,,rcpt_41800273,processed,normal,normal,UTR24042400002664,,
rfnd_EH24040802678,refund,67000,INR,pay_EH24040200287,1712587020,,rcpt_40200287,processed,normal,normal,UTR24040800002678,,
rfnd_EH24050702680,refund,688000,INR,pay_EH24042600289,1715092860,,rcpt_42600289,processed,normal,normal,UTR24050700002680,,
rfnd_EH24042702692,refund,119000,INR,pay_EH24042000301,1714227480,,rcpt_42000301,processed,normal,normal,UTR24042700002692,,
rfnd_EH24043002711,refund,204000,INR,pay_EH24042600320,1714485660,,rcpt_42600320,processed,normal,normal,UTR24043000002711,,
rfnd_EH24041402715,refund,216000,INR,pay_EH24040600324,1713106080,,rcpt_40600324,processed,normal,normal,UTR24041400002715,,
rfnd_EH24050702730,refund,669000,INR,pay_EH24043000339,1715093640,,rcpt_43000339,processed,normal,normal,UTR24050700002730,,
rfnd_EH24050502731,refund,38000,INR,pay_EH24042700340,1714921020,,rcpt_42700340,processed,normal,normal,UTR24050500002731,,
rfnd_EH24041102740,refund,1279000,INR,pay_EH24040900350,1712845440,,rcpt_40900350,processed,normal,normal,UTR24041100002740,,
rfnd_EH24042302743,refund,612000,INR,pay_EH24041600353,1713881160,,rcpt_41600353,processed,normal,normal,UTR24042300002743,,
rfnd_EH24042802750,refund,2288000,INR,pay_EH24042200361,1714312920,,rcpt_42200361,processed,normal,normal,UTR24042800002750,,
rfnd_EH24042902782,refund,5026000,INR,pay_EH24042600393,1714401480,,rcpt_42600393,processed,normal,normal,UTR24042900002782,,
rfnd_EH24043002787,refund,196000,INR,pay_EH24042100398,1714486920,,rcpt_42100398,processed,normal,normal,UTR24043000002787,,
rfnd_EH24041302811,refund,114000,INR,pay_EH24041000422,1713019320,,rcpt_41000422,processed,normal,normal,UTR24041300002811,,
rfnd_EH24042702841,refund,104000,INR,pay_EH24041800452,1714228740,,rcpt_41800452,processed,normal,normal,UTR24042700002841,,
rfnd_EH24042702853,refund,204000,INR,pay_EH24042500464,1714229940,,rcpt_42500464,processed,normal,normal,UTR24042700002853,,
rfnd_EH24042502860,refund,247000,INR,pay_EH24041300471,1714054200,,rcpt_41300471,processed,normal,normal,UTR24042500002860,,
rfnd_EH24040902866,refund,278000,INR,pay_EH24040500477,1712674500,,rcpt_40500477,processed,normal,normal,UTR24040900002866,,
rfnd_EH24041302887,refund,86000,INR,pay_EH24041000498,1713017940,,rcpt_41000498,processed,normal,normal,UTR24041300002887,,
rfnd_EH24050402888,refund,153000,INR,pay_EH24043000499,1714832160,,rcpt_43000499,processed,normal,normal,UTR24050400002888,,
rfnd_EH24041802931,refund,34000,INR,pay_EH24041300543,1713450900,,rcpt_41300543,processed,normal,normal,UTR24041800002931,,
rfnd_EH24040802957,refund,70000,INR,pay_EH24040300569,1712586240,,rcpt_40300569,processed,normal,normal,UTR24040800002957,,
rfnd_EH24041902966,refund,215000,INR,pay_EH24041600578,1713537000,,rcpt_41600578,processed,normal,normal,UTR24041900002966,,
rfnd_EH24041502969,refund,186000,INR,pay_EH24040700581,1713190140,,rcpt_40700581,processed,normal,normal,UTR24041500002969,,
rfnd_EH24041502979,refund,133000,INR,pay_EH24040800591,1713189660,,rcpt_40800591,processed,normal,normal,UTR24041500002979,,
rfnd_EH24040902981,refund,33000,INR,pay_EH24040200593,1712672280,,rcpt_40200593,processed,normal,normal,UTR24040900002981,,
rfnd_EH24041302982,refund,592000,INR,pay_EH24041000594,1713019440,,rcpt_41000594,processed,normal,normal,UTR24041300002982,,
rfnd_EH24041003003,refund,422000,INR,pay_EH24040900615,1712760360,,rcpt_40900615,processed,normal,normal,UTR24041000003003,,
rfnd_EH24041103024,refund,118000,INR,pay_EH24040800636,1712844300,,rcpt_40800636,processed,normal,normal,UTR24041100003024,,
rfnd_EH24042203027,refund,1097000,INR,pay_EH24041600639,1713796320,,rcpt_41600639,processed,normal,normal,UTR24042200003027,,
rfnd_EH24051003036,refund,82000,INR,pay_EH24043000648,1715350140,,rcpt_43000648,processed,normal,normal,UTR24051000003036,,
rfnd_EH24042903054,refund,505000,INR,pay_EH24042300666,1714400460,,rcpt_42300666,processed,normal,normal,UTR24042900003054,,
rfnd_EH24042403058,refund,314000,INR,pay_EH24042000670,1713970320,,rcpt_42000670,processed,normal,normal,UTR24042400003058,,
rfnd_EH24050603060,refund,465000,INR,pay_EH24042700672,1715006640,,rcpt_42700672,processed,normal,normal,UTR24050600003060,,
rfnd_EH24040603061,refund,749000,INR,pay_EH24040400673,1712414460,,rcpt_40400673,processed,normal,normal,UTR24040600003061,,
rfnd_EH24050603072,refund,75000,INR,pay_EH24042600684,1715004780,,rcpt_42600684,processed,normal,normal,UTR24050600003072,,
rfnd_EH24041903094,refund,38000,INR,pay_EH24041000706,1713538560,,rcpt_41000706,processed,normal,normal,UTR24041900003094,,
rfnd_EH24040703118,refund,93000,INR,pay_EH24040400730,1712500680,,rcpt_40400730,processed,normal,normal,UTR24040700003118,,
rfnd_EH24040603126,refund,157000,INR,pay_EH24040200738,1712412000,,rcpt_40200738,processed,normal,normal,UTR24040600003126,,
rfnd_EH24043003141,refund,136000,INR,pay_EH24042500753,1714488000,,rcpt_42500753,processed,normal,normal,UTR24043000003141,,
rfnd_EH24041303154,refund,116000,INR,pay_EH24040200766,1713018360,,rcpt_40200766,processed,normal,normal,UTR24041300003154,,
rfnd_EH24040603193,refund,72000,INR,pay_EH24040100805,1712415420,,rcpt_40100805,processed,normal,normal,UTR24040600003193,,
rfnd_EH24042903213,refund,139000,INR,pay_EH24042000825,1714401060,,rcpt_42000825,processed,normal,normal,UTR24042900003213,,
rfnd_EH24050603228,refund,158000,INR,pay_EH24042800840,1715007060,,rcpt_42800840,processed,normal,normal,UTR24050600003228,,
rfnd_EH24040903234,refund,40000,INR,pay_EH24040500846,1712671680,,rcpt_40500846,processed,normal,normal,UTR24040900003234,,
rfnd_EH24050303240,refund,36000,INR,pay_EH24042700852,1714747560,,rcpt_42700852,processed,normal,normal,UTR24050300003240,,
rfnd_EH24042903265,refund,730000,INR,pay_EH24042600877,1714400220,,rcpt_42600877,processed,normal,normal,UTR24042900003265,,
rfnd_EH24050203269,refund,406000,INR,pay_EH24042300881,1714659780,,rcpt_42300881,processed,normal,normal,UTR24050200003269,,
rfnd_EH24052503301,refund,205000,INR,pay_EH24051600024,1716646860,,rcpt_51600024,processed,normal,normal,UTR24052500003301,,
