id,entity,amount,status,fees,tax,utr,created_at,settlement_date,payment_count,refund_adjustment
setl_EH2402190042,settlement,23134942,processed,424058,0,EH2024021900000042,1708363800,2024-02-19,31,0
setl_EH2402200043,settlement,46598848,processed,854152,0,EH2024022000000043,1708450200,2024-02-20,55,0
setl_EH2402210044,settlement,25620405,processed,473595,0,EH2024022100000044,1708536600,2024-02-21,32,2170.0
setl_EH2402220045,settlement,24236265,processed,448735,0,EH2024022200000045,1708623000,2024-02-22,30,2450.0
setl_EH2402230046,settlement,16584096,processed,318904,0,EH2024022300000046,1708709400,2024-02-23,24,8140.0
setl_EH2402250047,settlement,10395650,processed,206350,0,EH2024022500000047,1708882200,2024-02-25,22,8620.0
setl_EH2402260048,settlement,7578425,processed,180575,0,EH2024022600000048,1708968600,2024-02-26,17,22730.0
setl_EH2402270049,settlement,53881361,processed,987639,0,EH2024022700000049,1709055000,2024-02-27,54,0
setl_EH2402280050,settlement,11173223,processed,239777,0,EH2024022800000050,1709141400,2024-02-28,28,19080.0
setl_EH2402290051,settlement,11170250,processed,204750,0,EH2024022900000051,1709227800,2024-02-29,22,0
setl_EH2403010052,settlement,16571654,processed,327346,0,EH2024030100000052,1709314200,2024-03-01,29,12870.0
setl_EH2403030053,settlement,17928374,processed,328626,0,EH2024030300000053,1709487000,2024-03-03,26,0
setl_EH2403040054,settlement,17248833,processed,316167,0,EH2024030400000054,1709573400,2024-03-04,29,0
setl_EH2403050055,settlement,38892116,processed,712884,0,EH2024030500000055,1709659800,2024-03-05,58,0
setl_EH2403060056,settlement,24037765,processed,446235,0,EH2024030600000056,1709746200,2024-03-06,34,3070.0
setl_EH2403070057,settlement,19422825,processed,373175,0,EH2024030700000057,1709832600,2024-03-07,28,9360.0
setl_EH2403080058,settlement,14465604,processed,270396,0,EH2024030800000058,1709919000,2024-03-08,26,2860.0
setl_EH2403100059,settlement,19465546,processed,372454,0,EH2024031000000059,1710091800,2024-03-10,25,8540.0
setl_EH2403110060,settlement,17271007,processed,338993,0,EH2024031100000060,1710178200,2024-03-11,24,12230.0
setl_EH2403120061,settlement,32132428,processed,603571,0,EH2024031200000061,1710264600,2024-03-12,50,7960.0
setl_EH2403130062,settlement,23745233,processed,447767,0,EH2024031300000062,1710351000,2024-03-13,22,6830.0
setl_EH2403140063,settlement,17640968,processed,337032,0,EH2024031400000063,1710437400,2024-03-14,29,7460.0
setl_EH2403150064,settlement,12848024,processed,264976,0,EH2024031500000064,1710523800,2024-03-15,26,16080.0
setl_EH2403170065,settlement,13404303,processed,245696,0,EH2024031700000065,1710696600,2024-03-17,19,0
setl_EH2403180066,settlement,14396604,processed,277396,0,EH2024031800000066,1710783000,2024-03-18,23,7370.0
setl_EH2403190067,settlement,34536940,processed,633060,0,EH2024031900000067,1710869400,2024-03-19,60,0
setl_EH2403200068,settlement,16910948,processed,353052,0,EH2024032000000068,1710955800,2024-03-20,22,23500.0
setl_EH2403210069,settlement,11250067,processed,288933,0,EH2024032100000069,1711042200,2024-03-21,23,45130.0
setl_EH2403220070,settlement,33203548,processed,617452,0,EH2024032200000070,1711128600,2024-03-22,40,4820.0
setl_EH2403240071,settlement,21501873,processed,394127,0,EH2024032400000071,1711301400,2024-03-24,16,0
setl_EH2403250072,settlement,16287932,processed,310068,0,EH2024032500000072,1711387800,2024-03-25,27,6280.0
setl_EH2403260073,settlement,31783005,processed,586995,0,EH2024032600000073,1711474200,2024-03-26,48,2410.0
setl_EH2403270074,settlement,22206987,processed,436013,0,EH2024032700000074,1711560600,2024-03-27,34,15800.0
setl_EH2403280075,settlement,23044599,processed,422401,0,EH2024032800000075,1711647000,2024-03-28,31,0
setl_EH2403290076,settlement,16946847,processed,350153,0,EH2024032900000076,1711733400,2024-03-29,23,21560.0
setl_EH2403310077,settlement,18553249,processed,353751,0,EH2024033100000077,1711906200,2024-03-31,20,7460.0
setl_EH2404010078,settlement,12862236,processed,235764,0,EH2024040100000078,1711992600,2024-04-01,25,0
setl_EH2404020079,settlement,38287535,processed,711465,0,EH2024040200000079,1712079000,2024-04-02,49,5270.0
setl_EH2404030080,settlement,11167991,processed,258009,0,EH2024040300000080,1712165400,2024-04-03,26,29080.0
setl_EH2404040081,settlement,25445587,processed,466413,0,EH2024040400000081,1712251800,2024-04-04,34,0
setl_EH2404050082,settlement,38775178,processed,724822,0,EH2024040500000082,1712338200,2024-04-05,35,7680.0
setl_EH2404070083,settlement,18530631,processed,341369,0,EH2024040700000083,1712511000,2024-04-07,33,930.0
setl_EH2404080084,settlement,17565690,processed,325310,0,EH2024040800000084,1712597400,2024-04-08,21,1820.0
setl_EH2404090085,settlement,53781751,processed,992249,0,EH2024040900000085,1712683800,2024-04-09,75,3510.0
setl_EH2404100086,settlement,24979507,processed,469493,0,EH2024041000000086,1712770200,2024-04-10,28,6340.0
setl_EH2404110087,settlement,19720910,processed,387090,0,EH2024041100000087,1712856600,2024-04-11,34,13970.0
setl_EH2404120088,settlement,18580424,processed,340576,0,EH2024041200000088,1712943000,2024-04-12,26,0
setl_EH2404140089,settlement,36936447,processed,688553,0,EH2024041400000089,1713115800,2024-04-14,36,6280.0
setl_EH2404150090,settlement,21121006,processed,392994,0,EH2024041500000090,1713202200,2024-04-15,34,3190.0
setl_EH2404160091,settlement,52449604,processed,961396,0,EH2024041600000091,1713288600,2024-04-16,55,0
setl_EH2404170092,settlement,27166048,processed,497952,0,EH2024041700000092,1713375000,2024-04-17,33,0
setl_EH2404180093,settlement,27753574,processed,510426,0,EH2024041800000093,1713461400,2024-04-18,33,930.0
setl_EH2404190094,settlement,39540588,processed,729412,0,EH2024041900000094,1713547800,2024-04-19,37,2530.0
setl_EH2404210095,settlement,21412512,processed,392488,0,EH2024042100000095,1713720600,2024-04-21,31,0
setl_EH2404220096,settlement,31010475,processed,588525,0,EH2024042200000096,1713807000,2024-04-22,38,10970.0
setl_EH2404230097,settlement,27867968,processed,522032,0,EH2024042300000097,1713893400,2024-04-23,39,6120.0
setl_EH2404240098,settlement,28549556,processed,537444,0,EH2024042400000098,1713979800,2024-04-24,31,7710.0
setl_EH2404250099,settlement,11603716,processed,229284,0,EH2024042500000099,1714066200,2024-04-25,23,9050.0
setl_EH2404260100,settlement,16725556,processed,312444,0,EH2024042600000100,1714152600,2024-04-26,24,3200.0
setl_EH2404280101,settlement,25557482,processed,517518,0,EH2024042800000101,1714325400,2024-04-28,28,26760.0
setl_EH2404290102,settlement,12017534,processed,342466,0,EH2024042900000102,1714411800,2024-04-29,34,66660.0
setl_EH2404300103,settlement,43982089,processed,832911,0,EH2024043000000103,1714498200,2024-04-30,52,14580.0
setl_EH2405010104,settlement,17391786,processed,326214,0,EH2024050100000104,1714584600,2024-05-01,24,4050.0
setl_EH2405020105,settlement,18719844,processed,355156,0,EH2024050200000105,1714671000,2024-05-02,28,6560.0
setl_EH2405030106,settlement,29197882,processed,539118,0,EH2024050300000106,1714757400,2024-05-03,24,2140.0
setl_EH2405050107,settlement,21923638,processed,403362,0,EH2024050500000107,1714930200,2024-05-05,33,820.0
setl_EH2405060108,settlement,29691626,processed,569374,0,EH2024050600000108,1715016600,2024-05-06,30,13710.0
setl_EH2405070109,settlement,47669909,processed,903091,0,EH2024050700000109,1715103000,2024-05-07,56,15990.0
setl_EH2405080110,settlement,26492398,processed,485602,0,EH2024050800000110,1715189400,2024-05-08,34,0
setl_EH2405090111,settlement,24515900,processed,465100,0,EH2024050900000111,1715275800,2024-05-09,37,8580.0
setl_EH2405100112,settlement,17621428,processed,328572,0,EH2024051000000112,1715362200,2024-05-10,29,3040.0
setl_EH2405120113,settlement,18606936,processed,341064,0,EH2024051200000113,1715535000,2024-05-12,28,0
setl_EH2405130114,settlement,21380485,processed,411514,0,EH2024051300000114,1715621400,2024-05-13,29,10700.0
setl_EH2405140115,settlement,36162411,processed,695589,0,EH2024051400000115,1715707800,2024-05-14,57,17860.0
setl_EH2405150116,settlement,13957324,processed,276676,0,EH2024051500000116,1715794200,2024-05-15,24,11370.0
setl_EH2405160117,settlement,22133914,processed,416085,0,EH2024051600000117,1715880600,2024-05-16,30,5660.0
setl_EH2405170118,settlement,17694976,processed,345024,0,EH2024051700000118,1715967000,2024-05-17,26,11280.0
setl_EH2405190119,settlement,23323421,processed,428579,0,EH2024051900000119,1716139800,2024-05-19,34,580.0
setl_EH2405200120,settlement,28097228,processed,515771,0,EH2024052000000120,1716226200,2024-05-20,31,410.0
setl_EH2405210121,settlement,41333356,processed,785644,0,EH2024052100000121,1716312600,2024-05-21,51,15280.0
setl_EH2405220122,settlement,26136572,processed,488428,0,EH2024052200000122,1716399000,2024-05-22,34,5100.0
setl_EH2405230123,settlement,34446600,processed,631400,0,EH2024052300000123,1716485400,2024-05-23,38,0
setl_EH2405240124,settlement,23708354,processed,441646,0,EH2024052400000124,1716571800,2024-05-24,36,3860.0
setl_EH2405260125,settlement,19612857,processed,360143,0,EH2024052600000125,1716744600,2024-05-26,25,350.0
setl_EH2405270126,settlement,33695478,processed,630522,0,EH2024052700000126,1716831000,2024-05-27,40,7030.0
setl_EH2405280127,settlement,43014031,processed,857969,0,EH2024052800000127,1716917400,2024-05-28,52,37930.0
setl_EH2405290128,settlement,24921284,processed,524716,0,EH2024052900000128,1717003800,2024-05-29,35,37050.0
setl_EH2405300129,settlement,15618307,processed,287693,0,EH2024053000000129,1717090200,2024-05-30,27,770.0
setl_EH2405310130,settlement,29610248,processed,542752,0,EH2024053100000130,1717176600,2024-05-31,35,0
setl_EH2406020131,settlement,18440091,processed,368909,0,EH2024060200000131,1717349400,2024-06-02,27,16860.0
setl_EH2406030132,settlement,20547022,processed,379978,0,EH2024060300000132,1717435800,2024-06-03,24,1830.0
setl_EH2406040133,settlement,47872502,processed,877498,0,EH2024060400000133,1717522200,2024-06-04,63,0
setl_EH2406050134,settlement,37063627,processed,679373,0,EH2024060500000134,1717608600,2024-06-05,30,0
setl_EH2406060135,settlement,10415891,processed,214109,0,EH2024060600000135,1717695000,2024-06-06,22,12650.0
setl_EH2406070136,settlement,20050479,processed,367521,0,EH2024060700000136,1717781400,2024-06-07,32,0
setl_EH2406090137,settlement,21163800,processed,392200,0,EH2024060900000137,1717954200,2024-06-09,20,2330.0
setl_EH2406100138,settlement,31943348,processed,703652,0,EH2024061000000138,1718040600,2024-06-10,33,64450.0
setl_EH2406110139,settlement,33380296,processed,619703,0,EH2024061100000139,1718127000,2024-06-11,45,4280.0
setl_EH2406120140,settlement,14482537,processed,265463,0,EH2024061200000140,1718213400,2024-06-12,24,0
setl_EH2406130141,settlement,27826074,processed,512926,0,EH2024061300000141,1718299800,2024-06-13,27,1570.0
setl_EH2406140142,settlement,33363451,processed,611549,0,EH2024061400000142,1718386200,2024-06-14,31,0
setl_EH2406160143,settlement,14531026,processed,284974,0,EH2024061600000143,1718559000,2024-06-16,32,10160.0
setl_EH2406170144,settlement,20464407,processed,378593,0,EH2024061700000144,1718645400,2024-06-17,29,1900.0
setl_EH2406180145,settlement,40680338,processed,745662,0,EH2024061800000145,1718731800,2024-06-18,65,0
setl_EH2406190146,settlement,13094196,processed,256804,0,EH2024061900000146,1718818200,2024-06-19,25,9160.0
setl_EH2406200147,settlement,29115488,processed,557512,0,EH2024062000000147,1718904600,2024-06-20,26,13000.0
setl_EH2406210148,settlement,22578615,processed,449385,0,EH2024062100000148,1718991000,2024-06-21,33,19380.0
setl_EH2406230149,settlement,16463232,processed,301768,0,EH2024062300000149,1719163800,2024-06-23,29,0
setl_EH2406240150,settlement,13231454,processed,316545,0,EH2024062400000150,1719250200,2024-06-24,27,40380.0
setl_EH2406250151,settlement,36902579,processed,676421,0,EH2024062500000151,1719336600,2024-06-25,57,0
setl_EH2406260152,settlement,20523472,processed,381528,0,EH2024062600000152,1719423000,2024-06-26,33,2910.0
setl_EH2406270153,settlement,28528450,processed,546550,0,EH2024062700000153,1719509400,2024-06-27,33,12890.0
setl_EH2406280154,settlement,36634758,processed,692242,0,EH2024062800000154,1719595800,2024-06-28,40,11310.0
setl_EH2406300155,settlement,18376865,processed,341135,0,EH2024063000000155,1719768600,2024-06-30,23,2340.0
setl_EH2407010156,settlement,34685687,processed,647313,0,EH2024070100000156,1719855000,2024-07-01,33,6290.0
setl_EH2407020157,settlement,36915958,processed,694042,0,EH2024070200000157,1719941400,2024-07-02,40,9480.0
setl_EH2407030158,settlement,24911429,processed,461571,0,EH2024070300000158,1720027800,2024-07-03,27,2700.0
setl_EH2407040159,settlement,10305735,processed,202265,0,EH2024070400000159,1720114200,2024-07-04,17,7290.0
setl_EH2407050160,settlement,19917307,processed,377693,0,EH2024070500000160,1720200600,2024-07-05,30,6880.0
setl_EH2407070161,settlement,19112667,processed,350333,0,EH2024070700000161,1720373400,2024-07-07,24,0
setl_EH2407080162,settlement,26228092,processed,485908,0,EH2024070800000162,1720459800,2024-07-08,31,2810.0
setl_EH2407090163,settlement,32676186,processed,604814,0,EH2024070900000163,1720546200,2024-07-09,49,3200.0
setl_EH2407100164,settlement,19076370,processed,387630,0,EH2024071000000164,1720632600,2024-07-10,27,20710.0
setl_EH2407110165,settlement,24387200,processed,465800,0,EH2024071100000165,1720719000,2024-07-11,35,10250.0
setl_EH2407120166,settlement,22392313,processed,437687,0,EH2024071200000166,1720805400,2024-07-12,26,14860.0
setl_EH2407140167,settlement,27303878,processed,506122,0,EH2024071400000167,1720978200,2024-07-14,32,3080.0
setl_EH2407150168,settlement,9765011,processed,178989,0,EH2024071500000168,1721064600,2024-07-15,19,0
setl_EH2407160169,settlement,28952078,processed,534922,0,EH2024071600000169,1721151000,2024-07-16,40,2310.0
setl_EH2407170170,settlement,18284899,processed,337101,0,EH2024071700000170,1721237400,2024-07-17,26,1060.0
setl_EH2407180171,settlement,11213538,processed,222462,0,EH2024071800000171,1721323800,2024-07-18,19,9230.0
setl_EH2407190172,settlement,15229838,processed,279162,0,EH2024071900000172,1721410200,2024-07-19,25,0
setl_EH2407210173,settlement,25814925,processed,536075,0,EH2024072100000173,1721583000,2024-07-21,33,34310.0
setl_EH2407220174,settlement,11981644,processed,236356,0,EH2024072200000174,1721669400,2024-07-22,26,9130.0
setl_EH2407230175,settlement,31705402,processed,595598,0,EH2024072300000175,1721755800,2024-07-23,56,7880.0
setl_EH2407240176,settlement,12822667,processed,242333,0,EH2024072400000176,1721842200,2024-07-24,21,3980.0
setl_EH2407250177,settlement,28958365,processed,543634,0,EH2024072500000177,1721928600,2024-07-25,32,7000.0
setl_EH2407260178,settlement,39731724,processed,728276,0,EH2024072600000178,1722015000,2024-07-26,36,0
setl_EH2407280179,settlement,19806377,processed,366623,0,EH2024072800000179,1722187800,2024-07-28,22,1950.0
setl_EH2407290180,settlement,12083005,processed,228994,0,EH2024072900000180,1722274200,2024-07-29,25,4100.0
setl_EH2407300181,settlement,29698628,processed,544372,0,EH2024073000000181,1722360600,2024-07-30,44,0
setl_EH2407310182,settlement,11890960,processed,221040,0,EH2024073100000182,1722447000,2024-07-31,19,1680.0
setl_EH2408010183,settlement,12798158,processed,247842,0,EH2024080100000183,1722533400,2024-08-01,23,7230.0
setl_EH2408020184,settlement,18253882,processed,341118,0,EH2024080200000184,1722619800,2024-08-02,26,3560.0
setl_EH2408040185,settlement,15749678,processed,290322,0,EH2024080400000185,1722792600,2024-08-04,25,890.0
setl_EH2408050186,settlement,48556883,processed,897117,0,EH2024080500000186,1722879000,2024-08-05,33,3860.0
setl_EH2408060187,settlement,34314029,processed,628971,0,EH2024080600000187,1722965400,2024-08-06,55,0
setl_EH2408070188,settlement,18946708,processed,347292,0,EH2024080700000188,1723051800,2024-08-07,34,0
setl_EH2408080189,settlement,22717015,processed,418985,0,EH2024080800000189,1723138200,2024-08-08,31,1410.0
setl_EH2408090190,settlement,22567344,processed,413656,0,EH2024080900000190,1723224600,2024-08-09,29,0
setl_EH2408110191,settlement,20231440,processed,376560,0,EH2024081100000191,1723397400,2024-08-11,33,3120.0
setl_EH2408120192,settlement,19554640,processed,369360,0,EH2024081200000192,1723483800,2024-08-12,20,5960.0
setl_EH2408130193,settlement,43603498,processed,821502,0,EH2024081300000193,1723570200,2024-08-13,63,12140.0
setl_EH2408140194,settlement,13818073,processed,278927,0,EH2024081400000194,1723656600,2024-08-14,25,13990.0
setl_EH2408150195,settlement,27371848,processed,514152,0,EH2024081500000195,1723743000,2024-08-15,33,6780.0
setl_EH2408160196,settlement,17308734,processed,317266,0,EH2024081600000196,1723829400,2024-08-16,25,0
setl_EH2408180197,settlement,20357187,processed,374813,0,EH2024081800000197,1724002200,2024-08-18,30,910.0
setl_EH2408190198,settlement,14704834,processed,284166,0,EH2024081900000198,1724088600,2024-08-19,21,7980.0
setl_EH2408200199,settlement,34267435,processed,629565,0,EH2024082000000199,1724175000,2024-08-20,50,790.0
setl_EH2408210200,settlement,22978167,processed,424833,0,EH2024082100000200,1724261400,2024-08-21,24,1990.0
setl_EH2408220201,settlement,16297273,processed,298727,0,EH2024082200000201,1724347800,2024-08-22,28,0
setl_EH2408230202,settlement,26494918,processed,492082,0,EH2024082300000202,1724434200,2024-08-23,32,3510.0
setl_EH2408250203,settlement,56082843,processed,1048156,0,EH2024082500000203,1724607000,2024-08-25,40,11000.0
setl_EH2408260204,settlement,10670458,processed,205542,0,EH2024082600000204,1724693400,2024-08-26,19,5430.0
setl_EH2408270205,settlement,47002789,processed,884211,0,EH2024082700000205,1724779800,2024-08-27,58,12360.0
setl_EH2408280206,settlement,21048903,processed,397097,0,EH2024082800000206,1724866200,2024-08-28,33,6150.0
setl_EH2408290207,settlement,25004820,processed,466180,0,EH2024082900000207,1724952600,2024-08-29,34,4280.0
setl_EH2408300208,settlement,10781687,processed,334313,0,EH2024083000000208,1725039000,2024-08-30,22,74570.0
setl_EH2409010209,settlement,17673414,processed,339586,0,EH2024090100000209,1725211800,2024-09-01,29,8530.0
setl_EH2409020210,settlement,16989813,processed,316187,0,EH2024090200000210,1725298200,2024-09-02,31,2600.0
setl_EH2409030211,settlement,31242698,processed,623302,0,EH2024090300000211,1725384600,2024-09-03,47,27620.0
setl_EH2409040212,settlement,19301347,processed,354653,0,EH2024090400000212,1725471000,2024-09-04,30,470.0
setl_EH2409050213,settlement,15454757,processed,307242,0,EH2024090500000213,1725557400,2024-09-05,23,13070.0
setl_EH2409060214,settlement,19414740,processed,361260,0,EH2024090600000214,1725643800,2024-09-06,31,2940.0
setl_EH2409080215,settlement,26355334,processed,484666,0,EH2024090800000215,1725816600,2024-09-08,38,860.0
setl_EH2409090216,settlement,20429724,processed,399276,0,EH2024090900000216,1725903000,2024-09-09,39,13530.0
setl_EH2409100217,settlement,59608460,processed,1094540,0,EH2024091000000217,1725989400,2024-09-10,63,1050.0
setl_EH2409110218,settlement,22154644,processed,436356,0,EH2024091100000218,1726075800,2024-09-11,31,16510.0
setl_EH2409120219,settlement,21853431,processed,400569,0,EH2024091200000219,1726162200,2024-09-12,28,0
setl_EH2409130220,settlement,8420321,processed,247679,0,EH2024091300000220,1726248600,2024-09-13,24,50920.0
setl_EH2409150221,settlement,28507202,processed,548798,0,EH2024091500000221,1726421400,2024-09-15,38,14330.0
setl_EH2409160222,settlement,21981045,processed,421955,0,EH2024091600000222,1726507800,2024-09-16,32,10390.0
setl_EH2409170223,settlement,49290842,processed,927158,0,EH2024091700000223,1726594200,2024-09-17,64,12910.0
setl_EH2409180224,settlement,21555223,processed,428776,0,EH2024091800000224,1726680600,2024-09-18,28,18370.0
setl_EH2409190225,settlement,14047560,processed,260440,0,EH2024091900000225,1726767000,2024-09-19,26,1610.0
setl_EH2409200226,settlement,22277132,processed,419868,0,EH2024092000000226,1726853400,2024-09-20,30,6290.0
setl_EH2409220227,settlement,17034048,processed,342952,0,EH2024092200000227,1727026200,2024-09-22,29,16760.0
setl_EH2409230228,settlement,20221351,processed,394649,0,EH2024092300000228,1727112600,2024-09-23,27,13090.0
setl_EH2409240229,settlement,30212132,processed,575868,0,EH2024092400000229,1727199000,2024-09-24,58,12050.0
setl_EH2409250230,settlement,40632654,processed,761346,0,EH2024092500000230,1727285400,2024-09-25,31,9030.0
setl_EH2409260231,settlement,16859817,processed,320183,0,EH2024092600000231,1727371800,2024-09-26,20,6080.0
setl_EH2409270232,settlement,16894317,processed,333683,0,EH2024092700000232,1727458200,2024-09-27,34,13100.0
setl_EH2409290233,settlement,17262860,processed,317140,0,EH2024092900000233,1727631000,2024-09-29,35,390.0
setl_EH2409300234,settlement,27968453,processed,532546,0,EH2024093000000234,1727717400,2024-09-30,36,10850.0
setl_EH2410010235,settlement,36223038,processed,663962,0,EH2024100100000235,1727803800,2024-10-01,61,0
setl_EH2410020236,settlement,12372458,processed,248542,0,EH2024100200000236,1727890200,2024-10-02,25,11870.0
setl_EH2410030237,settlement,16728607,processed,326392,0,EH2024100300000237,1727976600,2024-10-03,27,10780.0
setl_EH2410040238,settlement,21753105,processed,409895,0,EH2024100400000238,1728063000,2024-10-04,25,6090.0
setl_EH2410060239,settlement,28592151,processed,563849,0,EH2024100600000239,1728235800,2024-10-06,36,21690.0
setl_EH2410070240,settlement,15798534,processed,297466,0,EH2024100700000240,1728322200,2024-10-07,24,4300.0
setl_EH2410080241,settlement,44711341,processed,850659,0,EH2024100800000241,1728408600,2024-10-08,66,16970.0
setl_EH2410090242,settlement,26394290,processed,487709,0,EH2024100900000242,1728495000,2024-10-09,25,2130.0
setl_EH2410100243,settlement,16180485,processed,314514,0,EH2024101000000243,1728581400,2024-10-10,30,9780.0
setl_EH2410110244,settlement,12336612,processed,294388,0,EH2024101100000244,1728667800,2024-10-11,26,37240.0
setl_EH2410130245,settlement,13870721,processed,269279,0,EH2024101300000245,1728840600,2024-10-13,25,8200.0
setl_EH2410140246,settlement,18288078,processed,381922,0,EH2024101400000246,1728927000,2024-10-14,29,25480.0
setl_EH2410150247,settlement,34627290,processed,634710,0,EH2024101500000247,1729013400,2024-10-15,56,0
setl_EH2410160248,settlement,21162508,processed,408492,0,EH2024101600000248,1729099800,2024-10-16,35,11230.0
setl_EH2410170249,settlement,22241972,processed,438028,0,EH2024101700000249,1729186200,2024-10-17,16,16550.0
setl_EH2410180250,settlement,16389012,processed,306988,0,EH2024101800000250,1729272600,2024-10-18,25,3590.0
setl_EH2410200251,settlement,27487074,processed,512926,0,EH2024102000000251,1729445400,2024-10-20,30,4960.0
setl_EH2410210252,settlement,17199781,processed,329219,0,EH2024102100000252,1729531800,2024-10-21,29,7610.0
setl_EH2410220253,settlement,39158162,processed,722838,0,EH2024102200000253,1729618200,2024-10-22,67,2770.0
setl_EH2410230254,settlement,22903396,processed,438604,0,EH2024102300000254,1729704600,2024-10-23,25,10250.0
setl_EH2410240255,settlement,32144790,processed,589210,0,EH2024102400000255,1729791000,2024-10-24,30,0
setl_EH2410250256,settlement,9494724,processed,192276,0,EH2024102500000256,1729877400,2024-10-25,19,9950.0
setl_EH2410270257,settlement,24719670,processed,478330,0,EH2024102700000257,1730050200,2024-10-27,31,13760.0
setl_EH2410280258,settlement,15778778,processed,289222,0,EH2024102800000258,1730136600,2024-10-28,19,0
setl_EH2410290259,settlement,29205277,processed,545723,0,EH2024102900000259,1730223000,2024-10-29,45,5670.0
setl_EH2410300260,settlement,12904410,processed,238590,0,EH2024103000000260,1730309400,2024-10-30,21,1120.0
setl_EH2410310261,settlement,22005584,processed,428416,0,EH2024103100000261,1730395800,2024-10-31,32,13670.0
