bank_credit_id,settlement_id,utr,credit_date,amount,currency,bank_status,reference
bc_2024_H1_00019,set_2024_H1_00019,UTR2024H100019,2024-01-20,136624694,INR,credited,ICICI/UTR2024H100019
bc_2024_H1_00020,set_2024_H1_00020,UTR2024H100020,2024-01-21,232435458,INR,credited,ICICI/UTR2024H100020
bc_2024_H1_00021,set_2024_H1_00021,UTR2024H100021,2024-01-22,173636412,INR,credited,ICICI/UTR2024H100021
bc_2024_H1_00022,set_2024_H1_00022,UTR2024H100022,2024-01-23,114190734,INR,credited,ICICI/UTR2024H100022
bc_2024_H1_00023,set_2024_H1_00023,UTR2024H100023,2024-01-24,208042652,INR,credited,ICICI/UTR2024H100023
bc_2024_H1_00024,set_2024_H1_00024,UTR2024H100024,2024-01-25,163911951,INR,credited,ICICI/UTR2024H100024
bc_2024_H1_00025,set_2024_H1_00025,UTR2024H100025,2024-01-26,204260830,INR,credited,ICICI/UTR2024H100025
bc_2024_H1_00026,set_2024_H1_00026,UTR2024H100026,2024-01-27,157920720,INR,credited,ICICI/UTR2024H100026
bc_2024_H1_00027,set_2024_H1_00027,UTR2024H100027,2024-01-28,209458252,INR,credited,ICICI/UTR2024H100027
bc_2024_H1_00028,set_2024_H1_00028,UTR2024H100028,2024-01-29,164244285,INR,credited,ICICI/UTR2024H100028
bc_2024_H1_00029,set_2024_H1_00029,UTR2024H100029,2024-01-30,256303212,INR,credited,ICICI/UTR2024H100029
bc_2024_H1_00030,set_2024_H1_00030,UTR2024H100030,2024-01-31,124327457,INR,credited,ICICI/UTR2024H100030
bc_2024_H1_00031,set_2024_H1_00031,UTR2024H100031,2024-02-01,146415896,INR,credited,ICICI/UTR2024H100031
bc_2024_H1_00032,set_2024_H1_00032,UTR2024H100032,2024-02-02,237010432,INR,credited,ICICI/UTR2024H100032
bc_2024_H1_00033,set_2024_H1_00033,UTR2024H100033,2024-02-03,201991086,INR,credited,ICICI/UTR2024H100033
bc_2024_H1_00034,set_2024_H1_00034,UTR2024H100034,2024-02-04,263358357,INR,credited,ICICI/UTR2024H100034
bc_2024_H1_00035,set_2024_H1_00035,UTR2024H100035,2024-02-05,190616085,INR,credited,ICICI/UTR2024H100035
bc_2024_H1_00036,set_2024_H1_00036,UTR2024H100036,2024-02-06,160371756,INR,credited,ICICI/UTR2024H100036
bc_2024_H1_00037,set_2024_H1_00037,UTR2024H100037,2024-02-07,218879094,INR,credited,ICICI/UTR2024H100037
bc_2024_H1_00038,set_2024_H1_00038,UTR2024H100038,2024-02-08,256430015,INR,credited,ICICI/UTR2024H100038
bc_2024_H1_00039,set_2024_H1_00039,UTR2024H100039,2024-02-09,232248584,INR,credited,ICICI/UTR2024H100039
bc_2024_H1_00040,set_2024_H1_00040,UTR2024H100040,2024-02-10,189915800,INR,credited,ICICI/UTR2024H100040
bc_2024_H1_00041,set_2024_H1_00041,UTR2024H100041,2024-02-11,229941363,INR,credited,ICICI/UTR2024H100041
bc_2024_H1_00042,set_2024_H1_00042,UTR2024H100042,2024-02-12,276134989,INR,credited,ICICI/UTR2024H100042
bc_2024_H1_00043,set_2024_H1_00043,UTR2024H100043,2024-02-13,194991787,INR,credited,ICICI/UTR2024H100043
bc_2024_H1_00044,set_2024_H1_00044,UTR2024H100044,2024-02-14,211222608,INR,credited,ICICI/UTR2024H100044
bc_2024_H1_00045,set_2024_H1_00045,UTR2024H100045,2024-02-15,226257838,INR,credited,ICICI/UTR2024H100045
bc_2024_H1_00046,set_2024_H1_00046,UTR2024H100046,2024-02-16,237434421,INR,credited,ICICI/UTR2024H100046
bc_2024_H1_00047,set_2024_H1_00047,UTR2024H100047,2024-02-17,183672255,INR,credited,ICICI/UTR2024H100047
bc_2024_H1_00048,set_2024_H1_00048,UTR2024H100048,2024-02-18,192049953,INR,credited,ICICI/UTR2024H100048
bc_2024_H1_00049,set_2024_H1_00049,UTR2024H100049,2024-02-19,243885468,INR,credited,ICICI/UTR2024H100049
bc_2024_H1_00050,set_2024_H1_00050,UTR2024H100050,2024-02-20,256140174,INR,credited,ICICI/UTR2024H100050
bc_2024_H1_00051,set_2024_H1_00051,UTR2024H100051,2024-02-21,191974482,INR,credited,ICICI/UTR2024H100051
bc_2024_H1_00052,set_2024_H1_00052,UTR2024H100052,2024-02-22,207057259,INR,credited,ICICI/UTR2024H100052
bc_2024_H1_00053,set_2024_H1_00053,UTR2024H100053,2024-02-23,281440265,INR,credited,ICICI/UTR2024H100053
bc_2024_H1_00054,set_2024_H1_00054,UTR2024H100054,2024-02-24,291346614,INR,credited,ICICI/UTR2024H100054
bc_2024_H1_00055,set_2024_H1_00055,UTR2024H100055,2024-02-25,224430986,INR,credited,ICICI/UTR2024H100055
bc_2024_H1_00056,set_2024_H1_00056,UTR2024H100056,2024-02-26,227704112,INR,credited,ICICI/UTR2024H100056
bc_2024_H1_00057,set_2024_H1_00057,UTR2024H100057,2024-02-27,275084551,INR,credited,ICICI/UTR2024H100057
bc_2024_H1_00058,set_2024_H1_00058,UTR2024H100058,2024-02-28,247887002,INR,credited,ICICI/UTR2024H100058
bc_2024_H1_00059,set_2024_H1_00059,UTR2024H100059,2024-02-29,232776316,INR,credited,ICICI/UTR2024H100059
bc_2024_H1_00060,set_2024_H1_00060,UTR2024H100060,2024-03-01,259050593,INR,credited,ICICI/UTR2024H100060
bc_2024_H1_00061,set_2024_H1_00061,UTR2024H100061,2024-03-02,170587175,INR,credited,ICICI/UTR2024H100061
bc_2024_H1_00062,set_2024_H1_00062,UTR2024H100062,2024-03-03,220963400,INR,credited,ICICI/UTR2024H100062
bc_2024_H1_00063,set_2024_H1_00063,UTR2024H100063,2024-03-04,227394001,INR,credited,ICICI/UTR2024H100063
bc_2024_H1_00064,set_2024_H1_00064,UTR2024H100064,2024-03-05,238295499,INR,credited,ICICI/UTR2024H100064
bc_2024_H1_00065,set_2024_H1_00065,UTR2024H100065,2024-03-06,245736260,INR,credited,ICICI/UTR2024H100065
bc_2024_H1_00066,set_2024_H1_00066,UTR2024H100066,2024-03-07,263989910,INR,credited,ICICI/UTR2024H100066
bc_2024_H1_00067,set_2024_H1_00067,UTR2024H100067,2024-03-08,210840322,INR,credited,ICICI/UTR2024H100067
bc_2024_H1_00068,set_2024_H1_00068,UTR2024H100068,2024-03-09,275996956,INR,credited,ICICI/UTR2024H100068
bc_2024_H1_00069,set_2024_H1_00069,UTR2024H100069,2024-03-10,217650126,INR,credited,ICICI/UTR2024H100069
bc_2024_H1_00070,set_2024_H1_00070,UTR2024H100070,2024-03-11,210710521,INR,credited,ICICI/UTR2024H100070
bc_2024_H1_00071,set_2024_H1_00071,UTR2024H100071,2024-03-12,236454013,INR,credited,ICICI/UTR2024H100071
bc_2024_H1_00072,set_2024_H1_00072,UTR2024H100072,2024-03-13,244460762,INR,credited,ICICI/UTR2024H100072
bc_2024_H1_00073,set_2024_H1_00073,UTR2024H100073,2024-03-14,233148457,INR,credited,ICICI/UTR2024H100073
bc_2024_H1_00074,set_2024_H1_00074,UTR2024H100074,2024-03-15,186317946,INR,credited,ICICI/UTR2024H100074
bc_2024_H1_00075,set_2024_H1_00075,UTR2024H100075,2024-03-16,214458297,INR,credited,ICICI/UTR2024H100075
bc_2024_H1_00076,set_2024_H1_00076,UTR2024H100076,2024-03-17,264221422,INR,credited,ICICI/UTR2024H100076
bc_2024_H1_00077,set_2024_H1_00077,UTR2024H100077,2024-03-18,235565738,INR,credited,ICICI/UTR2024H100077
bc_2024_H1_00078,set_2024_H1_00078,UTR2024H100078,2024-03-19,211967913,INR,credited,ICICI/UTR2024H100078
bc_2024_H1_00079,set_2024_H1_00079,UTR2024H100079,2024-03-20,249753377,INR,credited,ICICI/UTR2024H100079
bc_2024_H1_00080,set_2024_H1_00080,UTR2024H100080,2024-03-21,188198125,INR,credited,ICICI/UTR2024H100080
bc_2024_H1_00081,set_2024_H1_00081,UTR2024H100081,2024-03-22,209457140,INR,credited,ICICI/UTR2024H100081
bc_2024_H1_00082,set_2024_H1_00082,UTR2024H100082,2024-03-23,293803081,INR,credited,ICICI/UTR2024H100082
bc_2024_H1_00083,set_2024_H1_00083,UTR2024H100083,2024-03-24,190457903,INR,credited,ICICI/UTR2024H100083
bc_2024_H1_00084,set_2024_H1_00084,UTR2024H100084,2024-03-25,262029117,INR,credited,ICICI/UTR2024H100084
bc_2024_H1_00085,set_2024_H1_00085,UTR2024H100085,2024-03-26,164234716,INR,credited,ICICI/UTR2024H100085
bc_2024_H1_00086,set_2024_H1_00086,UTR2024H100086,2024-03-27,248933083,INR,credited,ICICI/UTR2024H100086
bc_2024_H1_00087,set_2024_H1_00087,UTR2024H100087,2024-03-28,217018260,INR,credited,ICICI/UTR2024H100087
bc_2024_H1_00088,set_2024_H1_00088,UTR2024H100088,2024-03-29,271433988,INR,credited,ICICI/UTR2024H100088
bc_2024_H1_00089,set_2024_H1_00089,UTR2024H100089,2024-03-30,238327628,INR,credited,ICICI/UTR2024H100089
bc_2024_H1_00090,set_2024_H1_00090,UTR2024H100090,2024-03-31,227041027,INR,credited,ICICI/UTR2024H100090
bc_2024_H1_00091,set_2024_H1_00091,UTR2024H100091,2024-04-01,230120544,INR,credited,ICICI/UTR2024H100091
bc_2024_H1_00092,set_2024_H1_00092,UTR2024H100092,2024-04-02,180530646,INR,credited,ICICI/UTR2024H100092
bc_2024_H1_00093,set_2024_H1_00093,UTR2024H100093,2024-04-03,130982947,INR,credited,ICICI/UTR2024H100093
bc_2024_H1_00094,set_2024_H1_00094,UTR2024H100094,2024-04-04,206148249,INR,credited,ICICI/UTR2024H100094
bc_2024_H1_00095,set_2024_H1_00095,UTR2024H100095,2024-04-05,285465434,INR,credited,ICICI/UTR2024H100095
bc_2024_H1_00096,set_2024_H1_00096,UTR2024H100096,2024-04-06,228083192,INR,credited,ICICI/UTR2024H100096
bc_2024_H1_00097,set_2024_H1_00097,UTR2024H100097,2024-04-07,214543679,INR,credited,ICICI/UTR2024H100097
bc_2024_H1_00098,set_2024_H1_00098,UTR2024H100098,2024-04-08,205743367,INR,credited,ICICI/UTR2024H100098
bc_2024_H1_00099,set_2024_H1_00099,UTR2024H100099,2024-04-09,252797570,INR,credited,ICICI/UTR2024H100099
bc_2024_H1_00100,set_2024_H1_00100,UTR2024H100100,2024-04-10,218641419,INR,credited,ICICI/UTR2024H100100
bc_2024_H1_00101,set_2024_H1_00101,UTR2024H100101,2024-04-11,258300719,INR,credited,ICICI/UTR2024H100101
bc_2024_H1_00102,set_2024_H1_00102,UTR2024H100102,2024-04-12,192906741,INR,credited,ICICI/UTR2024H100102
bc_2024_H1_00103,set_2024_H1_00103,UTR2024H100103,2024-04-13,314450277,INR,credited,ICICI/UTR2024H100103
bc_2024_H1_00104,set_2024_H1_00104,UTR2024H100104,2024-04-14,194823279,INR,credited,ICICI/UTR2024H100104
bc_2024_H1_00105,set_2024_H1_00105,UTR2024H100105,2024-04-15,223179758,INR,credited,ICICI/UTR2024H100105
bc_2024_H1_00106,set_2024_H1_00106,UTR2024H100106,2024-04-16,194495127,INR,credited,ICICI/UTR2024H100106
bc_2024_H1_00107,set_2024_H1_00107,UTR2024H100107,2024-04-17,273116260,INR,credited,ICICI/UTR2024H100107
bc_2024_H1_00108,set_2024_H1_00108,UTR2024H100108,2024-04-18,277594736,INR,credited,ICICI/UTR2024H100108
bc_2024_H1_00109,set_2024_H1_00109,UTR2024H100109,2024-04-19,175829259,INR,credited,ICICI/UTR2024H100109
bc_2024_H1_00110,set_2024_H1_00110,UTR2024H100110,2024-04-20,177862299,INR,credited,ICICI/UTR2024H100110
bc_2024_H1_00111,set_2024_H1_00111,UTR2024H100111,2024-04-21,296088617,INR,credited,ICICI/UTR2024H100111
bc_2024_H1_00112,set_2024_H1_00112,UTR2024H100112,2024-04-22,293866311,INR,credited,ICICI/UTR2024H100112
bc_2024_H1_00113,set_2024_H1_00113,UTR2024H100113,2024-04-23,225569626,INR,credited,ICICI/UTR2024H100113
bc_2024_H1_00114,set_2024_H1_00114,UTR2024H100114,2024-04-24,204110287,INR,credited,ICICI/UTR2024H100114
bc_2024_H1_00115,set_2024_H1_00115,UTR2024H100115,2024-04-25,239156682,INR,credited,ICICI/UTR2024H100115
bc_2024_H1_00116,set_2024_H1_00116,UTR2024H100116,2024-04-26,235028297,INR,credited,ICICI/UTR2024H100116
bc_2024_H1_00117,set_2024_H1_00117,UTR2024H100117,2024-04-27,261759502,INR,credited,ICICI/UTR2024H100117
bc_2024_H1_00118,set_2024_H1_00118,UTR2024H100118,2024-04-28,225427578,INR,credited,ICICI/UTR2024H100118
bc_2024_H1_00119,set_2024_H1_00119,UTR2024H100119,2024-04-29,184145416,INR,credited,ICICI/UTR2024H100119
bc_2024_H1_00120,set_2024_H1_00120,UTR2024H100120,2024-04-30,252237763,INR,credited,ICICI/UTR2024H100120
bc_2024_H1_00121,set_2024_H1_00121,UTR2024H100121,2024-05-01,320171699,INR,credited,ICICI/UTR2024H100121
bc_2024_H1_00122,set_2024_H1_00122,UTR2024H100122,2024-05-02,271145944,INR,credited,ICICI/UTR2024H100122
bc_2024_H1_00123,set_2024_H1_00123,UTR2024H100123,2024-05-03,246621638,INR,credited,ICICI/UTR2024H100123
bc_2024_H1_00124,set_2024_H1_00124,UTR2024H100124,2024-05-04,187479289,INR,credited,ICICI/UTR2024H100124
bc_2024_H1_00125,set_2024_H1_00125,UTR2024H100125,2024-05-05,215848702,INR,credited,ICICI/UTR2024H100125
bc_2024_H1_00126,set_2024_H1_00126,UTR2024H100126,2024-05-06,185110711,INR,credited,ICICI/UTR2024H100126
bc_2024_H1_00127,set_2024_H1_00127,UTR2024H100127,2024-05-07,231997168,INR,credited,ICICI/UTR2024H100127
bc_2024_H1_00128,set_2024_H1_00128,UTR2024H100128,2024-05-08,219946946,INR,credited,ICICI/UTR2024H100128
bc_2024_H1_00129,set_2024_H1_00129,UTR2024H100129,2024-05-09,206014109,INR,credited,ICICI/UTR2024H100129
bc_2024_H1_00130,set_2024_H1_00130,UTR2024H100130,2024-05-10,224443751,INR,credited,ICICI/UTR2024H100130
bc_2024_H1_00131,set_2024_H1_00131,UTR2024H100131,2024-05-11,284477803,INR,credited,ICICI/UTR2024H100131
bc_2024_H1_00132,set_2024_H1_00132,UTR2024H100132,2024-05-12,138597327,INR,credited,ICICI/UTR2024H100132
bc_2024_H1_00133,set_2024_H1_00133,UTR2024H100133,2024-05-13,246829127,INR,credited,ICICI/UTR2024H100133
bc_2024_H1_00134,set_2024_H1_00134,UTR2024H100134,2024-05-14,191985502,INR,credited,ICICI/UTR2024H100134
bc_2024_H1_00135,set_2024_H1_00135,UTR2024H100135,2024-05-15,280394921,INR,credited,ICICI/UTR2024H100135
bc_2024_H1_00136,set_2024_H1_00136,UTR2024H100136,2024-05-16,162286707,INR,credited,ICICI/UTR2024H100136
bc_2024_H1_00137,set_2024_H1_00137,UTR2024H100137,2024-05-17,226107263,INR,credited,ICICI/UTR2024H100137
bc_2024_H1_00138,set_2024_H1_00138,UTR2024H100138,2024-05-18,169406651,INR,credited,ICICI/UTR2024H100138
bc_2024_H1_00139,set_2024_H1_00139,UTR2024H100139,2024-05-19,168957186,INR,credited,ICICI/UTR2024H100139
bc_2024_H1_00140,set_2024_H1_00140,UTR2024H100140,2024-05-20,241650866,INR,credited,ICICI/UTR2024H100140
bc_2024_H1_00141,set_2024_H1_00141,UTR2024H100141,2024-05-21,252535405,INR,credited,ICICI/UTR2024H100141
bc_2024_H1_00142,set_2024_H1_00142,UTR2024H100142,2024-05-22,221042008,INR,credited,ICICI/UTR2024H100142
bc_2024_H1_00143,set_2024_H1_00143,UTR2024H100143,2024-05-23,266163268,INR,credited,ICICI/UTR2024H100143
bc_2024_H1_00144,set_2024_H1_00144,UTR2024H100144,2024-05-24,239958906,INR,credited,ICICI/UTR2024H100144
bc_2024_H1_00145,set_2024_H1_00145,UTR2024H100145,2024-05-25,263118334,INR,credited,ICICI/UTR2024H100145
bc_2024_H1_00146,set_2024_H1_00146,UTR2024H100146,2024-05-26,175278721,INR,credited,ICICI/UTR2024H100146
bc_2024_H1_00147,set_2024_H1_00147,UTR2024H100147,2024-05-27,207600073,INR,credited,ICICI/UTR2024H100147
bc_2024_H1_00148,set_2024_H1_00148,UTR2024H100148,2024-05-28,235539496,INR,credited,ICICI/UTR2024H100148
bc_2024_H1_00149,set_2024_H1_00149,UTR2024H100149,2024-05-29,280979705,INR,credited,ICICI/UTR2024H100149
bc_2024_H1_00150,set_2024_H1_00150,UTR2024H100150,2024-05-30,199392635,INR,credited,ICICI/UTR2024H100150
bc_2024_H1_00151,set_2024_H1_00151,UTR2024H100151,2024-05-31,183603225,INR,credited,ICICI/UTR2024H100151
bc_2024_H1_00152,set_2024_H1_00152,UTR2024H100152,2024-06-01,223057556,INR,credited,ICICI/UTR2024H100152
bc_2024_H1_00153,set_2024_H1_00153,UTR2024H100153,2024-06-02,207048063,INR,credited,ICICI/UTR2024H100153
bc_2024_H1_00154,set_2024_H1_00154,UTR2024H100154,2024-06-03,144246550,INR,credited,ICICI/UTR2024H100154
bc_2024_H1_00155,set_2024_H1_00155,UTR2024H100155,2024-06-04,224878891,INR,credited,ICICI/UTR2024H100155
bc_2024_H1_00156,set_2024_H1_00156,UTR2024H100156,2024-06-05,182080881,INR,credited,ICICI/UTR2024H100156
bc_2024_H1_00157,set_2024_H1_00157,UTR2024H100157,2024-06-06,316906849,INR,credited,ICICI/UTR2024H100157
bc_2024_H1_00158,set_2024_H1_00158,UTR2024H100158,2024-06-07,322586153,INR,credited,ICICI/UTR2024H100158
bc_2024_H1_00159,set_2024_H1_00159,UTR2024H100159,2024-06-08,181078413,INR,credited,ICICI/UTR2024H100159
bc_2024_H1_00160,set_2024_H1_00160,UTR2024H100160,2024-06-09,282559978,INR,credited,ICICI/UTR2024H100160
bc_2024_H1_00161,set_2024_H1_00161,UTR2024H100161,2024-06-10,155126968,INR,credited,ICICI/UTR2024H100161
bc_2024_H1_00162,set_2024_H1_00162,UTR2024H100162,2024-06-11,261189862,INR,credited,ICICI/UTR2024H100162
bc_2024_H1_00163,set_2024_H1_00163,UTR2024H100163,2024-06-12,363619370,INR,credited,ICICI/UTR2024H100163
bc_2024_H1_00164,set_2024_H1_00164,UTR2024H100164,2024-06-13,190899516,INR,credited,ICICI/UTR2024H100164
bc_2024_H1_00165,set_2024_H1_00165,UTR2024H100165,2024-06-14,190503274,INR,credited,ICICI/UTR2024H100165
bc_2024_H1_00166,set_2024_H1_00166,UTR2024H100166,2024-06-15,244628978,INR,credited,ICICI/UTR2024H100166
bc_2024_H1_00167,set_2024_H1_00167,UTR2024H100167,2024-06-16,303871685,INR,credited,ICICI/UTR2024H100167
bc_2024_H1_00168,set_2024_H1_00168,UTR2024H100168,2024-06-17,237106941,INR,credited,ICICI/UTR2024H100168
bc_2024_H1_00169,set_2024_H1_00169,UTR2024H100169,2024-06-18,276089926,INR,credited,ICICI/UTR2024H100169
bc_2024_H1_00170,set_2024_H1_00170,UTR2024H100170,2024-06-19,267390864,INR,credited,ICICI/UTR2024H100170
bc_2024_H1_00171,set_2024_H1_00171,UTR2024H100171,2024-06-20,273668504,INR,credited,ICICI/UTR2024H100171
bc_2024_H1_00172,set_2024_H1_00172,UTR2024H100172,2024-06-21,214303622,INR,credited,ICICI/UTR2024H100172
bc_2024_H1_00173,set_2024_H1_00173,UTR2024H100173,2024-06-22,253772759,INR,credited,ICICI/UTR2024H100173
bc_2024_H1_00174,set_2024_H1_00174,UTR2024H100174,2024-06-23,224024108,INR,credited,ICICI/UTR2024H100174
bc_2024_H1_00175,set_2024_H1_00175,UTR2024H100175,2024-06-24,171808886,INR,credited,ICICI/UTR2024H100175
bc_2024_H1_00176,set_2024_H1_00176,UTR2024H100176,2024-06-25,198168384,INR,credited,ICICI/UTR2024H100176
bc_2024_H1_00177,set_2024_H1_00177,UTR2024H100177,2024-06-26,274376662,INR,credited,ICICI/UTR2024H100177
bc_2024_H1_00178,set_2024_H1_00178,UTR2024H100178,2024-06-27,238764743,INR,credited,ICICI/UTR2024H100178
bc_2024_H1_00179,set_2024_H1_00179,UTR2024H100179,2024-06-28,220265496,INR,credited,ICICI/UTR2024H100179
bc_2024_H1_00180,set_2024_H1_00180,UTR2024H100180,2024-06-29,273801469,INR,credited,ICICI/UTR2024H100180
bc_2024_H1_00181,set_2024_H1_00181,UTR2024H100181,2024-06-30,273404697,INR,credited,ICICI/UTR2024H100181
bc_2024_H1_00182,set_2024_H1_00182,UTR2024H100182,2024-07-01,262810518,INR,credited,ICICI/UTR2024H100182
