id,entity,amount,status,fees,tax,utr,created_at,settlement_date,transaction_count,refund_adjustment
set_2024_H1_00045,settlement,226257838,processed,4151063,0,UTR2024H100045,1707987600,2024-02-15,78,2061.00
set_2024_H1_00046,settlement,237434421,processed,4450694,0,UTR2024H100046,1708074000,2024-02-16,83,53756.00
set_2024_H1_00047,settlement,183672255,processed,3386070,0,UTR2024H100047,1708160400,2024-02-17,96,10566.00
set_2024_H1_00048,settlement,192049953,processed,3523668,0,UTR2024H100048,1708246800,2024-02-18,86,1859.00
set_2024_H1_00049,settlement,243885468,processed,4574591,0,UTR2024H100049,1708333200,2024-02-19,99,56841.00
set_2024_H1_00050,settlement,256140174,processed,4700835,0,UTR2024H100050,1708419600,2024-02-20,93,3165.00
set_2024_H1_00051,settlement,191974482,processed,3534736,0,UTR2024H100051,1708506000,2024-02-21,70,8650.00
set_2024_H1_00052,settlement,207057259,processed,3795348,0,UTR2024H100052,1708592400,2024-02-22,74,0.00
set_2024_H1_00053,settlement,281440265,processed,5164565,0,UTR2024H100053,1708678800,2024-02-23,93,3155.00
set_2024_H1_00054,settlement,291346614,processed,5363653,0,UTR2024H100054,1708765200,2024-02-24,100,12702.00
set_2024_H1_00055,settlement,224430986,processed,4269439,0,UTR2024H100055,1708851600,2024-02-25,91,84907.00
set_2024_H1_00056,settlement,227704112,processed,4249438,0,UTR2024H100056,1708938000,2024-02-26,94,41265.00
set_2024_H1_00057,settlement,275084551,processed,5061475,0,UTR2024H100057,1709024400,2024-02-27,105,10470.00
set_2024_H1_00058,settlement,247887002,processed,4543748,0,UTR2024H100058,1709110800,2024-02-28,79,0.00
set_2024_H1_00059,settlement,232776316,processed,4272857,0,UTR2024H100059,1709197200,2024-02-29,94,3318.00
set_2024_H1_00060,settlement,259050593,processed,4912234,0,UTR2024H100060,1709283600,2024-03-01,86,89388.00
set_2024_H1_00061,settlement,170587175,processed,3128660,0,UTR2024H100061,1709370000,2024-03-02,70,986.00
set_2024_H1_00062,settlement,220963400,processed,4114270,0,UTR2024H100062,1709456400,2024-03-03,92,34928.00
set_2024_H1_00063,settlement,227394001,processed,4181994,0,UTR2024H100063,1709542800,2024-03-04,94,7569.00
set_2024_H1_00064,settlement,238295499,processed,4420088,0,UTR2024H100064,1709629200,2024-03-05,93,28451.00
set_2024_H1_00065,settlement,245736260,processed,4510918,0,UTR2024H100065,1709715600,2024-03-06,93,3595.00
set_2024_H1_00066,settlement,263989910,processed,4986782,0,UTR2024H100066,1709802000,2024-03-07,103,80666.00
set_2024_H1_00067,settlement,210840322,processed,4038437,0,UTR2024H100067,1709888400,2024-03-08,97,94789.00
set_2024_H1_00068,settlement,275996956,processed,5059010,0,UTR2024H100068,1709974800,2024-03-09,106,0.00
set_2024_H1_00069,settlement,217650126,processed,4010149,0,UTR2024H100069,1710061200,2024-03-10,93,11261.00
set_2024_H1_00070,settlement,210710521,processed,3862308,0,UTR2024H100070,1710147600,2024-03-11,103,0.00
set_2024_H1_00071,settlement,236454013,processed,4342294,0,UTR2024H100071,1710234000,2024-03-12,95,4425.00
set_2024_H1_00072,settlement,244460762,processed,4693365,0,UTR2024H100072,1710320400,2024-03-13,101,115883.00
set_2024_H1_00073,settlement,233148457,processed,4273598,0,UTR2024H100073,1710406800,2024-03-14,95,0.00
set_2024_H1_00074,settlement,186317946,processed,3571526,0,UTR2024H100074,1710493200,2024-03-15,85,85285.00
set_2024_H1_00075,settlement,214458297,processed,4096566,0,UTR2024H100075,1710579600,2024-03-16,86,90320.00
set_2024_H1_00076,settlement,264221422,processed,4847939,0,UTR2024H100076,1710666000,2024-03-17,108,2607.00
set_2024_H1_00077,settlement,235565738,processed,4339529,0,UTR2024H100077,1710752400,2024-03-18,97,11797.00
set_2024_H1_00078,settlement,211967913,processed,3981488,0,UTR2024H100078,1710838800,2024-03-19,90,52442.00
set_2024_H1_00079,settlement,249753377,processed,4632912,0,UTR2024H100079,1710925200,2024-03-20,84,29976.00
set_2024_H1_00080,settlement,188198125,processed,3480479,0,UTR2024H100080,1711011600,2024-03-21,85,16810.00
set_2024_H1_00081,settlement,209457140,processed,3856402,0,UTR2024H100081,1711098000,2024-03-22,95,9311.00
set_2024_H1_00082,settlement,293803081,processed,5385401,0,UTR2024H100082,1711184400,2024-03-23,109,0.00
set_2024_H1_00083,settlement,190457903,processed,3665478,0,UTR2024H100083,1711270800,2024-03-24,77,95141.00
set_2024_H1_00084,settlement,262029117,processed,4808390,0,UTR2024H100084,1711357200,2024-03-25,102,2953.00
set_2024_H1_00085,settlement,164234716,processed,3319080,0,UTR2024H100085,1711443600,2024-03-26,78,168395.00
set_2024_H1_00086,settlement,248933083,processed,4562929,0,UTR2024H100086,1711530000,2024-03-27,102,0.00
set_2024_H1_00087,settlement,217018260,processed,4049870,0,UTR2024H100087,1711616400,2024-03-28,96,39244.00
set_2024_H1_00088,settlement,271433988,processed,4975370,0,UTR2024H100088,1711702800,2024-03-29,94,0.00
set_2024_H1_00089,settlement,238327628,processed,4376709,0,UTR2024H100089,1711789200,2024-03-30,94,4463.00
set_2024_H1_00090,settlement,227041027,processed,4161652,0,UTR2024H100090,1711875600,2024-03-31,105,0.00
set_2024_H1_00091,settlement,230120544,processed,4273533,0,UTR2024H100091,1711962000,2024-04-01,94,30243.00
set_2024_H1_00092,settlement,180530646,processed,3445060,0,UTR2024H100092,1712048400,2024-04-02,83,74165.00
set_2024_H1_00093,settlement,130982947,processed,2403403,0,UTR2024H100093,1712134800,2024-04-03,78,1360.00
set_2024_H1_00094,settlement,206148249,processed,3778680,0,UTR2024H100094,1712221200,2024-04-04,98,0.00
set_2024_H1_00095,settlement,285465434,processed,5232562,0,UTR2024H100095,1712307600,2024-04-05,91,0.00
set_2024_H1_00096,settlement,228083192,processed,4189540,0,UTR2024H100096,1712394000,2024-04-06,90,4796.00
set_2024_H1_00097,settlement,214543679,processed,3952255,0,UTR2024H100097,1712480400,2024-04-07,87,10738.00
set_2024_H1_00098,settlement,205743367,processed,3861249,0,UTR2024H100098,1712566800,2024-04-08,73,49090.00
set_2024_H1_00099,settlement,252797570,processed,4662205,0,UTR2024H100099,1712653200,2024-04-09,104,15515.00
set_2024_H1_00100,settlement,218641419,processed,4011843,0,UTR2024H100100,1712739600,2024-04-10,92,2269.00
set_2024_H1_00101,settlement,258300719,processed,4734641,0,UTR2024H100101,1712826000,2024-04-11,90,0.00
set_2024_H1_00102,settlement,192906741,processed,3759221,0,UTR2024H100102,1712912400,2024-04-12,91,121796.00
set_2024_H1_00103,settlement,314450277,processed,5796126,0,UTR2024H100103,1712998800,2024-04-13,107,17604.00
set_2024_H1_00104,settlement,194823279,processed,3579241,0,UTR2024H100104,1713085200,2024-04-14,99,4443.00
set_2024_H1_00105,settlement,223179758,processed,4104868,0,UTR2024H100105,1713171600,2024-04-15,93,7637.00
set_2024_H1_00106,settlement,194495127,processed,3565087,0,UTR2024H100106,1713258000,2024-04-16,70,0.00
set_2024_H1_00107,settlement,273116260,processed,5027585,0,UTR2024H100107,1713344400,2024-04-17,99,11667.00
set_2024_H1_00108,settlement,277594736,processed,5401619,0,UTR2024H100108,1713430800,2024-04-18,82,170934.00
set_2024_H1_00109,settlement,175829259,processed,3253904,0,UTR2024H100109,1713517200,2024-04-19,97,16889.00
set_2024_H1_00110,settlement,177862299,processed,3260201,0,UTR2024H100110,1713603600,2024-04-20,80,0.00
set_2024_H1_00111,settlement,296088617,processed,5427288,0,UTR2024H100111,1713690000,2024-04-21,111,0.00
set_2024_H1_00112,settlement,293866311,processed,5386548,0,UTR2024H100112,1713776400,2024-04-22,109,0.00
set_2024_H1_00113,settlement,225569626,processed,4139061,0,UTR2024H100113,1713862800,2024-04-23,82,2391.00
set_2024_H1_00114,settlement,204110287,processed,3801441,0,UTR2024H100114,1713949200,2024-04-24,77,32794.00
set_2024_H1_00115,settlement,239156682,processed,4691437,0,UTR2024H100115,1714035600,2024-04-25,103,167873.00
set_2024_H1_00116,settlement,235028297,processed,4379950,0,UTR2024H100116,1714122000,2024-04-26,96,39225.00
set_2024_H1_00117,settlement,261759502,processed,4831065,0,UTR2024H100117,1714208400,2024-04-27,104,18016.00
set_2024_H1_00118,settlement,225427578,processed,4142847,0,UTR2024H100118,1714294800,2024-04-28,90,5878.00
set_2024_H1_00119,settlement,184145416,processed,3393335,0,UTR2024H100119,1714381200,2024-04-29,96,9800.00
set_2024_H1_00120,settlement,252237763,processed,4674738,0,UTR2024H100120,1714467600,2024-04-30,84,27951.00
set_2024_H1_00121,settlement,320171699,processed,5874895,0,UTR2024H100121,1714554000,2024-05-01,98,3365.00
set_2024_H1_00122,settlement,271145944,processed,5028696,0,UTR2024H100122,1714640400,2024-05-02,117,31971.00
set_2024_H1_00123,settlement,246621638,processed,4581299,0,UTR2024H100123,1714726800,2024-05-03,97,33136.00
set_2024_H1_00124,settlement,187479289,processed,3464080,0,UTR2024H100124,1714813200,2024-05-04,84,15053.00
set_2024_H1_00125,settlement,215848702,processed,4175236,0,UTR2024H100125,1714899600,2024-05-05,87,119336.00
set_2024_H1_00126,settlement,185110711,processed,3434117,0,UTR2024H100126,1714986000,2024-05-06,74,22394.00
set_2024_H1_00127,settlement,231997168,processed,4375766,0,UTR2024H100127,1715072400,2024-05-07,101,67254.00
set_2024_H1_00128,settlement,219946946,processed,4060796,0,UTR2024H100128,1715158800,2024-05-08,92,15917.00
set_2024_H1_00129,settlement,206014109,processed,3820141,0,UTR2024H100129,1715245200,2024-05-09,86,23957.00
set_2024_H1_00130,settlement,224443751,processed,4114042,0,UTR2024H100130,1715331600,2024-05-10,93,0.00
set_2024_H1_00131,settlement,284477803,processed,5214463,0,UTR2024H100131,1715418000,2024-05-11,89,0.00
set_2024_H1_00132,settlement,138597327,processed,2545484,0,UTR2024H100132,1715504400,2024-05-12,85,2730.00
set_2024_H1_00133,settlement,246829127,processed,4527145,0,UTR2024H100133,1715590800,2024-05-13,98,1517.00
set_2024_H1_00134,settlement,191985502,processed,3522922,0,UTR2024H100134,1715677200,2024-05-14,93,2094.00
set_2024_H1_00135,settlement,280394921,processed,5147451,0,UTR2024H100135,1715763600,2024-05-15,101,4268.00
set_2024_H1_00136,settlement,162286707,processed,3041073,0,UTR2024H100136,1715850000,2024-05-16,77,36208.00
set_2024_H1_00137,settlement,226107263,processed,4168624,0,UTR2024H100137,1715936400,2024-05-17,72,13145.00
set_2024_H1_00138,settlement,169406651,processed,3109318,0,UTR2024H100138,1716022800,2024-05-18,102,2239.00
set_2024_H1_00139,settlement,168957186,processed,3141930,0,UTR2024H100139,1716109200,2024-05-19,81,24527.00
set_2024_H1_00140,settlement,241650866,processed,4429442,0,UTR2024H100140,1716195600,2024-05-20,90,0.00
set_2024_H1_00141,settlement,252535405,processed,4640797,0,UTR2024H100141,1716282000,2024-05-21,76,6459.00
set_2024_H1_00142,settlement,221042008,processed,4051684,0,UTR2024H100142,1716368400,2024-05-22,86,0.00
set_2024_H1_00143,settlement,266163268,processed,5031339,0,UTR2024H100143,1716454800,2024-05-23,83,83243.00
set_2024_H1_00144,settlement,239958906,processed,4409183,0,UTR2024H100144,1716541200,2024-05-24,86,5869.00
set_2024_H1_00145,settlement,263118334,processed,4900819,0,UTR2024H100145,1716627600,2024-05-25,97,42486.00
set_2024_H1_00146,settlement,175278721,processed,3240418,0,UTR2024H100146,1716714000,2024-05-26,78,15043.00
set_2024_H1_00147,settlement,207600073,processed,3808998,0,UTR2024H100147,1716800400,2024-05-27,83,2021.00
set_2024_H1_00148,settlement,235539496,processed,4325256,0,UTR2024H100148,1716886800,2024-05-28,87,4272.00
set_2024_H1_00149,settlement,280979705,processed,5150345,0,UTR2024H100149,1716973200,2024-05-29,99,0.00
set_2024_H1_00150,settlement,199392635,processed,3686105,0,UTR2024H100150,1717059600,2024-05-30,90,17049.00
set_2024_H1_00151,settlement,183603225,processed,3400295,0,UTR2024H100151,1717146000,2024-05-31,85,19019.00
set_2024_H1_00152,settlement,223057556,processed,4113198,0,UTR2024H100152,1717232400,2024-06-01,85,13401.00
set_2024_H1_00153,settlement,207048063,processed,3984699,0,UTR2024H100153,1717318800,2024-06-02,90,103394.00
set_2024_H1_00154,settlement,144246550,processed,2644031,0,UTR2024H100154,1717405200,2024-06-03,80,0.00
set_2024_H1_00155,settlement,224878891,processed,4122017,0,UTR2024H100155,1717491600,2024-06-04,97,0.00
set_2024_H1_00156,settlement,182080881,processed,3422572,0,UTR2024H100156,1717578000,2024-06-05,87,46393.00
set_2024_H1_00157,settlement,316906849,processed,5901246,0,UTR2024H100157,1717664400,2024-06-06,107,50387.00
set_2024_H1_00158,settlement,322586153,processed,6052021,0,UTR2024H100158,1717750800,2024-06-07,106,75852.00
set_2024_H1_00159,settlement,181078413,processed,3407973,0,UTR2024H100159,1717837200,2024-06-08,83,48455.00
set_2024_H1_00160,settlement,282559978,processed,5188031,0,UTR2024H100160,1717923600,2024-06-09,89,4761.00
set_2024_H1_00161,settlement,155126968,processed,2895829,0,UTR2024H100161,1718010000,2024-06-10,85,28566.00
set_2024_H1_00162,settlement,261189862,processed,4834082,0,UTR2024H100162,1718096400,2024-06-11,93,25361.00
set_2024_H1_00163,settlement,363619370,processed,6688235,0,UTR2024H100163,1718182800,2024-06-12,116,12611.00
set_2024_H1_00164,settlement,190899516,processed,3499179,0,UTR2024H100164,1718269200,2024-06-13,92,0.00
set_2024_H1_00165,settlement,190503274,processed,3525856,0,UTR2024H100165,1718355600,2024-06-14,107,18518.00
set_2024_H1_00166,settlement,244628978,processed,4484036,0,UTR2024H100166,1718442000,2024-06-15,117,0.00
set_2024_H1_00167,settlement,303871685,processed,5577935,0,UTR2024H100167,1718528400,2024-06-16,103,4357.00
set_2024_H1_00168,settlement,237106941,processed,4346160,0,UTR2024H100168,1718614800,2024-06-17,100,0.00
set_2024_H1_00169,settlement,276089926,processed,5082098,0,UTR2024H100169,1718701200,2024-06-18,94,11667.00
set_2024_H1_00170,settlement,267390864,processed,4989872,0,UTR2024H100170,1718787600,2024-06-19,95,48343.00
set_2024_H1_00171,settlement,273668504,processed,5048657,0,UTR2024H100171,1718874000,2024-06-20,104,17639.00
set_2024_H1_00172,settlement,214303622,processed,3929637,0,UTR2024H100172,1718960400,2024-06-21,93,800.00
set_2024_H1_00173,settlement,253772759,processed,4655636,0,UTR2024H100173,1719046800,2024-06-22,88,2181.00
set_2024_H1_00174,settlement,224024108,processed,4118683,0,UTR2024H100174,1719133200,2024-06-23,102,6730.00
set_2024_H1_00175,settlement,171808886,processed,3310774,0,UTR2024H100175,1719219600,2024-06-24,81,88122.00
set_2024_H1_00176,settlement,198168384,processed,3690559,0,UTR2024H100176,1719306000,2024-06-25,109,31719.00
set_2024_H1_00177,settlement,274376662,processed,5147984,0,UTR2024H100177,1719392400,2024-06-26,112,64744.00
set_2024_H1_00178,settlement,238764743,processed,4376542,0,UTR2024H100178,1719478800,2024-06-27,95,0.00
set_2024_H1_00179,settlement,220265496,processed,4127665,0,UTR2024H100179,1719565200,2024-06-28,95,49217.00
set_2024_H1_00180,settlement,273801469,processed,5044107,0,UTR2024H100180,1719651600,2024-06-29,102,13824.00
set_2024_H1_00181,settlement,273404697,processed,5050198,0,UTR2024H100181,1719738000,2024-06-30,95,21119.00
set_2024_H1_00182,settlement,262810518,processed,4819475,0,UTR2024H100182,1719824400,2024-07-01,99,1186.00
