entity_id,type,debit,credit,amount,currency,fee,tax,on_hold,settled,created_at,settled_at,settlement_id,settlement_utr,payment_id,order_id,method,anomaly_type
pay_2024_H1_00533,payment,0,174879,174879,INR,3148,0,false,true,1704140848,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_00533,order_2024_H1_00533,card,
pay_2024_H1_00562,payment,0,187704,187704,INR,3379,0,false,true,1704153503,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_00562,order_2024_H1_00562,upi,
pay_2024_H1_00577,payment,0,13997813,13997813,INR,251961,0,false,true,1704146683,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_00577,order_2024_H1_00577,card,
pay_2024_H1_00604,payment,0,492494,492494,INR,8865,0,false,true,1704097470,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_00604,order_2024_H1_00604,card,
pay_2024_H1_00615,payment,0,620050,620050,INR,11161,0,false,true,1704151425,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_00615,order_2024_H1_00615,netbanking,
pay_2024_H1_00631,payment,0,409059,409059,INR,7363,0,false,true,1704096845,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_00631,order_2024_H1_00631,upi,
pay_2024_H1_00644,payment,0,320568,320568,INR,5770,0,false,true,1704105241,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_00644,order_2024_H1_00644,upi,
pay_2024_H1_00655,payment,0,379692,379692,INR,6834,0,false,true,1704104721,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_00655,order_2024_H1_00655,card,
pay_2024_H1_00739,payment,0,167693,167693,INR,3018,0,false,true,1704103547,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_00739,order_2024_H1_00739,wallet,
pay_2024_H1_00744,payment,0,413650,413650,INR,7446,0,false,true,1704147981,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_00744,order_2024_H1_00744,upi,
pay_2024_H1_00791,payment,0,2580346,2580346,INR,46446,0,false,true,1704124344,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_00791,order_2024_H1_00791,upi,
pay_2024_H1_00832,payment,0,411479,411479,INR,7407,0,false,true,1704144538,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_00832,order_2024_H1_00832,upi,
pay_2024_H1_00853,payment,0,664337,664337,INR,11958,0,false,true,1704098162,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_00853,order_2024_H1_00853,netbanking,
pay_2024_H1_00879,payment,0,504482,504482,INR,9081,0,false,true,1704102268,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_00879,order_2024_H1_00879,upi,
pay_2024_H1_00938,payment,0,1339135,1339135,INR,24104,0,false,true,1704104630,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_00938,order_2024_H1_00938,upi,
pay_2024_H1_00949,payment,0,258785,258785,INR,4658,0,false,true,1704101206,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_00949,order_2024_H1_00949,upi,
pay_2024_H1_00968,payment,0,488806,488806,INR,8799,0,false,true,1704102648,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_00968,order_2024_H1_00968,netbanking,
pay_2024_H1_01032,payment,0,12359112,12359112,INR,222464,0,false,true,1704139960,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_01032,order_2024_H1_01032,upi,
pay_2024_H1_01108,payment,0,357952,357952,INR,6443,0,false,true,1704136032,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_01108,order_2024_H1_01108,netbanking,
pay_2024_H1_01112,payment,0,161669,161669,INR,2910,0,false,true,1704121508,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_01112,order_2024_H1_01112,upi,
pay_2024_H1_01139,payment,0,545601,545601,INR,9821,0,false,true,1704143806,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_01139,order_2024_H1_01139,upi,
pay_2024_H1_01156,payment,0,3989258,3989258,INR,71807,0,false,true,1704106470,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_01156,order_2024_H1_01156,upi,
pay_2024_H1_01165,payment,0,5565035,5565035,INR,100171,0,false,true,1704147072,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_01165,order_2024_H1_01165,upi,
pay_2024_H1_01229,payment,0,4007980,4007980,INR,72144,0,false,true,1704149561,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_01229,order_2024_H1_01229,upi,
pay_2024_H1_01254,payment,0,318931,318931,INR,5741,0,false,true,1704107795,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_01254,order_2024_H1_01254,card,
pay_2024_H1_01292,payment,0,462310,462310,INR,8322,0,false,true,1704137498,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_01292,order_2024_H1_01292,card,
pay_2024_H1_01330,payment,0,4126575,4126575,INR,74278,0,false,true,1704114775,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_01330,order_2024_H1_01330,netbanking,
pay_2024_H1_01382,payment,0,4573470,4573470,INR,82322,0,false,true,1704124419,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_01382,order_2024_H1_01382,card,
pay_2024_H1_01453,payment,0,382290,382290,INR,6881,0,false,true,1704116308,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_01453,order_2024_H1_01453,upi,
pay_2024_H1_01455,payment,0,2669559,2669559,INR,48052,0,false,true,1704108172,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_01455,order_2024_H1_01455,card,
pay_2024_H1_01488,payment,0,6411397,6411397,INR,115405,0,false,true,1704147777,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_01488,order_2024_H1_01488,upi,
pay_2024_H1_01500,payment,0,404614,404614,INR,7283,0,false,true,1704135323,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_01500,order_2024_H1_01500,card,
pay_2024_H1_01516,payment,0,3643561,3643561,INR,65584,0,false,true,1704140467,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_01516,order_2024_H1_01516,card,
pay_2024_H1_01533,payment,0,5753509,5753509,INR,103563,0,false,true,1704111180,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_01533,order_2024_H1_01533,upi,
pay_2024_H1_01560,payment,0,5347061,5347061,INR,96247,0,false,true,1704109447,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_01560,order_2024_H1_01560,card,
pay_2024_H1_01562,payment,0,538715,538715,INR,9697,0,false,true,1704105856,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_01562,order_2024_H1_01562,netbanking,
pay_2024_H1_01595,payment,0,1293987,1293987,INR,23292,0,false,true,1704133532,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_01595,order_2024_H1_01595,upi,
pay_2024_H1_01596,payment,0,183952,183952,INR,3311,0,false,true,1704149191,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_01596,order_2024_H1_01596,upi,
pay_2024_H1_01700,payment,0,1043968,1043968,INR,18791,0,false,true,1704097542,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_01700,order_2024_H1_01700,upi,
pay_2024_H1_01744,payment,0,801411,801411,INR,14425,0,false,true,1704097431,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_01744,order_2024_H1_01744,upi,
pay_2024_H1_01753,payment,0,686548,686548,INR,12358,0,false,true,1704133903,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_01753,order_2024_H1_01753,upi,
pay_2024_H1_01769,payment,0,2510078,2510078,INR,45181,0,false,true,1704102694,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_01769,order_2024_H1_01769,card,
pay_2024_H1_01782,payment,0,728736,728736,INR,13117,0,false,true,1704133861,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_01782,order_2024_H1_01782,upi,
pay_2024_H1_01806,payment,0,366969,366969,INR,6605,0,false,true,1704118274,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_01806,order_2024_H1_01806,card,
pay_2024_H1_01832,payment,0,1368651,1368651,INR,24636,0,false,true,1704147798,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_01832,order_2024_H1_01832,upi,
pay_2024_H1_01841,payment,0,1042061,1042061,INR,18757,0,false,true,1704126368,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_01841,order_2024_H1_01841,card,
pay_2024_H1_01862,payment,0,289790,289790,INR,5216,0,false,true,1704093837,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_01862,order_2024_H1_01862,upi,
pay_2024_H1_01892,payment,0,5020150,5020150,INR,90363,0,false,true,1704140023,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_01892,order_2024_H1_01892,card,
pay_2024_H1_01910,payment,0,15907836,15907836,INR,286341,0,false,true,1704116920,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_01910,order_2024_H1_01910,upi,
pay_2024_H1_01922,payment,0,457322,457322,INR,8232,0,false,true,1704136551,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_01922,order_2024_H1_01922,upi,
pay_2024_H1_01951,payment,0,204249,204249,INR,3676,0,false,true,1704143048,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_01951,order_2024_H1_01951,card,
pay_2024_H1_02077,payment,0,5205721,5205721,INR,93703,0,false,true,1704124075,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_02077,order_2024_H1_02077,upi,
pay_2024_H1_02116,payment,0,247162,247162,INR,4449,0,false,true,1704097408,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_02116,order_2024_H1_02116,netbanking,
pay_2024_H1_02129,payment,0,1467456,1467456,INR,26414,0,false,true,1704148189,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_02129,order_2024_H1_02129,upi,
pay_2024_H1_02185,payment,0,7556780,7556780,INR,136022,0,false,true,1704095799,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_02185,order_2024_H1_02185,upi,
pay_2024_H1_02190,payment,0,5377196,5377196,INR,96790,0,false,true,1704144097,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_02190,order_2024_H1_02190,card,
pay_2024_H1_02224,payment,0,735549,735549,INR,13240,0,false,true,1704095100,1704186000,set_2024_H1_00001,UTR2024H100001,pay_2024_H1_02224,order_2024_H1_02224,netbanking,
pay_2024_H1_00027,payment,0,180263,180263,INR,3245,0,false,true,1704230929,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_00027,order_2024_H1_00027,upi,
pay_2024_H1_00044,payment,0,1288018,1288018,INR,23184,0,false,true,1704191322,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_00044,order_2024_H1_00044,upi,
pay_2024_H1_00079,payment,0,1783866,1783866,INR,32110,0,false,true,1704217606,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_00079,order_2024_H1_00079,netbanking,
pay_2024_H1_00085,payment,0,295762,295762,INR,5324,0,false,true,1704227730,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_00085,order_2024_H1_00085,card,
pay_2024_H1_00094,payment,0,15191961,15191961,INR,273455,0,false,true,1704199099,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_00094,order_2024_H1_00094,upi,
pay_2024_H1_00100,payment,0,308944,308944,INR,5561,0,false,true,1704195403,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_00100,order_2024_H1_00100,upi,
pay_2024_H1_00106,payment,0,368229,368229,INR,6628,0,false,true,1704200455,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_00106,order_2024_H1_00106,card,
pay_2024_H1_00130,payment,0,3847870,3847870,INR,69262,0,false,true,1704238963,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_00130,order_2024_H1_00130,upi,
pay_2024_H1_00166,payment,0,468059,468059,INR,8425,0,false,true,1704238733,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_00166,order_2024_H1_00166,card,
pay_2024_H1_00218,payment,0,2580400,2580400,INR,46447,0,false,true,1704239691,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_00218,order_2024_H1_00218,upi,
pay_2024_H1_00231,payment,0,434563,434563,INR,7822,0,false,true,1704190226,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_00231,order_2024_H1_00231,upi,
pay_2024_H1_00290,payment,0,337398,337398,INR,6073,0,false,true,1704187749,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_00290,order_2024_H1_00290,card,
pay_2024_H1_00317,payment,0,1824207,1824207,INR,32836,0,false,true,1704206670,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_00317,order_2024_H1_00317,upi,
pay_2024_H1_00319,payment,0,418136,418136,INR,7526,0,false,true,1704219334,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_00319,order_2024_H1_00319,wallet,
pay_2024_H1_00357,payment,0,5346490,5346490,INR,96237,0,false,true,1704216365,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_00357,order_2024_H1_00357,upi,
pay_2024_H1_00412,payment,0,870184,870184,INR,15663,0,false,true,1704203082,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_00412,order_2024_H1_00412,upi,
pay_2024_H1_00440,payment,0,269400,269400,INR,4849,0,false,true,1704236388,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_00440,order_2024_H1_00440,netbanking,
pay_2024_H1_00511,payment,0,487625,487625,INR,8777,0,false,true,1704217187,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_00511,order_2024_H1_00511,upi,
pay_2024_H1_00520,payment,0,869828,869828,INR,15657,0,false,true,1704237720,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_00520,order_2024_H1_00520,upi,
pay_2024_H1_00534,payment,0,4548471,4548471,INR,81872,0,false,true,1704215865,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_00534,order_2024_H1_00534,upi,
pay_2024_H1_00597,payment,0,445763,445763,INR,8024,0,false,true,1704231322,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_00597,order_2024_H1_00597,card,
pay_2024_H1_00607,payment,0,5163862,5163862,INR,92950,0,false,true,1704239851,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_00607,order_2024_H1_00607,upi,
pay_2024_H1_00628,payment,0,2165142,2165142,INR,38973,0,false,true,1704197106,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_00628,order_2024_H1_00628,card,
pay_2024_H1_00639,payment,0,1272813,1272813,INR,22911,0,false,true,1704202275,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_00639,order_2024_H1_00639,card,
pay_2024_H1_00718,payment,0,1161315,1161315,INR,20904,0,false,true,1704237077,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_00718,order_2024_H1_00718,netbanking,
pay_2024_H1_00721,payment,0,5661544,5661544,INR,101908,0,false,true,1704223069,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_00721,order_2024_H1_00721,card,
pay_2024_H1_00726,payment,0,13404994,13404994,INR,241290,0,false,true,1704220147,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_00726,order_2024_H1_00726,card,
pay_2024_H1_00754,payment,0,1863562,1863562,INR,33544,0,false,true,1704224210,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_00754,order_2024_H1_00754,upi,
pay_2024_H1_00761,payment,0,386121,386121,INR,6950,0,false,true,1704193312,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_00761,order_2024_H1_00761,upi,
pay_2024_H1_00766,payment,0,882043,882043,INR,15877,0,false,true,1704201170,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_00766,order_2024_H1_00766,netbanking,
pay_2024_H1_00767,payment,0,1331208,1331208,INR,23962,0,false,true,1704219356,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_00767,order_2024_H1_00767,upi,
pay_2024_H1_00799,payment,0,15426928,15426928,INR,277685,0,false,true,1704203318,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_00799,order_2024_H1_00799,upi,
pay_2024_H1_00822,payment,0,4900974,4900974,INR,88218,0,false,true,1704184630,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_00822,order_2024_H1_00822,upi,
pay_2024_H1_00874,payment,0,1447234,1447234,INR,26050,0,false,true,1704210566,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_00874,order_2024_H1_00874,card,
pay_2024_H1_00888,payment,0,1950780,1950780,INR,35114,0,false,true,1704236636,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_00888,order_2024_H1_00888,netbanking,
pay_2024_H1_00932,payment,0,419052,419052,INR,7543,0,false,true,1704188790,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_00932,order_2024_H1_00932,upi,
pay_2024_H1_00952,payment,0,12469422,12469422,INR,224450,0,false,true,1704180971,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_00952,order_2024_H1_00952,upi,
pay_2024_H1_01013,payment,0,1736071,1736071,INR,31249,0,false,true,1704219864,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_01013,order_2024_H1_01013,upi,
pay_2024_H1_01046,payment,0,276534,276534,INR,4978,0,false,true,1704191107,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_01046,order_2024_H1_01046,upi,
pay_2024_H1_01103,payment,0,9108350,9108350,INR,163950,0,false,true,1704211250,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_01103,order_2024_H1_01103,upi,
pay_2024_H1_01126,payment,0,259977,259977,INR,4680,0,false,true,1704209191,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_01126,order_2024_H1_01126,card,
pay_2024_H1_01144,payment,0,1894481,1894481,INR,34101,0,false,true,1704224599,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_01144,order_2024_H1_01144,upi,
pay_2024_H1_01328,payment,0,1357137,1357137,INR,24428,0,false,true,1704230628,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_01328,order_2024_H1_01328,card,
pay_2024_H1_01334,payment,0,1724723,1724723,INR,31045,0,false,true,1704203963,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_01334,order_2024_H1_01334,upi,
pay_2024_H1_01391,payment,0,322980,322980,INR,5814,0,false,true,1704198082,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_01391,order_2024_H1_01391,upi,
pay_2024_H1_01397,payment,0,664038,664038,INR,11953,0,false,true,1704228187,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_01397,order_2024_H1_01397,card,
pay_2024_H1_01415,payment,0,4540958,4540958,INR,81737,0,false,true,1704220171,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_01415,order_2024_H1_01415,card,
pay_2024_H1_01426,payment,0,5279325,5279325,INR,95028,0,false,true,1704191799,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_01426,order_2024_H1_01426,upi,
pay_2024_H1_01431,payment,0,4364357,4364357,INR,78558,0,false,true,1704237409,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_01431,order_2024_H1_01431,netbanking,
pay_2024_H1_01458,payment,0,270042,270042,INR,4861,0,false,true,1704236902,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_01458,order_2024_H1_01458,upi,
pay_2024_H1_01498,payment,0,384223,384223,INR,6916,0,false,true,1704195191,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_01498,order_2024_H1_01498,upi,
pay_2024_H1_01508,payment,0,1012996,1012996,INR,18234,0,false,true,1704194806,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_01508,order_2024_H1_01508,card,
pay_2024_H1_01613,payment,0,362758,362758,INR,6530,0,false,true,1704178868,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_01613,order_2024_H1_01613,wallet,
pay_2024_H1_01628,payment,0,150909,150909,INR,2716,0,false,true,1704207541,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_01628,order_2024_H1_01628,upi,
pay_2024_H1_01638,payment,0,3381934,3381934,INR,60875,0,false,true,1704184289,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_01638,order_2024_H1_01638,upi,
pay_2024_H1_01737,payment,0,289446,289446,INR,5210,0,false,true,1704196953,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_01737,order_2024_H1_01737,card,
pay_2024_H1_01755,payment,0,4296536,4296536,INR,77338,0,false,true,1704187085,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_01755,order_2024_H1_01755,upi,
pay_2024_H1_01842,payment,0,1282534,1282534,INR,23086,0,false,true,1704204892,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_01842,order_2024_H1_01842,upi,
pay_2024_H1_01849,payment,0,3235932,3235932,INR,58247,0,false,true,1704195418,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_01849,order_2024_H1_01849,card,
pay_2024_H1_01864,payment,0,1991696,1991696,INR,35851,0,false,true,1704201834,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_01864,order_2024_H1_01864,upi,
pay_2024_H1_01866,payment,0,413018,413018,INR,7434,0,false,true,1704199245,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_01866,order_2024_H1_01866,upi,
pay_2024_H1_01918,payment,0,630750,630750,INR,11354,0,false,true,1704238444,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_01918,order_2024_H1_01918,upi,
pay_2024_H1_01954,payment,0,158927,158927,INR,2861,0,false,true,1704231787,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_01954,order_2024_H1_01954,netbanking,
pay_2024_H1_01970,payment,0,1565105,1565105,INR,28172,0,false,true,1704225615,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_01970,order_2024_H1_01970,card,
pay_2024_H1_01976,payment,0,291384,291384,INR,5245,0,false,true,1704196216,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_01976,order_2024_H1_01976,card,
pay_2024_H1_01981,payment,0,3447993,3447993,INR,62064,0,false,true,1704211943,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_01981,order_2024_H1_01981,upi,
pay_2024_H1_02001,payment,0,379460,379460,INR,6830,0,false,true,1704214347,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_02001,order_2024_H1_02001,card,
pay_2024_H1_02012,payment,0,1649545,1649545,INR,29692,0,false,true,1704189577,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_02012,order_2024_H1_02012,card,
pay_2024_H1_02021,payment,0,2823277,2823277,INR,50819,0,false,true,1704211580,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_02021,order_2024_H1_02021,upi,
pay_2024_H1_02028,payment,0,481962,481962,INR,8675,0,false,true,1704182966,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_02028,order_2024_H1_02028,netbanking,
pay_2024_H1_02051,payment,0,420184,420184,INR,7563,0,false,true,1704208683,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_02051,order_2024_H1_02051,upi,
pay_2024_H1_02053,payment,0,377307,377307,INR,6792,0,false,true,1704210630,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_02053,order_2024_H1_02053,upi,
pay_2024_H1_02086,payment,0,258526,258526,INR,4653,0,false,true,1704236794,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_02086,order_2024_H1_02086,upi,
pay_2024_H1_02232,payment,0,1286037,1286037,INR,23149,0,false,true,1704180731,1704272400,set_2024_H1_00002,UTR2024H100002,pay_2024_H1_02232,order_2024_H1_02232,netbanking,
