id,entity,amount,currency,status,order_id,invoice_id,description,method,captured,refund_status,amount_refunded,fee,tax,created_at,created_date,contract_fee_rate,applied_fee_rate,anomaly_type,base_fee
pay_2026_H1_00223,payment,577172,INR,captured,order_2026_H1_00223,inv_2026_H1_00223,Office lifestyle gear,upi,true,null,0,13275,0,1767264163,2026-01-01,0.018,0.023,fee_rate_increase,103.89
pay_2026_H1_01001,payment,525514,INR,captured,order_2026_H1_01001,inv_2026_H1_01001,Subscription box package,netbanking,true,null,0,9459,0,1767264364,2026-01-01,0.018,0.018,,94.59
pay_2026_H1_00474,payment,1196952,INR,captured,order_2026_H1_00474,inv_2026_H1_00474,Baby & kids care set,upi,true,null,0,27530,0,1767264372,2026-01-01,0.018,0.023,fee_rate_increase,215.45
pay_2026_H1_01619,payment,2548171,INR,captured,order_2026_H1_01619,inv_2026_H1_01619,Pet care supplies,card,true,null,0,45867,0,1767264441,2026-01-01,0.018,0.018,,458.67
pay_2026_H1_00485,payment,5005908,INR,captured,order_2026_H1_00485,inv_2026_H1_00485,Kitchen accessories bundle,netbanking,true,null,0,115136,0,1767265180,2026-01-01,0.018,0.023,fee_rate_increase,901.06
pay_2026_H1_02982,payment,306423,INR,captured,order_2026_H1_02982,inv_2026_H1_02982,Fashion & apparel order,upi,true,null,0,5516,0,1767265922,2026-01-01,0.018,0.018,,55.16
pay_2026_H1_03082,payment,492654,INR,captured,order_2026_H1_03082,inv_2026_H1_03082,Pet care supplies,card,true,null,0,8868,0,1767266146,2026-01-01,0.018,0.018,,88.68
pay_2026_H1_01114,payment,1503850,INR,captured,order_2026_H1_01114,inv_2026_H1_01114,Subscription box package,netbanking,true,null,0,27069,0,1767266283,2026-01-01,0.018,0.018,,270.69
pay_2026_H1_01041,payment,738755,INR,captured,order_2026_H1_01041,inv_2026_H1_01041,Gifting & hampers order,upi,true,null,0,13298,0,1767266344,2026-01-01,0.018,0.018,,132.98
pay_2026_H1_03002,payment,2240691,INR,captured,order_2026_H1_03002,inv_2026_H1_03002,Subscription box package,card,true,null,0,40332,0,1767267400,2026-01-01,0.018,0.018,,403.32
pay_2026_H1_00914,payment,5858664,INR,captured,order_2026_H1_00914,inv_2026_H1_00914,Seasonal festival purchase,netbanking,true,null,0,134749,0,1767267407,2026-01-01,0.018,0.023,fee_rate_increase,1054.56
pay_2026_H1_01442,payment,407433,INR,captured,order_2026_H1_01442,inv_2026_H1_01442,Personal care products,card,true,null,0,7334,0,1767267997,2026-01-01,0.018,0.018,,73.34
pay_2026_H1_00554,payment,1165660,INR,captured,order_2026_H1_00554,inv_2026_H1_00554,Seasonal festival purchase,upi,true,null,0,26810,0,1767268974,2026-01-01,0.018,0.023,fee_rate_increase,209.82
pay_2026_H1_00136,payment,4900494,INR,captured,order_2026_H1_00136,inv_2026_H1_00136,Books & premium stationery,card,true,null,0,112711,0,1767272756,2026-01-01,0.018,0.023,fee_rate_increase,882.09
pay_2026_H1_00497,payment,578215,INR,captured,order_2026_H1_00497,inv_2026_H1_00497,Seasonal festival purchase,card,true,null,0,13299,0,1767273005,2026-01-01,0.018,0.023,fee_rate_increase,104.08
pay_2026_H1_00826,payment,206970,INR,captured,order_2026_H1_00826,inv_2026_H1_00826,Pet care supplies,upi,true,null,0,4760,0,1767274001,2026-01-01,0.018,0.023,fee_rate_increase,37.25
pay_2026_H1_00700,payment,206398,INR,captured,order_2026_H1_00700,inv_2026_H1_00700,Fashion & apparel order,upi,true,null,0,4747,0,1767275129,2026-01-01,0.018,0.023,fee_rate_increase,37.15
pay_2026_H1_00385,payment,252944,INR,captured,order_2026_H1_00385,inv_2026_H1_00385,Pet care supplies,upi,true,null,0,5818,0,1767275690,2026-01-01,0.018,0.023,fee_rate_increase,45.53
pay_2026_H1_00624,payment,409679,INR,captured,order_2026_H1_00624,inv_2026_H1_00624,Health & wellness kit,card,true,null,0,9423,0,1767275790,2026-01-01,0.018,0.023,fee_rate_increase,73.74
pay_2026_H1_02510,payment,196895,INR,captured,order_2026_H1_02510,inv_2026_H1_02510,Electronics accessories pack,card,true,null,0,3544,0,1767276712,2026-01-01,0.018,0.018,,35.44
pay_2026_H1_00564,payment,608894,INR,captured,order_2026_H1_00564,inv_2026_H1_00564,Online lifestyle order,card,true,null,0,14005,0,1767276763,2026-01-01,0.018,0.023,fee_rate_increase,109.60
pay_2026_H1_03075,payment,265951,INR,captured,order_2026_H1_03075,inv_2026_H1_03075,Home decor purchase,upi,true,null,0,4787,0,1767277729,2026-01-01,0.018,0.018,,47.87
pay_2026_H1_02035,payment,10972594,INR,captured,order_2026_H1_02035,inv_2026_H1_02035,Personal care products,card,true,null,0,197507,0,1767278729,2026-01-01,0.018,0.018,,1975.07
pay_2026_H1_00302,payment,5137274,INR,captured,order_2026_H1_00302,inv_2026_H1_00302,Health & wellness kit,upi,true,null,0,118157,0,1767280037,2026-01-01,0.018,0.023,fee_rate_increase,924.71
pay_2026_H1_02234,payment,424810,INR,captured,order_2026_H1_02234,inv_2026_H1_02234,Fitness & sports equipment,card,true,null,0,7647,0,1767280442,2026-01-01,0.018,0.018,,76.47
pay_2026_H1_02758,payment,1224290,INR,captured,order_2026_H1_02758,inv_2026_H1_02758,Fitness & sports equipment,upi,true,null,0,22037,0,1767281037,2026-01-01,0.018,0.018,,220.37
pay_2026_H1_02849,payment,1304818,INR,captured,order_2026_H1_02849,inv_2026_H1_02849,Seasonal festival purchase,card,true,null,0,23487,0,1767281671,2026-01-01,0.018,0.018,,234.87
pay_2026_H1_03065,payment,196531,INR,captured,order_2026_H1_03065,inv_2026_H1_03065,Fitness & sports equipment,upi,true,null,0,3538,0,1767281678,2026-01-01,0.018,0.018,,35.38
pay_2026_H1_00850,payment,837770,INR,captured,order_2026_H1_00850,inv_2026_H1_00850,Pet care supplies,upi,true,null,0,19269,0,1767282572,2026-01-01,0.018,0.023,fee_rate_increase,150.80
pay_2026_H1_00883,payment,306367,INR,captured,order_2026_H1_00883,inv_2026_H1_00883,Personal care products,upi,true,null,0,7046,0,1767282640,2026-01-01,0.018,0.023,fee_rate_increase,55.15
pay_2026_H1_00953,payment,455642,INR,captured,order_2026_H1_00953,inv_2026_H1_00953,Subscription box package,upi,true,null,0,8202,0,1767282646,2026-01-01,0.018,0.018,,82.02
pay_2026_H1_02779,payment,1014484,INR,captured,order_2026_H1_02779,inv_2026_H1_02779,Baby & kids care set,upi,true,null,0,18261,0,1767285663,2026-01-01,0.018,0.018,,182.61
pay_2026_H1_00884,payment,1899049,INR,captured,order_2026_H1_00884,inv_2026_H1_00884,Office lifestyle gear,netbanking,true,null,0,43678,0,1767285735,2026-01-01,0.018,0.023,fee_rate_increase,341.83
pay_2026_H1_03030,payment,1273707,INR,captured,order_2026_H1_03030,inv_2026_H1_03030,Pet care supplies,upi,true,null,0,22927,0,1767286718,2026-01-01,0.018,0.018,,229.27
pay_2026_H1_02308,payment,1378086,INR,captured,order_2026_H1_02308,inv_2026_H1_02308,Personal care products,upi,true,null,0,24806,0,1767286804,2026-01-01,0.018,0.018,,248.06
pay_2026_H1_00143,payment,275844,INR,captured,order_2026_H1_00143,inv_2026_H1_00143,Online lifestyle order,card,true,null,0,6344,0,1767287645,2026-01-01,0.018,0.023,fee_rate_increase,49.65
pay_2026_H1_01863,payment,325717,INR,captured,order_2026_H1_01863,inv_2026_H1_01863,Gifting & hampers order,wallet,true,null,0,5863,0,1767288238,2026-01-01,0.018,0.018,,58.63
pay_2026_H1_01274,payment,774183,INR,captured,order_2026_H1_01274,inv_2026_H1_01274,Office lifestyle gear,card,true,null,0,13935,0,1767288461,2026-01-01,0.018,0.018,,139.35
pay_2026_H1_02908,payment,330413,INR,captured,order_2026_H1_02908,inv_2026_H1_02908,Books & premium stationery,upi,true,null,0,5947,0,1767288748,2026-01-01,0.018,0.018,,59.47
pay_2026_H1_01627,payment,1359842,INR,captured,order_2026_H1_01627,inv_2026_H1_01627,Seasonal festival purchase,upi,true,null,0,24477,0,1767289242,2026-01-01,0.018,0.018,,244.77
pay_2026_H1_01614,payment,480935,INR,captured,order_2026_H1_01614,inv_2026_H1_01614,Home decor purchase,netbanking,true,null,0,8657,0,1767289320,2026-01-01,0.018,0.018,,86.57
pay_2026_H1_02158,payment,268875,INR,captured,order_2026_H1_02158,inv_2026_H1_02158,Kitchen accessories bundle,upi,true,null,0,4840,0,1767289339,2026-01-01,0.018,0.018,,48.40
pay_2026_H1_03111,payment,15532303,INR,captured,order_2026_H1_03111,inv_2026_H1_03111,Fitness & sports equipment,card,true,null,0,279581,0,1767290115,2026-01-01,0.018,0.018,,2795.81
pay_2026_H1_00742,payment,456379,INR,captured,order_2026_H1_00742,inv_2026_H1_00742,Pet care supplies,upi,true,null,0,10497,0,1767290177,2026-01-01,0.018,0.023,fee_rate_increase,82.15
pay_2026_H1_00230,payment,318781,INR,captured,order_2026_H1_00230,inv_2026_H1_00230,Home decor purchase,upi,true,null,0,7332,0,1767290216,2026-01-01,0.018,0.023,fee_rate_increase,57.38
pay_2026_H1_03083,payment,424168,INR,captured,order_2026_H1_03083,inv_2026_H1_03083,Personal care products,card,true,null,0,7635,0,1767290534,2026-01-01,0.018,0.018,,76.35
pay_2026_H1_03071,payment,1923838,INR,captured,order_2026_H1_03071,inv_2026_H1_03071,Home decor purchase,upi,true,null,0,34629,0,1767291475,2026-01-01,0.018,0.018,,346.29
pay_2026_H1_01333,payment,10866501,INR,captured,order_2026_H1_01333,inv_2026_H1_01333,Pet care supplies,upi,true,null,0,195597,0,1767291491,2026-01-01,0.018,0.018,,1955.97
pay_2026_H1_02179,payment,313538,INR,captured,order_2026_H1_02179,inv_2026_H1_02179,Kitchen accessories bundle,card,true,null,0,5644,0,1767291579,2026-01-01,0.018,0.018,,56.44
pay_2026_H1_01010,payment,165644,INR,captured,order_2026_H1_01010,inv_2026_H1_01010,Kitchen accessories bundle,netbanking,true,null,0,2982,0,1767293573,2026-01-01,0.018,0.018,,29.82
pay_2026_H1_01929,payment,245129,INR,captured,order_2026_H1_01929,inv_2026_H1_01929,Baby & kids care set,upi,true,null,0,4412,0,1767293727,2026-01-01,0.018,0.018,,44.12
pay_2026_H1_01424,payment,5544583,INR,captured,order_2026_H1_01424,inv_2026_H1_01424,Personal care products,card,true,null,0,99802,0,1767294803,2026-01-01,0.018,0.018,,998.02
pay_2026_H1_02613,payment,16730889,INR,captured,order_2026_H1_02613,inv_2026_H1_02613,Pet care supplies,card,true,null,0,301156,0,1767295076,2026-01-01,0.018,0.018,,3011.56
pay_2026_H1_01888,payment,175322,INR,captured,order_2026_H1_01888,inv_2026_H1_01888,Kitchen accessories bundle,upi,true,null,0,3156,0,1767296327,2026-01-01,0.018,0.018,,31.56
pay_2026_H1_02419,payment,454965,INR,captured,order_2026_H1_02419,inv_2026_H1_02419,Subscription box package,card,true,null,0,8189,0,1767296880,2026-01-01,0.018,0.018,,81.89
pay_2026_H1_02485,payment,1017405,INR,captured,order_2026_H1_02485,inv_2026_H1_02485,Home decor purchase,upi,true,null,0,18313,0,1767297193,2026-01-01,0.018,0.018,,183.13
pay_2026_H1_02780,payment,1474500,INR,captured,order_2026_H1_02780,inv_2026_H1_02780,Health & wellness kit,card,true,null,0,26541,0,1767299079,2026-01-01,0.018,0.018,,265.41
pay_2026_H1_03102,payment,1654741,INR,captured,order_2026_H1_03102,inv_2026_H1_03102,Personal care products,card,true,null,0,29785,0,1767299514,2026-01-01,0.018,0.018,,297.85
pay_2026_H1_01553,payment,308882,INR,captured,order_2026_H1_01553,inv_2026_H1_01553,Health & wellness kit,wallet,true,null,0,5560,0,1767300393,2026-01-01,0.018,0.018,,55.60
pay_2026_H1_00345,payment,1206475,INR,captured,order_2026_H1_00345,inv_2026_H1_00345,Personal care products,upi,true,null,0,27749,0,1767301072,2026-01-01,0.018,0.023,fee_rate_increase,217.17
pay_2026_H1_00579,payment,9048949,INR,captured,order_2026_H1_00579,inv_2026_H1_00579,Seasonal festival purchase,upi,true,null,0,208126,0,1767301531,2026-01-01,0.018,0.023,fee_rate_increase,1628.81
pay_2026_H1_01856,payment,161343,INR,captured,order_2026_H1_01856,inv_2026_H1_01856,Gifting & hampers order,upi,true,null,0,2904,0,1767301739,2026-01-01,0.018,0.018,,29.04
pay_2026_H1_01557,payment,2240499,INR,captured,order_2026_H1_01557,inv_2026_H1_01557,Personal care products,card,true,null,0,40329,0,1767301936,2026-01-01,0.018,0.018,,403.29
pay_2026_H1_00052,payment,1843966,INR,captured,order_2026_H1_00052,inv_2026_H1_00052,Fitness & sports equipment,card,true,null,0,42411,0,1767303018,2026-01-01,0.018,0.023,fee_rate_increase,331.91
pay_2026_H1_01958,payment,1683998,INR,captured,order_2026_H1_01958,inv_2026_H1_01958,Office lifestyle gear,upi,true,null,0,30312,0,1767303329,2026-01-01,0.018,0.018,,303.12
pay_2026_H1_02008,payment,11059266,INR,captured,order_2026_H1_02008,inv_2026_H1_02008,Home decor purchase,upi,true,null,0,199067,0,1767303875,2026-01-01,0.018,0.018,,1990.67
pay_2026_H1_01190,payment,784897,INR,captured,order_2026_H1_01190,inv_2026_H1_01190,Personal care products,upi,true,null,0,14128,0,1767303876,2026-01-01,0.018,0.018,,141.28
pay_2026_H1_02639,payment,1603374,INR,captured,order_2026_H1_02639,inv_2026_H1_02639,Kitchen accessories bundle,card,true,null,0,28861,0,1767304163,2026-01-01,0.018,0.018,,288.61
pay_2026_H1_02006,payment,835661,INR,captured,order_2026_H1_02006,inv_2026_H1_02006,Health & wellness kit,netbanking,true,null,0,15042,0,1767304590,2026-01-01,0.018,0.018,,150.42
pay_2026_H1_02582,payment,827082,INR,captured,order_2026_H1_02582,inv_2026_H1_02582,Personal care products,upi,true,null,0,14887,0,1767304995,2026-01-01,0.018,0.018,,148.87
pay_2026_H1_00534,payment,3263187,INR,captured,order_2026_H1_00534,inv_2026_H1_00534,Kitchen accessories bundle,card,true,null,0,75053,0,1767305455,2026-01-01,0.018,0.023,fee_rate_increase,587.37
pay_2026_H1_01312,payment,1732283,INR,captured,order_2026_H1_01312,inv_2026_H1_01312,Personal care products,wallet,true,null,0,31181,0,1767305689,2026-01-01,0.018,0.018,,311.81
pay_2026_H1_01156,payment,832708,INR,captured,order_2026_H1_01156,inv_2026_H1_01156,Office lifestyle gear,card,true,null,0,14989,0,1767306381,2026-01-01,0.018,0.018,,149.89
pay_2026_H1_01269,payment,17208551,INR,captured,order_2026_H1_01269,inv_2026_H1_01269,Online lifestyle order,upi,true,null,0,309754,0,1767306595,2026-01-01,0.018,0.018,,3097.54
pay_2026_H1_02676,payment,5427258,INR,captured,order_2026_H1_02676,inv_2026_H1_02676,Fitness & sports equipment,wallet,true,null,0,97691,0,1767306865,2026-01-01,0.018,0.018,,976.91
pay_2026_H1_00142,payment,1455153,INR,captured,order_2026_H1_00142,inv_2026_H1_00142,Office lifestyle gear,upi,true,null,0,33469,0,1767308026,2026-01-01,0.018,0.023,fee_rate_increase,261.93
pay_2026_H1_02417,payment,3960267,INR,captured,order_2026_H1_02417,inv_2026_H1_02417,Fitness & sports equipment,card,true,null,0,71285,0,1767308120,2026-01-01,0.018,0.018,,712.85
pay_2026_H1_00375,payment,5423520,INR,captured,order_2026_H1_00375,inv_2026_H1_00375,Home decor purchase,card,true,null,0,124741,0,1767308292,2026-01-01,0.018,0.023,fee_rate_increase,976.23
pay_2026_H1_00480,payment,13295600,INR,captured,order_2026_H1_00480,inv_2026_H1_00480,Kitchen accessories bundle,upi,true,null,0,305799,0,1767308406,2026-01-01,0.018,0.023,fee_rate_increase,2393.21
pay_2026_H1_00272,payment,812711,INR,captured,order_2026_H1_00272,inv_2026_H1_00272,Home decor purchase,upi,true,null,0,18692,0,1767308564,2026-01-01,0.018,0.023,fee_rate_increase,146.29
pay_2026_H1_00864,payment,1606969,INR,captured,order_2026_H1_00864,inv_2026_H1_00864,Home decor purchase,card,true,null,0,36960,0,1767308996,2026-01-01,0.018,0.023,fee_rate_increase,289.25
pay_2026_H1_02909,payment,172615,INR,captured,order_2026_H1_02909,inv_2026_H1_02909,Gifting & hampers order,card,true,null,0,3107,0,1767309686,2026-01-01,0.018,0.018,,31.07
pay_2026_H1_02439,payment,1001305,INR,captured,order_2026_H1_02439,inv_2026_H1_02439,Office lifestyle gear,upi,true,null,0,18023,0,1767310030,2026-01-01,0.018,0.018,,180.23
pay_2026_H1_01095,payment,1215059,INR,captured,order_2026_H1_01095,inv_2026_H1_01095,Online lifestyle order,upi,true,null,0,21871,0,1767310070,2026-01-01,0.018,0.018,,218.71
pay_2026_H1_00515,payment,2822140,INR,captured,order_2026_H1_00515,inv_2026_H1_00515,Baby & kids care set,upi,true,null,0,64909,0,1767310988,2026-01-01,0.018,0.023,fee_rate_increase,507.99
pay_2026_H1_01513,payment,607751,INR,captured,order_2026_H1_01513,inv_2026_H1_01513,Pet care supplies,upi,true,null,0,10940,0,1767311071,2026-01-01,0.018,0.018,,109.40
pay_2026_H1_02333,payment,5422064,INR,captured,order_2026_H1_02333,inv_2026_H1_02333,Personal care products,card,true,null,0,97597,0,1767311314,2026-01-01,0.018,0.018,,975.97
pay_2026_H1_02337,payment,1898715,INR,captured,order_2026_H1_02337,inv_2026_H1_02337,Fashion & apparel order,card,true,null,0,34177,0,1767337917,2026-01-02,0.018,0.018,,341.77
pay_2026_H1_00891,payment,228769,INR,captured,order_2026_H1_00891,inv_2026_H1_00891,Health & wellness kit,netbanking,true,null,0,5262,0,1767338262,2026-01-02,0.018,0.023,fee_rate_increase,41.18
pay_2026_H1_02650,payment,210601,INR,captured,order_2026_H1_02650,inv_2026_H1_02650,Office lifestyle gear,upi,true,null,0,3791,0,1767339509,2026-01-02,0.018,0.018,,37.91
pay_2026_H1_00796,payment,1325899,INR,captured,order_2026_H1_00796,inv_2026_H1_00796,Subscription box package,upi,true,null,0,30496,0,1767339666,2026-01-02,0.018,0.023,fee_rate_increase,238.66
pay_2026_H1_00922,payment,286858,INR,captured,order_2026_H1_00922,inv_2026_H1_00922,Health & wellness kit,upi,true,null,0,6598,0,1767340182,2026-01-02,0.018,0.023,fee_rate_increase,51.63
pay_2026_H1_02446,payment,1005592,INR,captured,order_2026_H1_02446,inv_2026_H1_02446,Fashion & apparel order,upi,true,null,0,18101,0,1767340431,2026-01-02,0.018,0.018,,181.01
pay_2026_H1_02472,payment,2079883,INR,captured,order_2026_H1_02472,inv_2026_H1_02472,Online lifestyle order,card,true,null,0,37438,0,1767341075,2026-01-02,0.018,0.018,,374.38
pay_2026_H1_02935,payment,5651793,INR,captured,order_2026_H1_02935,inv_2026_H1_02935,Fitness & sports equipment,netbanking,true,null,0,101732,0,1767341205,2026-01-02,0.018,0.018,,1017.32
pay_2026_H1_02951,payment,1727664,INR,captured,order_2026_H1_02951,inv_2026_H1_02951,Seasonal festival purchase,upi,true,null,0,31098,0,1767342156,2026-01-02,0.018,0.018,,310.98
pay_2026_H1_00246,payment,212655,INR,captured,order_2026_H1_00246,inv_2026_H1_00246,Online lifestyle order,upi,true,null,0,4891,0,1767343085,2026-01-02,0.018,0.023,fee_rate_increase,38.28
pay_2026_H1_00575,payment,316072,INR,captured,order_2026_H1_00575,inv_2026_H1_00575,Gifting & hampers order,upi,true,null,0,7270,0,1767344037,2026-01-02,0.018,0.023,fee_rate_increase,56.89
pay_2026_H1_02334,payment,5782404,INR,captured,order_2026_H1_02334,inv_2026_H1_02334,Fashion & apparel order,upi,true,null,0,104083,0,1767345410,2026-01-02,0.018,0.018,,1040.83
pay_2026_H1_00071,payment,11528445,INR,captured,order_2026_H1_00071,inv_2026_H1_00071,Fashion & apparel order,card,true,null,0,265154,0,1767345481,2026-01-02,0.018,0.023,fee_rate_increase,2075.12
pay_2026_H1_02482,payment,914646,INR,captured,order_2026_H1_02482,inv_2026_H1_02482,Kitchen accessories bundle,upi,true,null,0,16464,0,1767345628,2026-01-02,0.018,0.018,,164.64
pay_2026_H1_02680,payment,2475065,INR,captured,order_2026_H1_02680,inv_2026_H1_02680,Home decor purchase,upi,true,null,0,44551,0,1767346885,2026-01-02,0.018,0.018,,445.51
pay_2026_H1_02444,payment,462786,INR,captured,order_2026_H1_02444,inv_2026_H1_02444,Electronics accessories pack,upi,true,null,0,8330,0,1767348344,2026-01-02,0.018,0.018,,83.30
pay_2026_H1_00261,payment,996967,INR,captured,order_2026_H1_00261,inv_2026_H1_00261,Electronics accessories pack,upi,true,null,0,22930,0,1767348895,2026-01-02,0.018,0.023,fee_rate_increase,179.45
pay_2026_H1_00911,payment,5245934,INR,captured,order_2026_H1_00911,inv_2026_H1_00911,Fashion & apparel order,upi,true,null,0,120656,0,1767349008,2026-01-02,0.018,0.023,fee_rate_increase,944.27
pay_2026_H1_00169,payment,1902703,INR,captured,order_2026_H1_00169,inv_2026_H1_00169,Subscription box package,upi,true,null,0,43762,0,1767349178,2026-01-02,0.018,0.023,fee_rate_increase,342.49
pay_2026_H1_02983,payment,298281,INR,captured,order_2026_H1_02983,inv_2026_H1_02983,Personal care products,card,true,null,0,5369,0,1767349320,2026-01-02,0.018,0.018,,53.69
pay_2026_H1_01421,payment,5260685,INR,captured,order_2026_H1_01421,inv_2026_H1_01421,Fashion & apparel order,card,true,null,0,94692,0,1767351777,2026-01-02,0.018,0.018,,946.92
pay_2026_H1_02949,payment,433613,INR,captured,order_2026_H1_02949,inv_2026_H1_02949,Electronics accessories pack,card,true,null,0,7805,0,1767351870,2026-01-02,0.018,0.018,,78.05
pay_2026_H1_02408,payment,306028,INR,captured,order_2026_H1_02408,inv_2026_H1_02408,Fitness & sports equipment,upi,true,null,0,5509,0,1767352385,2026-01-02,0.018,0.018,,55.09
pay_2026_H1_02809,payment,3084393,INR,captured,order_2026_H1_02809,inv_2026_H1_02809,Fashion & apparel order,upi,true,null,0,55519,0,1767353379,2026-01-02,0.018,0.018,,555.19
pay_2026_H1_00343,payment,1536920,INR,captured,order_2026_H1_00343,inv_2026_H1_00343,Kitchen accessories bundle,upi,true,null,0,35349,0,1767354657,2026-01-02,0.018,0.023,fee_rate_increase,276.65
pay_2026_H1_00909,payment,198133,INR,captured,order_2026_H1_00909,inv_2026_H1_00909,Electronics accessories pack,card,true,null,0,4557,0,1767354783,2026-01-02,0.018,0.023,fee_rate_increase,35.66
pay_2026_H1_02319,payment,486309,INR,captured,order_2026_H1_02319,inv_2026_H1_02319,Office lifestyle gear,card,true,null,0,8754,0,1767358927,2026-01-02,0.018,0.018,,87.54
pay_2026_H1_00412,payment,13616515,INR,captured,order_2026_H1_00412,inv_2026_H1_00412,Fashion & apparel order,upi,true,null,0,313180,0,1767358950,2026-01-02,0.018,0.023,fee_rate_increase,2450.97
pay_2026_H1_00885,payment,283697,INR,captured,order_2026_H1_00885,inv_2026_H1_00885,Electronics accessories pack,card,true,null,0,6525,0,1767359310,2026-01-02,0.018,0.023,fee_rate_increase,51.07
pay_2026_H1_00421,payment,2650698,INR,captured,order_2026_H1_00421,inv_2026_H1_00421,Home decor purchase,wallet,true,null,0,60966,0,1767359479,2026-01-02,0.018,0.023,fee_rate_increase,477.13
pay_2026_H1_00943,payment,1728133,INR,captured,order_2026_H1_00943,inv_2026_H1_00943,Fashion & apparel order,upi,true,null,0,31106,0,1767360331,2026-01-02,0.018,0.018,,311.06
pay_2026_H1_01130,payment,468001,INR,captured,order_2026_H1_01130,inv_2026_H1_01130,Home decor purchase,upi,true,null,0,8424,0,1767360449,2026-01-02,0.018,0.018,,84.24
pay_2026_H1_01381,payment,490496,INR,captured,order_2026_H1_01381,inv_2026_H1_01381,Office lifestyle gear,upi,true,null,0,8829,0,1767360882,2026-01-02,0.018,0.018,,88.29
