id,entity,amount,currency,payment_id,created_at,created_date,receipt,status,speed_requested,speed_processed,acquirer_utr,anomaly_type,duplicate_of_refund_id
rfnd_2026_H1_028,refund,1020500,INR,pay_2026_H1_04437,1771818292,2026-02-23,rcpt_2026_H1_rf_028,processed,normal,normal,UTR_2026_H1_RF_028,,
rfnd_2026_H1_029,refund,161900,INR,pay_2026_H1_05986,1771149612,2026-02-15,rcpt_2026_H1_rf_029,processed,normal,normal,UTR_2026_H1_RF_029,,
rfnd_2026_H1_030,refund,711300,INR,pay_2026_H1_01021,1768781072,2026-01-19,rcpt_2026_H1_rf_030,processed,normal,normal,UTR_2026_H1_RF_030,,
rfnd_2026_H1_031,refund,3694000,INR,pay_2026_H1_09795,1774079462,2026-03-21,rcpt_2026_H1_rf_031,processed,normal,normal,UTR_2026_H1_RF_031,,
rfnd_2026_H1_032,refund,185300,INR,pay_2026_H1_20274,1783061895,2026-07-03,rcpt_2026_H1_rf_032,processed,normal,normal,UTR_2026_H1_RF_032,,
rfnd_2026_H1_033,refund,315000,INR,pay_2026_H1_02101,1768076540,2026-01-10,rcpt_2026_H1_rf_033,processed,normal,normal,UTR_2026_H1_RF_033,,
rfnd_2026_H1_034,refund,559300,INR,pay_2026_H1_02369,1769353667,2026-01-25,rcpt_2026_H1_rf_034,processed,normal,normal,UTR_2026_H1_RF_034,,
rfnd_2026_H1_035,refund,466600,INR,pay_2026_H1_18701,1782523563,2026-06-27,rcpt_2026_H1_rf_035,processed,normal,normal,UTR_2026_H1_RF_035,,
rfnd_2026_H1_036,refund,1136900,INR,pay_2026_H1_04467,1771983413,2026-02-25,rcpt_2026_H1_rf_036,processed,normal,normal,UTR_2026_H1_RF_036,,
rfnd_2026_H1_037,refund,203900,INR,pay_2026_H1_16632,1780111068,2026-05-30,rcpt_2026_H1_rf_037,processed,normal,normal,UTR_2026_H1_RF_037,,
rfnd_2026_H1_038,refund,244500,INR,pay_2026_H1_18011,1782613636,2026-06-28,rcpt_2026_H1_rf_038,processed,normal,normal,UTR_2026_H1_RF_038,,
rfnd_2026_H1_039,refund,53700,INR,pay_2026_H1_19853,1783347793,2026-07-06,rcpt_2026_H1_rf_039,processed,normal,normal,UTR_2026_H1_RF_039,,
rfnd_2026_H1_040,refund,59100,INR,pay_2026_H1_11379,1777165518,2026-04-26,rcpt_2026_H1_rf_040,processed,normal,normal,UTR_2026_H1_RF_040,,
rfnd_2026_H1_041,refund,958200,INR,pay_2026_H1_13196,1775434767,2026-04-06,rcpt_2026_H1_rf_041,processed,normal,normal,UTR_2026_H1_RF_041,,
rfnd_2026_H1_042,refund,37900,INR,pay_2026_H1_11966,1775524440,2026-04-07,rcpt_2026_H1_rf_042,processed,normal,normal,UTR_2026_H1_RF_042,,
rfnd_2026_H1_043,refund,4641900,INR,pay_2026_H1_05106,1772442418,2026-03-02,rcpt_2026_H1_rf_043,processed,normal,normal,UTR_2026_H1_RF_043,,
rfnd_2026_H1_044,refund,604100,INR,pay_2026_H1_02170,1768442734,2026-01-15,rcpt_2026_H1_rf_044,processed,normal,normal,UTR_2026_H1_RF_044,,
rfnd_2026_H1_045,refund,666700,INR,pay_2026_H1_15406,1779385205,2026-05-21,rcpt_2026_H1_rf_045,processed,normal,normal,UTR_2026_H1_RF_045,,
rfnd_2026_H1_046,refund,1995400,INR,pay_2026_H1_16014,1779836944,2026-05-26,rcpt_2026_H1_rf_046,processed,normal,normal,UTR_2026_H1_RF_046,,
rfnd_2026_H1_047,refund,267300,INR,pay_2026_H1_02391,1767984936,2026-01-09,rcpt_2026_H1_rf_047,processed,normal,normal,UTR_2026_H1_RF_047,,
rfnd_2026_H1_048,refund,2982800,INR,pay_2026_H1_01069,1770222242,2026-02-04,rcpt_2026_H1_rf_048,processed,normal,normal,UTR_2026_H1_RF_048,,
rfnd_2026_H1_049,refund,632900,INR,pay_2026_H1_08257,1773026460,2026-03-09,rcpt_2026_H1_rf_049,processed,normal,normal,UTR_2026_H1_RF_049,,
rfnd_2026_H1_050,refund,2891800,INR,pay_2026_H1_07245,1773413383,2026-03-13,rcpt_2026_H1_rf_050,processed,normal,normal,UTR_2026_H1_RF_050,,
rfnd_2026_H1_051,refund,217700,INR,pay_2026_H1_13015,1776579148,2026-04-19,rcpt_2026_H1_rf_051,processed,normal,normal,UTR_2026_H1_RF_051,,
rfnd_2026_H1_052,refund,535200,INR,pay_2026_H1_18642,1781782002,2026-06-18,rcpt_2026_H1_rf_052,processed,normal,normal,UTR_2026_H1_RF_052,,
rfnd_2026_H1_053,refund,1618800,INR,pay_2026_H1_10126,1774309233,2026-03-23,rcpt_2026_H1_rf_053,processed,normal,normal,UTR_2026_H1_RF_053,,
rfnd_2026_H1_054,refund,315000,INR,pay_2026_H1_01796,1770054866,2026-02-02,rcpt_2026_H1_rf_054,processed,normal,normal,UTR_2026_H1_RF_054,,
rfnd_2026_H1_055,refund,594900,INR,pay_2026_H1_07805,1774157015,2026-03-22,rcpt_2026_H1_rf_055,processed,normal,normal,UTR_2026_H1_RF_055,,
rfnd_2026_H1_056,refund,847200,INR,pay_2026_H1_20082,1781156962,2026-06-11,rcpt_2026_H1_rf_056,processed,normal,normal,UTR_2026_H1_RF_056,,
rfnd_2026_H1_057,refund,2395700,INR,pay_2026_H1_09939,1774161932,2026-03-22,rcpt_2026_H1_rf_057,processed,normal,normal,UTR_2026_H1_RF_057,,
rfnd_2026_H1_058,refund,264600,INR,pay_2026_H1_08921,1774515213,2026-03-26,rcpt_2026_H1_rf_058,processed,normal,normal,UTR_2026_H1_RF_058,,
rfnd_2026_H1_059,refund,1761000,INR,pay_2026_H1_07379,1775196054,2026-04-03,rcpt_2026_H1_rf_059,processed,normal,normal,UTR_2026_H1_RF_059,,
rfnd_2026_H1_060,refund,4187600,INR,pay_2026_H1_13424,1776678101,2026-04-20,rcpt_2026_H1_rf_060,processed,normal,normal,UTR_2026_H1_RF_060,,
rfnd_2026_H1_061,refund,1125400,INR,pay_2026_H1_03662,1770807600,2026-02-11,rcpt_2026_H1_rf_061,processed,normal,normal,UTR_2026_H1_RF_061,,
rfnd_2026_H1_062,refund,687800,INR,pay_2026_H1_08614,1773701044,2026-03-16,rcpt_2026_H1_rf_062,processed,normal,normal,UTR_2026_H1_RF_062,,
rfnd_2026_H1_063,refund,628300,INR,pay_2026_H1_14224,1780328425,2026-06-01,rcpt_2026_H1_rf_063,processed,normal,normal,UTR_2026_H1_RF_063,,
rfnd_2026_H1_064,refund,262000,INR,pay_2026_H1_06300,1770992417,2026-02-13,rcpt_2026_H1_rf_064,processed,normal,normal,UTR_2026_H1_RF_064,,
rfnd_2026_H1_065,refund,1430600,INR,pay_2026_H1_15293,1777943419,2026-05-05,rcpt_2026_H1_rf_065,processed,normal,normal,UTR_2026_H1_RF_065,,
rfnd_2026_H1_066,refund,1523400,INR,pay_2026_H1_09088,1775109407,2026-04-02,rcpt_2026_H1_rf_066,processed,normal,normal,UTR_2026_H1_RF_066,,
rfnd_2026_H1_067,refund,2300400,INR,pay_2026_H1_18845,1783502614,2026-07-08,rcpt_2026_H1_rf_067,processed,normal,normal,UTR_2026_H1_RF_067,,
rfnd_2026_H1_068,refund,1965800,INR,pay_2026_H1_01469,1769615854,2026-01-28,rcpt_2026_H1_rf_068,processed,normal,normal,UTR_2026_H1_RF_068,,
rfnd_2026_H1_069,refund,832800,INR,pay_2026_H1_06475,1771384697,2026-02-18,rcpt_2026_H1_rf_069,processed,normal,normal,UTR_2026_H1_RF_069,,
rfnd_2026_H1_070,refund,367000,INR,pay_2026_H1_20678,1783046777,2026-07-03,rcpt_2026_H1_rf_070,processed,normal,normal,UTR_2026_H1_RF_070,,
rfnd_2026_H1_071,refund,802800,INR,pay_2026_H1_19503,1781265345,2026-06-12,rcpt_2026_H1_rf_071,processed,normal,normal,UTR_2026_H1_RF_071,,
rfnd_2026_H1_072,refund,911400,INR,pay_2026_H1_18415,1780623379,2026-06-05,rcpt_2026_H1_rf_072,processed,normal,normal,UTR_2026_H1_RF_072,,
rfnd_2026_H1_073,refund,1048900,INR,pay_2026_H1_08660,1772973743,2026-03-08,rcpt_2026_H1_rf_073,processed,normal,normal,UTR_2026_H1_RF_073,,
rfnd_2026_H1_074,refund,696300,INR,pay_2026_H1_02012,1768954258,2026-01-21,rcpt_2026_H1_rf_074,processed,normal,normal,UTR_2026_H1_RF_074,,
rfnd_2026_H1_075,refund,1202600,INR,pay_2026_H1_18474,1782515899,2026-06-26,rcpt_2026_H1_rf_075,processed,normal,normal,UTR_2026_H1_RF_075,,
rfnd_2026_H1_076,refund,344700,INR,pay_2026_H1_11400,1778187462,2026-05-07,rcpt_2026_H1_rf_076,processed,normal,normal,UTR_2026_H1_RF_076,,
rfnd_2026_H1_077,refund,413900,INR,pay_2026_H1_13652,1776539674,2026-04-18,rcpt_2026_H1_rf_077,processed,normal,normal,UTR_2026_H1_RF_077,,
rfnd_2026_H1_078,refund,7256000,INR,pay_2026_H1_17142,1778657865,2026-05-13,rcpt_2026_H1_rf_078,processed,normal,normal,UTR_2026_H1_RF_078,,
rfnd_2026_H1_079,refund,86500,INR,pay_2026_H1_10216,1773127634,2026-03-10,rcpt_2026_H1_rf_079,processed,normal,normal,UTR_2026_H1_RF_079,,
rfnd_2026_H1_080,refund,200600,INR,pay_2026_H1_09436,1773114214,2026-03-10,rcpt_2026_H1_rf_080,processed,normal,normal,UTR_2026_H1_RF_080,,
rfnd_2026_H1_081,refund,1204000,INR,pay_2026_H1_14073,1775964382,2026-04-12,rcpt_2026_H1_rf_081,processed,normal,normal,UTR_2026_H1_RF_081,,
rfnd_2026_H1_082,refund,8201400,INR,pay_2026_H1_18738,1783512456,2026-07-08,rcpt_2026_H1_rf_082,processed,normal,normal,UTR_2026_H1_RF_082,,
rfnd_2026_H1_083,refund,360500,INR,pay_2026_H1_13568,1776078521,2026-04-13,rcpt_2026_H1_rf_083,processed,normal,normal,UTR_2026_H1_RF_083,,
rfnd_2026_H1_084,refund,174500,INR,pay_2026_H1_04230,1772228757,2026-02-27,rcpt_2026_H1_rf_084,processed,normal,normal,UTR_2026_H1_RF_084,,
rfnd_2026_H1_085,refund,3961400,INR,pay_2026_H1_04842,1771909767,2026-02-24,rcpt_2026_H1_rf_085,processed,normal,normal,UTR_2026_H1_RF_085,,
rfnd_2026_H1_086,refund,334400,INR,pay_2026_H1_12612,1776501893,2026-04-18,rcpt_2026_H1_rf_086,processed,normal,normal,UTR_2026_H1_RF_086,,
rfnd_2026_H1_087,refund,6698500,INR,pay_2026_H1_09752,1774941156,2026-03-31,rcpt_2026_H1_rf_087,processed,normal,normal,UTR_2026_H1_RF_087,,
rfnd_2026_H1_088,refund,975000,INR,pay_2026_H1_03040,1769971064,2026-02-01,rcpt_2026_H1_rf_088,processed,normal,normal,UTR_2026_H1_RF_088,,
rfnd_2026_H1_089,refund,125900,INR,pay_2026_H1_10423,1774302769,2026-03-23,rcpt_2026_H1_rf_089,processed,normal,normal,UTR_2026_H1_RF_089,,
rfnd_2026_H1_090,refund,51100,INR,pay_2026_H1_14062,1776347517,2026-04-16,rcpt_2026_H1_rf_090,processed,normal,normal,UTR_2026_H1_RF_090,,
rfnd_2026_H1_091,refund,6114300,INR,pay_2026_H1_02365,1770080718,2026-02-03,rcpt_2026_H1_rf_091,processed,normal,normal,UTR_2026_H1_RF_091,,
rfnd_2026_H1_092,refund,145000,INR,pay_2026_H1_07657,1774481492,2026-03-25,rcpt_2026_H1_rf_092,processed,normal,normal,UTR_2026_H1_RF_092,,
rfnd_2026_H1_093,refund,2619300,INR,pay_2026_H1_19364,1780584348,2026-06-04,rcpt_2026_H1_rf_093,processed,normal,normal,UTR_2026_H1_RF_093,,
rfnd_2026_H1_094,refund,164300,INR,pay_2026_H1_01219,1768715141,2026-01-18,rcpt_2026_H1_rf_094,processed,normal,normal,UTR_2026_H1_RF_094,,
rfnd_2026_H1_095,refund,1238200,INR,pay_2026_H1_11978,1775396615,2026-04-05,rcpt_2026_H1_rf_095,processed,normal,normal,UTR_2026_H1_RF_095,,
rfnd_2026_H1_096,refund,1381800,INR,pay_2026_H1_06029,1771924420,2026-02-24,rcpt_2026_H1_rf_096,processed,normal,normal,UTR_2026_H1_RF_096,,
rfnd_2026_H1_097,refund,128700,INR,pay_2026_H1_01384,1770136943,2026-02-03,rcpt_2026_H1_rf_097,processed,normal,normal,UTR_2026_H1_RF_097,,
rfnd_2026_H1_098,refund,233700,INR,pay_2026_H1_11581,1777566245,2026-04-30,rcpt_2026_H1_rf_098,processed,normal,normal,UTR_2026_H1_RF_098,,
rfnd_2026_H1_099,refund,224600,INR,pay_2026_H1_05818,1771309939,2026-02-17,rcpt_2026_H1_rf_099,processed,normal,normal,UTR_2026_H1_RF_099,,
rfnd_2026_H1_100,refund,89500,INR,pay_2026_H1_20490,1781657055,2026-06-17,rcpt_2026_H1_rf_100,processed,normal,normal,UTR_2026_H1_RF_100,,
rfnd_2026_H1_101,refund,1117500,INR,pay_2026_H1_08877,1773382630,2026-03-13,rcpt_2026_H1_rf_101,processed,normal,normal,UTR_2026_H1_RF_101,,
rfnd_2026_H1_102,refund,9226300,INR,pay_2026_H1_19074,1781867139,2026-06-19,rcpt_2026_H1_rf_102,processed,normal,normal,UTR_2026_H1_RF_102,,
rfnd_2026_H1_103,refund,6106600,INR,pay_2026_H1_02362,1768853549,2026-01-19,rcpt_2026_H1_rf_103,processed,normal,normal,UTR_2026_H1_RF_103,,
rfnd_2026_H1_104,refund,808500,INR,pay_2026_H1_13072,1775885046,2026-04-11,rcpt_2026_H1_rf_104,processed,normal,normal,UTR_2026_H1_RF_104,,
rfnd_2026_H1_105,refund,624600,INR,pay_2026_H1_03891,1771147709,2026-02-15,rcpt_2026_H1_rf_105,processed,normal,normal,UTR_2026_H1_RF_105,,
rfnd_2026_H1_106,refund,395300,INR,pay_2026_H1_19710,1781758303,2026-06-18,rcpt_2026_H1_rf_106,processed,normal,normal,UTR_2026_H1_RF_106,,
rfnd_2026_H1_107,refund,1022200,INR,pay_2026_H1_13877,1776515393,2026-04-18,rcpt_2026_H1_rf_107,processed,normal,normal,UTR_2026_H1_RF_107,,
rfnd_2026_H1_108,refund,356200,INR,pay_2026_H1_12987,1778099093,2026-05-06,rcpt_2026_H1_rf_108,processed,normal,normal,UTR_2026_H1_RF_108,,
rfnd_2026_H1_109,refund,234600,INR,pay_2026_H1_15211,1779487342,2026-05-22,rcpt_2026_H1_rf_109,processed,normal,normal,UTR_2026_H1_RF_109,,
rfnd_2026_H1_110,refund,115300,INR,pay_2026_H1_09289,1773524817,2026-03-14,rcpt_2026_H1_rf_110,processed,normal,normal,UTR_2026_H1_RF_110,,
rfnd_2026_H1_111,refund,2801900,INR,pay_2026_H1_03000,1769789181,2026-01-30,rcpt_2026_H1_rf_111,processed,normal,normal,UTR_2026_H1_RF_111,,
rfnd_2026_H1_112,refund,151500,INR,pay_2026_H1_02732,1768543503,2026-01-16,rcpt_2026_H1_rf_112,processed,normal,normal,UTR_2026_H1_RF_112,,
rfnd_2026_H1_113,refund,1319100,INR,pay_2026_H1_09972,1773498407,2026-03-14,rcpt_2026_H1_rf_113,processed,normal,normal,UTR_2026_H1_RF_113,,
rfnd_2026_H1_114,refund,965800,INR,pay_2026_H1_10942,1775612102,2026-04-08,rcpt_2026_H1_rf_114,processed,normal,normal,UTR_2026_H1_RF_114,,
rfnd_2026_H1_115,refund,2768400,INR,pay_2026_H1_12127,1775947883,2026-04-11,rcpt_2026_H1_rf_115,processed,normal,normal,UTR_2026_H1_RF_115,,
rfnd_2026_H1_116,refund,169900,INR,pay_2026_H1_04370,1772547064,2026-03-03,rcpt_2026_H1_rf_116,processed,normal,normal,UTR_2026_H1_RF_116,,
rfnd_2026_H1_117,refund,5406000,INR,pay_2026_H1_01147,1768824801,2026-01-19,rcpt_2026_H1_rf_117,processed,normal,normal,UTR_2026_H1_RF_117,,
rfnd_2026_H1_118,refund,1033400,INR,pay_2026_H1_07655,1775807683,2026-04-10,rcpt_2026_H1_rf_118,processed,normal,normal,UTR_2026_H1_RF_118,,
rfnd_2026_H1_119,refund,3767500,INR,pay_2026_H1_16277,1780705838,2026-06-06,rcpt_2026_H1_rf_119,processed,normal,normal,UTR_2026_H1_RF_119,,
rfnd_2026_H1_120,refund,2534100,INR,pay_2026_H1_05112,1772038383,2026-02-25,rcpt_2026_H1_rf_120,processed,normal,normal,UTR_2026_H1_RF_120,,
rfnd_2026_H1_121,refund,379400,INR,pay_2026_H1_15176,1780011302,2026-05-28,rcpt_2026_H1_rf_121,processed,normal,normal,UTR_2026_H1_RF_121,,
rfnd_2026_H1_122,refund,336800,INR,pay_2026_H1_03391,1771424507,2026-02-18,rcpt_2026_H1_rf_122,processed,normal,normal,UTR_2026_H1_RF_122,,
rfnd_2026_H1_123,refund,112200,INR,pay_2026_H1_11952,1778138074,2026-05-07,rcpt_2026_H1_rf_123,processed,normal,normal,UTR_2026_H1_RF_123,,
rfnd_2026_H1_124,refund,155600,INR,pay_2026_H1_14482,1779778529,2026-05-26,rcpt_2026_H1_rf_124,processed,normal,normal,UTR_2026_H1_RF_124,,
rfnd_2026_H1_125,refund,1374800,INR,pay_2026_H1_03077,1768334231,2026-01-13,rcpt_2026_H1_rf_125,processed,normal,normal,UTR_2026_H1_RF_125,,
rfnd_2026_H1_126,refund,4633600,INR,pay_2026_H1_07827,1775188860,2026-04-03,rcpt_2026_H1_rf_126,processed,normal,normal,UTR_2026_H1_RF_126,,
rfnd_2026_H1_127,refund,614200,INR,pay_2026_H1_09690,1774538749,2026-03-26,rcpt_2026_H1_rf_127,processed,normal,normal,UTR_2026_H1_RF_127,,
rfnd_2026_H1_128,refund,79800,INR,pay_2026_H1_02375,1769188273,2026-01-23,rcpt_2026_H1_rf_128,processed,normal,normal,UTR_2026_H1_RF_128,,
rfnd_2026_H1_129,refund,286900,INR,pay_2026_H1_14920,1778070857,2026-05-06,rcpt_2026_H1_rf_129,processed,normal,normal,UTR_2026_H1_RF_129,,
rfnd_2026_H1_130,refund,1495800,INR,pay_2026_H1_18429,1782405062,2026-06-25,rcpt_2026_H1_rf_130,processed,normal,normal,UTR_2026_H1_RF_130,,
rfnd_2026_H1_131,refund,58500,INR,pay_2026_H1_12471,1776316266,2026-04-16,rcpt_2026_H1_rf_131,processed,normal,normal,UTR_2026_H1_RF_131,,
rfnd_2026_H1_132,refund,6065300,INR,pay_2026_H1_03530,1772961240,2026-03-08,rcpt_2026_H1_rf_132,processed,normal,normal,UTR_2026_H1_RF_132,,
rfnd_2026_H1_133,refund,2128300,INR,pay_2026_H1_14155,1779384791,2026-05-21,rcpt_2026_H1_rf_133,processed,normal,normal,UTR_2026_H1_RF_133,,
rfnd_2026_H1_134,refund,10258200,INR,pay_2026_H1_02324,1769060984,2026-01-22,rcpt_2026_H1_rf_134,processed,normal,normal,UTR_2026_H1_RF_134,,
rfnd_2026_H1_135,refund,4702900,INR,pay_2026_H1_08008,1774800555,2026-03-29,rcpt_2026_H1_rf_135,processed,normal,normal,UTR_2026_H1_RF_135,,
rfnd_2026_H1_136,refund,664900,INR,pay_2026_H1_17043,1780316141,2026-06-01,rcpt_2026_H1_rf_136,processed,normal,normal,UTR_2026_H1_RF_136,,
rfnd_2026_H1_137,refund,5635500,INR,pay_2026_H1_03826,1771393669,2026-02-18,rcpt_2026_H1_rf_137,processed,normal,normal,UTR_2026_H1_RF_137,,
rfnd_2026_H1_138,refund,1215100,INR,pay_2026_H1_07199,1775867775,2026-04-11,rcpt_2026_H1_rf_138,processed,normal,normal,UTR_2026_H1_RF_138,,
rfnd_2026_H1_139,refund,117800,INR,pay_2026_H1_01645,1770179600,2026-02-04,rcpt_2026_H1_rf_139,processed,normal,normal,UTR_2026_H1_RF_139,,
rfnd_2026_H1_140,refund,551000,INR,pay_2026_H1_04886,1770810355,2026-02-11,rcpt_2026_H1_rf_140,processed,normal,normal,UTR_2026_H1_RF_140,,
rfnd_2026_H1_141,refund,2313300,INR,pay_2026_H1_20441,1781896611,2026-06-19,rcpt_2026_H1_rf_141,processed,normal,normal,UTR_2026_H1_RF_141,,
rfnd_2026_H1_142,refund,213900,INR,pay_2026_H1_19021,1782458885,2026-06-26,rcpt_2026_H1_rf_142,processed,normal,normal,UTR_2026_H1_RF_142,,
rfnd_2026_H1_143,refund,169600,INR,pay_2026_H1_01007,1769970410,2026-02-01,rcpt_2026_H1_rf_143,processed,normal,normal,UTR_2026_H1_RF_143,,
rfnd_2026_H1_144,refund,104300,INR,pay_2026_H1_01998,1769975755,2026-02-01,rcpt_2026_H1_rf_144,processed,normal,normal,UTR_2026_H1_RF_144,,
rfnd_2026_H1_145,refund,290600,INR,pay_2026_H1_06363,1772364694,2026-03-01,rcpt_2026_H1_rf_145,processed,normal,normal,UTR_2026_H1_RF_145,,
rfnd_2026_H1_146,refund,709000,INR,pay_2026_H1_14690,1779570749,2026-05-23,rcpt_2026_H1_rf_146,processed,normal,normal,UTR_2026_H1_RF_146,,
rfnd_2026_H1_147,refund,214400,INR,pay_2026_H1_08394,1774598889,2026-03-27,rcpt_2026_H1_rf_147,processed,normal,normal,UTR_2026_H1_RF_147,,
rfnd_2026_H1_148,refund,255800,INR,pay_2026_H1_01352,1768187437,2026-01-12,rcpt_2026_H1_rf_148,processed,normal,normal,UTR_2026_H1_RF_148,,
rfnd_2026_H1_149,refund,318400,INR,pay_2026_H1_01639,1769076465,2026-01-22,rcpt_2026_H1_rf_149,processed,normal,normal,UTR_2026_H1_RF_149,,
rfnd_2026_H1_150,refund,1263000,INR,pay_2026_H1_06608,1772559988,2026-03-03,rcpt_2026_H1_rf_150,processed,normal,normal,UTR_2026_H1_RF_150,,
rfnd_2026_H1_151,refund,3238700,INR,pay_2026_H1_01296,1768938653,2026-01-20,rcpt_2026_H1_rf_151,processed,normal,normal,UTR_2026_H1_RF_151,,
rfnd_2026_H1_152,refund,787400,INR,pay_2026_H1_15288,1779502947,2026-05-23,rcpt_2026_H1_rf_152,processed,normal,normal,UTR_2026_H1_RF_152,,
rfnd_2026_H1_153,refund,125200,INR,pay_2026_H1_01819,1769145109,2026-01-23,rcpt_2026_H1_rf_153,processed,normal,normal,UTR_2026_H1_RF_153,,
rfnd_2026_H1_154,refund,115700,INR,pay_2026_H1_02027,1768709920,2026-01-18,rcpt_2026_H1_rf_154,processed,normal,normal,UTR_2026_H1_RF_154,,
rfnd_2026_H1_155,refund,3274500,INR,pay_2026_H1_14602,1778747581,2026-05-14,rcpt_2026_H1_rf_155,processed,normal,normal,UTR_2026_H1_RF_155,,
rfnd_2026_H1_156,refund,3238400,INR,pay_2026_H1_02416,1770182496,2026-02-04,rcpt_2026_H1_rf_156,processed,normal,normal,UTR_2026_H1_RF_156,,
