id,entity,amount,status,fees,tax,utr,created_at,settlement_date,transaction_count,refund_adjustment
set_2024_H2_00031,settlement,164783360,processed,3631043,0,UTR2024H200031,1722502800,2024-08-01,79,0.00
set_2024_H2_00032,settlement,201330767,processed,3690378,0,UTR2024H200032,1722589200,2024-08-02,78,0.00
set_2024_H2_00033,settlement,164053429,processed,3007086,0,UTR2024H200033,1722675600,2024-08-03,75,0.00
set_2024_H2_00034,settlement,251803509,processed,4615547,0,UTR2024H200034,1722762000,2024-08-04,71,0.00
set_2024_H2_00035,settlement,201493530,processed,3696310,0,UTR2024H200035,1722848400,2024-08-05,75,1607.00
set_2024_H2_00036,settlement,138440884,processed,2560502,0,UTR2024H200036,1722934800,2024-08-06,72,12486.00
set_2024_H2_00037,settlement,178699208,processed,3293698,0,UTR2024H200037,1723021200,2024-08-07,76,9903.00
set_2024_H2_00038,settlement,163490625,processed,3009256,0,UTR2024H200038,1723107600,2024-08-08,70,6808.00
set_2024_H2_00039,settlement,186853498,processed,3553169,0,UTR2024H200039,1723194000,2024-08-09,90,69917.00
set_2024_H2_00040,settlement,241530620,processed,4427240,0,UTR2024H200040,1723280400,2024-08-10,81,0.00
set_2024_H2_00041,settlement,200491601,processed,3674997,0,UTR2024H200041,1723366800,2024-08-11,80,0.00
set_2024_H2_00042,settlement,126404052,processed,2349539,0,UTR2024H200042,1723453200,2024-08-12,61,17764.00
set_2024_H2_00043,settlement,160705668,processed,2945724,0,UTR2024H200043,1723539600,2024-08-13,82,0.00
set_2024_H2_00044,settlement,145558964,processed,2870297,0,UTR2024H200044,1723626000,2024-08-14,70,110317.00
set_2024_H2_00045,settlement,166853963,processed,3068736,0,UTR2024H200045,1723712400,2024-08-15,60,5627.00
set_2024_H2_00046,settlement,107785401,processed,1983346,0,UTR2024H200046,1723798800,2024-08-16,68,4171.00
set_2024_H2_00047,settlement,189879665,processed,3484473,0,UTR2024H200047,1723885200,2024-08-17,64,2175.00
set_2024_H2_00048,settlement,179664501,processed,3305523,0,UTR2024H200048,1723971600,2024-08-18,79,6702.00
set_2024_H2_00049,settlement,232981373,processed,4501027,0,UTR2024H200049,1724058000,2024-08-19,85,125745.00
set_2024_H2_00050,settlement,140400077,processed,2573527,0,UTR2024H200050,1724144400,2024-08-20,62,0.00
set_2024_H2_00051,settlement,198747589,processed,3812888,0,UTR2024H200051,1724230800,2024-08-21,65,92667.00
set_2024_H2_00052,settlement,160062560,processed,2940210,0,UTR2024H200052,1724317200,2024-08-22,81,3423.00
set_2024_H2_00053,settlement,168392989,processed,3092104,0,UTR2024H200053,1724403600,2024-08-23,60,2985.00
set_2024_H2_00054,settlement,232749256,processed,4274173,0,UTR2024H200054,1724490000,2024-08-24,61,4306.00
set_2024_H2_00055,settlement,149714153,processed,3060017,0,UTR2024H200055,1724576400,2024-08-25,83,172268.00
set_2024_H2_00056,settlement,171266330,processed,3139298,0,UTR2024H200056,1724662800,2024-08-26,69,0.00
set_2024_H2_00057,settlement,163904959,processed,3004369,0,UTR2024H200057,1724749200,2024-08-27,60,0.00
set_2024_H2_00058,settlement,198463264,processed,3881269,0,UTR2024H200058,1724835600,2024-08-28,74,132815.00
set_2024_H2_00059,settlement,184696960,processed,3439292,0,UTR2024H200059,1724922000,2024-08-29,74,29355.00
set_2024_H2_00060,settlement,187392917,processed,3459730,0,UTR2024H200060,1725008400,2024-08-30,76,13545.00
set_2024_H2_00061,settlement,164348277,processed,3148560,0,UTR2024H200061,1725094800,2024-08-31,62,74232.00
set_2024_H2_00062,settlement,193515749,processed,3548550,0,UTR2024H200062,1725181200,2024-09-01,72,775.00
set_2024_H2_00063,settlement,237225631,processed,4384243,0,UTR2024H200063,1725267600,2024-09-02,100,19592.00
set_2024_H2_00064,settlement,261199140,processed,4787761,0,UTR2024H200064,1725354000,2024-09-03,93,0.00
set_2024_H2_00065,settlement,218944863,processed,4025200,0,UTR2024H200065,1725440400,2024-09-04,79,6522.00
set_2024_H2_00066,settlement,215347811,processed,3947314,0,UTR2024H200066,1725526800,2024-09-05,92,0.00
set_2024_H2_00067,settlement,214875684,processed,3995121,0,UTR2024H200067,1725613200,2024-09-06,93,30806.00
set_2024_H2_00068,settlement,183427043,processed,3434971,0,UTR2024H200068,1725699600,2024-09-07,78,39696.00
set_2024_H2_00069,settlement,154287545,processed,2953210,0,UTR2024H200069,1725786000,2024-09-08,87,68267.00
set_2024_H2_00070,settlement,169855792,processed,3118360,0,UTR2024H200070,1725872400,2024-09-09,80,2682.00
set_2024_H2_00071,settlement,174223431,processed,3248864,0,UTR2024H200071,1725958800,2024-09-10,95,30197.00
set_2024_H2_00072,settlement,212194720,processed,4233609,0,UTR2024H200072,1726045200,2024-09-11,89,187722.00
set_2024_H2_00073,settlement,261519494,processed,4802126,0,UTR2024H200073,1726131600,2024-09-12,82,4631.00
set_2024_H2_00074,settlement,219080199,processed,4054339,0,UTR2024H200074,1726218000,2024-09-13,93,21065.00
set_2024_H2_00075,settlement,248334685,processed,4569030,0,UTR2024H200075,1726304400,2024-09-14,94,9315.00
set_2024_H2_00076,settlement,221862490,processed,4294557,0,UTR2024H200076,1726390800,2024-09-15,84,124295.00
set_2024_H2_00077,settlement,182567093,processed,3381730,0,UTR2024H200077,1726477200,2024-09-16,89,19251.00
set_2024_H2_00078,settlement,147480120,processed,2747868,0,UTR2024H200078,1726563600,2024-09-17,91,24313.00
set_2024_H2_00079,settlement,264243667,processed,5012276,0,UTR2024H200079,1726650000,2024-09-18,104,92038.00
set_2024_H2_00080,settlement,256938042,processed,4713121,0,UTR2024H200080,1726736400,2024-09-19,103,1888.00
set_2024_H2_00081,settlement,201496058,processed,3693413,0,UTR2024H200081,1726822800,2024-09-20,94,0.00
set_2024_H2_00082,settlement,235363215,processed,4321532,0,UTR2024H200082,1726909200,2024-09-21,90,4006.00
set_2024_H2_00083,settlement,171287852,processed,3225174,0,UTR2024H200083,1726995600,2024-09-22,87,46634.00
set_2024_H2_00084,settlement,189731234,processed,3528869,0,UTR2024H200084,1727082000,2024-09-23,107,27884.00
set_2024_H2_00085,settlement,267737707,processed,4956211,0,UTR2024H200085,1727168400,2024-09-24,102,26513.00
set_2024_H2_00086,settlement,255812553,processed,4689030,0,UTR2024H200086,1727254800,2024-09-25,82,0.00
set_2024_H2_00087,settlement,193882808,processed,3651204,0,UTR2024H200087,1727341200,2024-09-26,82,53109.00
set_2024_H2_00088,settlement,180153867,processed,3313697,0,UTR2024H200088,1727427600,2024-09-27,90,6267.00
set_2024_H2_00089,settlement,248249898,processed,4590488,0,UTR2024H200089,1727514000,2024-09-28,102,21867.00
set_2024_H2_00090,settlement,273982366,processed,5069130,0,UTR2024H200090,1727600400,2024-09-29,97,25669.00
set_2024_H2_00091,settlement,260788419,processed,4884436,0,UTR2024H200091,1727686800,2024-09-30,101,56848.00
set_2024_H2_00092,settlement,236860526,processed,4341641,0,UTR2024H200092,1727773200,2024-10-01,92,0.00
set_2024_H2_00093,settlement,262860689,processed,5040267,0,UTR2024H200093,1727859600,2024-10-02,114,121138.00
set_2024_H2_00094,settlement,244546852,processed,4502319,0,UTR2024H200094,1727946000,2024-10-03,113,10797.00
set_2024_H2_00095,settlement,316010062,processed,5792449,0,UTR2024H200095,1728032400,2024-10-04,107,0.00
set_2024_H2_00096,settlement,353817145,processed,6543699,0,UTR2024H200096,1728118800,2024-10-05,128,31780.00
set_2024_H2_00097,settlement,397173009,processed,7298868,0,UTR2024H200097,1728205200,2024-10-06,122,10209.00
set_2024_H2_00098,settlement,299205382,processed,5530274,0,UTR2024H200098,1728291600,2024-10-07,134,25020.00
set_2024_H2_00099,settlement,221963707,processed,4099143,0,UTR2024H200099,1728378000,2024-10-08,110,16673.00
set_2024_H2_00100,settlement,364261624,processed,6703353,0,UTR2024H200100,1728464400,2024-10-09,130,14435.00
set_2024_H2_00101,settlement,310034727,processed,5692396,0,UTR2024H200101,1728550800,2024-10-10,128,5171.00
set_2024_H2_00102,settlement,221198908,processed,4067814,0,UTR2024H200102,1728637200,2024-10-11,115,7230.00
set_2024_H2_00103,settlement,333814067,processed,6152410,0,UTR2024H200103,1728723600,2024-10-12,126,18343.00
set_2024_H2_00104,settlement,339484665,processed,6376771,0,UTR2024H200104,1728810000,2024-10-13,125,84038.00
set_2024_H2_00105,settlement,222712729,processed,4210713,0,UTR2024H200105,1728896400,2024-10-14,101,70052.00
set_2024_H2_00106,settlement,360476653,processed,6633098,0,UTR2024H200106,1728982800,2024-10-15,130,13957.00
set_2024_H2_00107,settlement,229393107,processed,4348383,0,UTR2024H200107,1729069200,2024-10-16,113,78353.00
set_2024_H2_00108,settlement,269720387,processed,4943960,0,UTR2024H200108,1729155600,2024-10-17,123,0.00
set_2024_H2_00109,settlement,335044393,processed,6149219,0,UTR2024H200109,1729242000,2024-10-18,141,4296.00
set_2024_H2_00110,settlement,378989522,processed,6954384,0,UTR2024H200110,1729328400,2024-10-19,130,4109.00
set_2024_H2_00111,settlement,337650288,processed,6246554,0,UTR2024H200111,1729414800,2024-10-20,126,31340.00
set_2024_H2_00112,settlement,293836876,processed,5512521,0,UTR2024H200112,1729501200,2024-10-21,135,69019.00
set_2024_H2_00113,settlement,300641899,processed,5529628,0,UTR2024H200113,1729587600,2024-10-22,126,10298.00
set_2024_H2_00114,settlement,294420755,processed,5534766,0,UTR2024H200114,1729674000,2024-10-23,128,75316.00
set_2024_H2_00115,settlement,308308177,processed,5779214,0,UTR2024H200115,1729760400,2024-10-24,105,69804.00
set_2024_H2_00116,settlement,303145863,processed,5623723,0,UTR2024H200116,1729846800,2024-10-25,121,36594.00
set_2024_H2_00117,settlement,262447491,processed,4824557,0,UTR2024H200117,1729933200,2024-10-26,119,7587.00
set_2024_H2_00118,settlement,291597859,processed,5371355,0,UTR2024H200118,1730019600,2024-10-27,123,14395.00
set_2024_H2_00119,settlement,333414745,processed,6142822,0,UTR2024H200119,1730106000,2024-10-28,112,17106.00
set_2024_H2_00120,settlement,244756959,processed,4497505,0,UTR2024H200120,1730192400,2024-10-29,130,6071.00
set_2024_H2_00121,settlement,326799218,processed,5994542,0,UTR2024H200121,1730278800,2024-10-30,135,2363.00
set_2024_H2_00122,settlement,257807102,processed,4728992,0,UTR2024H200122,1730365200,2024-10-31,109,1855.00
set_2024_H2_00123,settlement,291712615,processed,5377605,0,UTR2024H200123,1730451600,2024-11-01,125,16657.00
set_2024_H2_00124,settlement,296662284,processed,5437801,0,UTR2024H200124,1730538000,2024-11-02,131,0.00
set_2024_H2_00125,settlement,290113723,processed,5385001,0,UTR2024H200125,1730624400,2024-11-03,118,36678.00
set_2024_H2_00126,settlement,277355136,processed,5303056,0,UTR2024H200126,1730710800,2024-11-04,116,119562.00
set_2024_H2_00127,settlement,343674795,processed,6299540,0,UTR2024H200127,1730797200,2024-11-05,135,0.00
set_2024_H2_00128,settlement,304624981,processed,5664476,0,UTR2024H200128,1730883600,2024-11-06,117,44040.00
set_2024_H2_00129,settlement,280207741,processed,5157497,0,UTR2024H200129,1730970000,2024-11-07,130,11625.00
set_2024_H2_00130,settlement,355731000,processed,6674147,0,UTR2024H200130,1731056400,2024-11-08,126,83811.00
set_2024_H2_00131,settlement,272632373,processed,5021720,0,UTR2024H200131,1731142800,2024-11-09,113,13308.00
set_2024_H2_00132,settlement,326411371,processed,6077566,0,UTR2024H200132,1731229200,2024-11-10,126,51537.00
set_2024_H2_00133,settlement,373107655,processed,6844333,0,UTR2024H200133,1731315600,2024-11-11,154,2887.00
set_2024_H2_00134,settlement,370173843,processed,6821178,0,UTR2024H200134,1731402000,2024-11-12,134,19592.00
set_2024_H2_00135,settlement,392072675,processed,7194756,0,UTR2024H200135,1731488400,2024-11-13,135,4413.00
set_2024_H2_00136,settlement,302237540,processed,5737025,0,UTR2024H200136,1731574800,2024-11-14,126,107491.00
set_2024_H2_00137,settlement,261869367,processed,4899135,0,UTR2024H200137,1731661200,2024-11-15,124,54053.00
set_2024_H2_00138,settlement,326966386,processed,6064810,0,UTR2024H200138,1731747600,2024-11-16,120,39028.00
set_2024_H2_00139,settlement,258957960,processed,4753940,0,UTR2024H200139,1731834000,2024-11-17,103,3960.00
set_2024_H2_00140,settlement,304581118,processed,5586835,0,UTR2024H200140,1731920400,2024-11-18,144,2119.00
set_2024_H2_00141,settlement,303153297,processed,5562933,0,UTR2024H200141,1732006800,2024-11-19,157,3360.00
set_2024_H2_00142,settlement,279647070,processed,5274463,0,UTR2024H200142,1732093200,2024-11-20,121,81041.00
set_2024_H2_00143,settlement,267158843,processed,4935476,0,UTR2024H200143,1732179600,2024-11-21,109,20989.00
set_2024_H2_00144,settlement,333292258,processed,6117504,0,UTR2024H200144,1732266000,2024-11-22,137,4518.00
set_2024_H2_00145,settlement,283496633,processed,5198068,0,UTR2024H200145,1732352400,2024-11-23,117,867.00
set_2024_H2_00146,settlement,301507954,processed,5717484,0,UTR2024H200146,1732438800,2024-11-24,126,104125.00
set_2024_H2_00147,settlement,291397233,processed,5491948,0,UTR2024H200147,1732525200,2024-11-25,113,82191.00
set_2024_H2_00148,settlement,263969806,processed,4844804,0,UTR2024H200148,1732611600,2024-11-26,100,3415.00
set_2024_H2_00149,settlement,338994014,processed,6219636,0,UTR2024H200149,1732698000,2024-11-27,129,3218.00
set_2024_H2_00150,settlement,337849312,processed,6329834,0,UTR2024H200150,1732784400,2024-11-28,132,74784.00
set_2024_H2_00151,settlement,374004526,processed,6935401,0,UTR2024H200151,1732870800,2024-11-29,134,43601.00
set_2024_H2_00152,settlement,375158964,processed,6935980,0,UTR2024H200152,1732957200,2024-11-30,134,32373.00
set_2024_H2_00153,settlement,331633009,processed,6132830,0,UTR2024H200153,1733043600,2024-12-01,123,29471.00
set_2024_H2_00154,settlement,225202185,processed,4137230,0,UTR2024H200154,1733130000,2024-12-02,77,5066.00
set_2024_H2_00155,settlement,140615405,processed,2698321,0,UTR2024H200155,1733216400,2024-12-03,78,65931.00
set_2024_H2_00156,settlement,216648698,processed,3983971,0,UTR2024H200156,1733302800,2024-12-04,86,6988.00
set_2024_H2_00157,settlement,189248483,processed,3849907,0,UTR2024H200157,1733389200,2024-12-05,73,207854.00
set_2024_H2_00158,settlement,194566609,processed,3584435,0,UTR2024H200158,1733475600,2024-12-06,85,9844.00
set_2024_H2_00159,settlement,129587778,processed,2622564,0,UTR2024H200159,1733562000,2024-12-07,72,134879.00
set_2024_H2_00160,settlement,228840176,processed,4221626,0,UTR2024H200160,1733648400,2024-12-08,77,14728.00
set_2024_H2_00161,settlement,121211922,processed,2237325,0,UTR2024H200161,1733734800,2024-12-09,74,8464.00
set_2024_H2_00162,settlement,177527948,processed,3310265,0,UTR2024H200162,1733821200,2024-12-10,84,30656.00
set_2024_H2_00163,settlement,240407743,processed,4460575,0,UTR2024H200163,1733907600,2024-12-11,78,29414.00
set_2024_H2_00164,settlement,254341386,processed,4742125,0,UTR2024H200164,1733994000,2024-12-12,77,43678.00
set_2024_H2_00165,settlement,237124446,processed,4348775,0,UTR2024H200165,1734080400,2024-12-13,88,1253.00
set_2024_H2_00166,settlement,173466601,processed,3181727,0,UTR2024H200166,1734166800,2024-12-14,72,1145.00
set_2024_H2_00167,settlement,148686469,processed,2767029,0,UTR2024H200167,1734253200,2024-12-15,78,22703.00
set_2024_H2_00168,settlement,146980322,processed,3103366,0,UTR2024H200168,1734339600,2024-12-16,72,223255.00
set_2024_H2_00169,settlement,155517945,processed,2850635,0,UTR2024H200169,1734426000,2024-12-17,80,0.00
set_2024_H2_00170,settlement,177626710,processed,3450864,0,UTR2024H200170,1734512400,2024-12-18,86,106369.00
set_2024_H2_00171,settlement,213001552,processed,4044761,0,UTR2024H200171,1734598800,2024-12-19,78,76624.00
set_2024_H2_00172,settlement,187716416,processed,3440830,0,UTR2024H200172,1734685200,2024-12-20,78,0.00
set_2024_H2_00173,settlement,136979712,processed,2529990,0,UTR2024H200173,1734771600,2024-12-21,64,10454.00
set_2024_H2_00174,settlement,149266768,processed,2890741,0,UTR2024H200174,1734858000,2024-12-22,74,84391.00
set_2024_H2_00175,settlement,150246883,processed,3062066,0,UTR2024H200175,1734944400,2024-12-23,73,168059.00
set_2024_H2_00176,settlement,201131626,processed,3989608,0,UTR2024H200176,1735030800,2024-12-24,73,165237.00
set_2024_H2_00177,settlement,220292380,processed,4037944,0,UTR2024H200177,1735117200,2024-12-25,82,0.00
set_2024_H2_00178,settlement,189415565,processed,3680872,0,UTR2024H200178,1735203600,2024-12-26,72,113966.00
set_2024_H2_00179,settlement,177444942,processed,3258258,0,UTR2024H200179,1735290000,2024-12-27,74,3112.00
set_2024_H2_00180,settlement,150385949,processed,2758627,0,UTR2024H200180,1735376400,2024-12-28,78,1123.00
set_2024_H2_00181,settlement,167579085,processed,3346551,0,UTR2024H200181,1735462800,2024-12-29,60,149938.00
set_2024_H2_00182,settlement,205203032,processed,3815176,0,UTR2024H200182,1735549200,2024-12-30,98,29360.00
set_2024_H2_00183,settlement,189531355,processed,3474094,0,UTR2024H200183,1735635600,2024-12-31,81,0.00
set_2024_H2_00184,settlement,185036469,processed,3399035,0,UTR2024H200184,1735722000,2025-01-01,86,3996.00
