bank_credit_id,settlement_id,utr,credit_date,amount,currency,bank_status,reference
bc_2024_H2_00115,set_2024_H2_00115,UTR2024H200115,2024-10-24,308308177,INR,credited,ICICI/UTR2024H200115
bc_2024_H2_00116,set_2024_H2_00116,UTR2024H200116,2024-10-25,303145863,INR,credited,ICICI/UTR2024H200116
bc_2024_H2_00117,set_2024_H2_00117,UTR2024H200117,2024-10-26,262447491,INR,credited,ICICI/UTR2024H200117
bc_2024_H2_00118,set_2024_H2_00118,UTR2024H200118,2024-10-27,291597859,INR,credited,ICICI/UTR2024H200118
bc_2024_H2_00119,set_2024_H2_00119,UTR2024H200119,2024-10-28,333414745,INR,credited,ICICI/UTR2024H200119
bc_2024_H2_00120,set_2024_H2_00120,UTR2024H200120,2024-10-29,244756959,INR,credited,ICICI/UTR2024H200120
bc_2024_H2_00121,set_2024_H2_00121,UTR2024H200121,2024-10-30,326799218,INR,credited,ICICI/UTR2024H200121
bc_2024_H2_00122,set_2024_H2_00122,UTR2024H200122,2024-10-31,257807102,INR,credited,ICICI/UTR2024H200122
bc_2024_H2_00123,set_2024_H2_00123,UTR2024H200123,2024-11-01,291712615,INR,credited,ICICI/UTR2024H200123
bc_2024_H2_00124,set_2024_H2_00124,UTR2024H200124,2024-11-02,296662284,INR,credited,ICICI/UTR2024H200124
bc_2024_H2_00125,set_2024_H2_00125,UTR2024H200125,2024-11-03,290113723,INR,credited,ICICI/UTR2024H200125
bc_2024_H2_00126,set_2024_H2_00126,UTR2024H200126,2024-11-04,277355136,INR,credited,ICICI/UTR2024H200126
bc_2024_H2_00127,set_2024_H2_00127,UTR2024H200127,2024-11-05,343674795,INR,credited,ICICI/UTR2024H200127
bc_2024_H2_00128,set_2024_H2_00128,UTR2024H200128,2024-11-06,304624981,INR,credited,ICICI/UTR2024H200128
bc_2024_H2_00129,set_2024_H2_00129,UTR2024H200129,2024-11-07,280207741,INR,credited,ICICI/UTR2024H200129
bc_2024_H2_00130,set_2024_H2_00130,UTR2024H200130,2024-11-08,355731000,INR,credited,ICICI/UTR2024H200130
bc_2024_H2_00131,set_2024_H2_00131,UTR2024H200131,2024-11-09,272632373,INR,credited,ICICI/UTR2024H200131
bc_2024_H2_00132,set_2024_H2_00132,UTR2024H200132,2024-11-10,326411371,INR,credited,ICICI/UTR2024H200132
bc_2024_H2_00133,set_2024_H2_00133,UTR2024H200133,2024-11-11,373107655,INR,credited,ICICI/UTR2024H200133
bc_2024_H2_00134,set_2024_H2_00134,UTR2024H200134,2024-11-12,370173843,INR,credited,ICICI/UTR2024H200134
bc_2024_H2_00135,set_2024_H2_00135,UTR2024H200135,2024-11-13,392072675,INR,credited,ICICI/UTR2024H200135
bc_2024_H2_00136,set_2024_H2_00136,UTR2024H200136,2024-11-14,302237540,INR,credited,ICICI/UTR2024H200136
bc_2024_H2_00137,set_2024_H2_00137,UTR2024H200137,2024-11-15,261869367,INR,credited,ICICI/UTR2024H200137
bc_2024_H2_00138,set_2024_H2_00138,UTR2024H200138,2024-11-16,326966386,INR,credited,ICICI/UTR2024H200138
bc_2024_H2_00139,set_2024_H2_00139,UTR2024H200139,2024-11-17,258957960,INR,credited,ICICI/UTR2024H200139
bc_2024_H2_00140,set_2024_H2_00140,UTR2024H200140,2024-11-18,304581118,INR,credited,ICICI/UTR2024H200140
bc_2024_H2_00141,set_2024_H2_00141,UTR2024H200141,2024-11-19,303153297,INR,credited,ICICI/UTR2024H200141
bc_2024_H2_00142,set_2024_H2_00142,UTR2024H200142,2024-11-20,279647070,INR,credited,ICICI/UTR2024H200142
bc_2024_H2_00143,set_2024_H2_00143,UTR2024H200143,2024-11-21,267158843,INR,credited,ICICI/UTR2024H200143
bc_2024_H2_00144,set_2024_H2_00144,UTR2024H200144,2024-11-22,333292258,INR,credited,ICICI/UTR2024H200144
bc_2024_H2_00145,set_2024_H2_00145,UTR2024H200145,2024-11-23,283496633,INR,credited,ICICI/UTR2024H200145
bc_2024_H2_00146,set_2024_H2_00146,UTR2024H200146,2024-11-24,301507954,INR,credited,ICICI/UTR2024H200146
bc_2024_H2_00147,set_2024_H2_00147,UTR2024H200147,2024-11-25,291397233,INR,credited,ICICI/UTR2024H200147
bc_2024_H2_00148,set_2024_H2_00148,UTR2024H200148,2024-11-26,263969806,INR,credited,ICICI/UTR2024H200148
bc_2024_H2_00149,set_2024_H2_00149,UTR2024H200149,2024-11-27,338994014,INR,credited,ICICI/UTR2024H200149
bc_2024_H2_00150,set_2024_H2_00150,UTR2024H200150,2024-11-28,337849312,INR,credited,ICICI/UTR2024H200150
bc_2024_H2_00151,set_2024_H2_00151,UTR2024H200151,2024-11-29,374004526,INR,credited,ICICI/UTR2024H200151
bc_2024_H2_00152,set_2024_H2_00152,UTR2024H200152,2024-11-30,375158964,INR,credited,ICICI/UTR2024H200152
bc_2024_H2_00153,set_2024_H2_00153,UTR2024H200153,2024-12-01,331633009,INR,credited,ICICI/UTR2024H200153
bc_2024_H2_00154,set_2024_H2_00154,UTR2024H200154,2024-12-02,225202185,INR,credited,ICICI/UTR2024H200154
bc_2024_H2_00155,set_2024_H2_00155,UTR2024H200155,2024-12-03,140615405,INR,credited,ICICI/UTR2024H200155
bc_2024_H2_00156,set_2024_H2_00156,UTR2024H200156,2024-12-04,216648698,INR,credited,ICICI/UTR2024H200156
bc_2024_H2_00157,set_2024_H2_00157,UTR2024H200157,2024-12-05,189248483,INR,credited,ICICI/UTR2024H200157
bc_2024_H2_00158,set_2024_H2_00158,UTR2024H200158,2024-12-06,194566609,INR,credited,ICICI/UTR2024H200158
bc_2024_H2_00159,set_2024_H2_00159,UTR2024H200159,2024-12-07,129587778,INR,credited,ICICI/UTR2024H200159
bc_2024_H2_00160,set_2024_H2_00160,UTR2024H200160,2024-12-08,228840176,INR,credited,ICICI/UTR2024H200160
bc_2024_H2_00161,set_2024_H2_00161,UTR2024H200161,2024-12-09,121211922,INR,credited,ICICI/UTR2024H200161
bc_2024_H2_00162,set_2024_H2_00162,UTR2024H200162,2024-12-10,177527948,INR,credited,ICICI/UTR2024H200162
bc_2024_H2_00163,set_2024_H2_00163,UTR2024H200163,2024-12-11,240407743,INR,credited,ICICI/UTR2024H200163
bc_2024_H2_00164,set_2024_H2_00164,UTR2024H200164,2024-12-12,254341386,INR,credited,ICICI/UTR2024H200164
bc_2024_H2_00165,set_2024_H2_00165,UTR2024H200165,2024-12-13,237124446,INR,credited,ICICI/UTR2024H200165
bc_2024_H2_00166,set_2024_H2_00166,UTR2024H200166,2024-12-14,173466601,INR,credited,ICICI/UTR2024H200166
bc_2024_H2_00167,set_2024_H2_00167,UTR2024H200167,2024-12-15,148686469,INR,credited,ICICI/UTR2024H200167
bc_2024_H2_00168,set_2024_H2_00168,UTR2024H200168,2024-12-16,146980322,INR,credited,ICICI/UTR2024H200168
bc_2024_H2_00169,set_2024_H2_00169,UTR2024H200169,2024-12-17,155517945,INR,credited,ICICI/UTR2024H200169
bc_2024_H2_00170,set_2024_H2_00170,UTR2024H200170,2024-12-18,177626710,INR,credited,ICICI/UTR2024H200170
bc_2024_H2_00171,set_2024_H2_00171,UTR2024H200171,2024-12-19,213001552,INR,credited,ICICI/UTR2024H200171
bc_2024_H2_00172,set_2024_H2_00172,UTR2024H200172,2024-12-20,187716416,INR,credited,ICICI/UTR2024H200172
bc_2024_H2_00173,set_2024_H2_00173,UTR2024H200173,2024-12-21,136979712,INR,credited,ICICI/UTR2024H200173
bc_2024_H2_00174,set_2024_H2_00174,UTR2024H200174,2024-12-22,149266768,INR,credited,ICICI/UTR2024H200174
bc_2024_H2_00175,set_2024_H2_00175,UTR2024H200175,2024-12-23,150246883,INR,credited,ICICI/UTR2024H200175
bc_2024_H2_00176,set_2024_H2_00176,UTR2024H200176,2024-12-24,201131626,INR,credited,ICICI/UTR2024H200176
bc_2024_H2_00177,set_2024_H2_00177,UTR2024H200177,2024-12-25,220292380,INR,credited,ICICI/UTR2024H200177
bc_2024_H2_00178,set_2024_H2_00178,UTR2024H200178,2024-12-26,189415565,INR,credited,ICICI/UTR2024H200178
bc_2024_H2_00179,set_2024_H2_00179,UTR2024H200179,2024-12-27,177444942,INR,credited,ICICI/UTR2024H200179
bc_2024_H2_00180,set_2024_H2_00180,UTR2024H200180,2024-12-28,150385949,INR,credited,ICICI/UTR2024H200180
bc_2024_H2_00181,set_2024_H2_00181,UTR2024H200181,2024-12-29,167579085,INR,credited,ICICI/UTR2024H200181
bc_2024_H2_00182,set_2024_H2_00182,UTR2024H200182,2024-12-30,205203032,INR,credited,ICICI/UTR2024H200182
bc_2024_H2_00183,set_2024_H2_00183,UTR2024H200183,2024-12-31,189531355,INR,credited,ICICI/UTR2024H200183
bc_2024_H2_00184,set_2024_H2_00184,UTR2024H200184,2025-01-01,185036469,INR,credited,ICICI/UTR2024H200184
